"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0500004720080828,10,500,1006345,1,31,0,0,1,0,0
0500004720080828,37,500,1006345,1,35,0,0,0,1,0
0500004720080828,52,500,1006345,1,40,0,0,0,0,0
0500004720080828,62,500,1006345,1,39,0,0,0,0,0
0500004720080828,72,500,1006345,1,47,0,0,0,1,0
0500004720080828,76,47,87409,1,39,0,0,0,0,0
0500004720080828,107,47,87409,1,28,0,0,0,1,0
0500004720080828,111,500,1006345,1,45,0,1,0,0,0
0500004720080828,124,500,1006345,1,48,0,0,0,0,0
0500004720080828,145,500,1006345,1,33,0,0,1,0,0
0500004720080828,150,47,87409,1,54,0,0,0,0,0
0500004720080828,154,500,1006345,1,52,0,0,0,0,0
0749005120080828,5,51,1008237,1,14,0,0,0,0,1
0749005120080828,16,51,1008237,1,39,0,0,0,1,0
0749005120080828,54,51,1008237,1,47,0,0,0,0,0
0749005120080828,62,749,75916,1,43,0,0,0,0,0
0749005120080828,100,51,1008237,1,58,0,0,0,1,0
0749005120080828,115,749,75916,1,47,0,0,0,1,0
0749005120080828,125,51,1008237,1,42,0,0,0,0,0
0749005120080828,155,749,75916,1,36,0,1,0,0,0
0749005120080828,159,51,1008237,1,41,0,0,0,1,0
0749005120080828,167,749,75916,1,31,0,0,0,0,0
0704008620080828,19,86,1015703,1,44,0,0,0,1,0
0704008620080828,28,704,1003806,1,59,0,0,1,0,0
0704008620080828,64,86,1015703,1,30,0,0,0,0,1
0704008620080828,70,704,1003806,1,42,0,0,0,1,0
0704008620080828,106,704,1003806,1,44,0,0,0,0,1
0704008620080828,118,86,1015703,1,45,0,0,0,0,0
0201012920080828,18,201,1005128,1,48,0,0,0,0,0
0201012920080828,25,129,1000710,1,27,0,0,0,0,1
0201012920080828,48,129,1000710,1,27,0,1,0,0,0
0201012920080828,52,201,1005128,1,42,0,0,0,0,0
0201012920080828,62,201,1005128,1,52,0,0,0,0,0
0201012920080828,93,201,1005128,1,51,0,0,0,1,0
0201012920080828,133,201,1005128,1,53,0,0,0,1,0
0201012920080828,137,129,1000710,1,42,0,1,0,0,0
0201012920080828,168,201,1005128,1,14,0,0,0,0,1
0202014020080828,7,202,1012769,1,50,0,0,0,0,0
0202014020080828,29,202,1012769,1,39,0,0,1,0,0
0202014020080828,53,202,1012769,1,52,0,0,0,0,0
0202014020080828,70,140,78430,1,38,0,0,0,0,1
0202014020080828,74,202,1012769,1,41,0,0,0,0,0
0202014020080828,87,202,1012769,1,43,0,0,0,1,0
0202014020080828,120,202,1012769,1,41,0,0,0,0,0
0202014020080828,137,140,78430,1,49,0,1,0,0,0
0202014020080828,151,140,78430,1,42,0,0,0,1,0
0202014020080828,155,202,1012769,1,36,0,1,0,0,0
0202014020080828,159,140,78430,1,54,0,0,0,0,0
0202014020080828,163,202,1012769,1,45,0,1,0,0,0
0283016420080828,5,164,1000857,1,47,0,0,0,0,0
