"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0500004720080828,3,500,1006351,1,0,0,0,0,0,0,0
0500004720080828,5,500,1006351,1,1,0,0,0,0,0,0
0500004720080828,7,500,1006351,1,2,0,0,0,0,0,0
0500004720080828,11,47,1000282,1,10,0,1,0,0,0,0
0500004720080828,12,47,1000282,1,48,0,1,0,0,0,0
0500004720080828,14,47,1000282,1,2,1,1,0,0,0,0
0500004720080828,18,500,1006351,1,-3,0,0,0,0,0,0
0500004720080828,21,500,1006351,1,12,0,1,0,0,0,0
0500004720080828,24,500,1013626,1,1,0,0,0,0,0,0
0500004720080828,29,500,1006285,1,6,0,1,0,0,0,0
0500004720080828,30,500,1006351,1,6,0,0,0,0,0,0
0500004720080828,32,500,1006285,1,6,0,1,0,0,0,0
0500004720080828,33,500,1006351,1,1,0,0,0,0,0,0
0500004720080828,36,500,1006285,1,-14,0,0,1,0,0,0
0500004720080828,38,47,1000282,1,9,0,0,0,0,0,0
0500004720080828,40,47,1000282,1,8,0,0,0,0,0,0
0500004720080828,41,47,84303,1,9,0,1,0,0,0,0
0500004720080828,42,47,84303,1,11,0,1,0,0,0,0
0500004720080828,45,47,1000282,1,4,0,1,0,0,0,0
0500004720080828,50,500,1006351,1,2,0,0,0,0,0,0
0500004720080828,56,500,1006351,1,7,0,0,0,0,0,0
0500004720080828,57,500,1006351,1,6,0,1,0,0,0,0
0500004720080828,58,500,1006351,1,16,0,1,0,0,0,0
0500004720080828,60,500,1006351,1,-3,0,0,0,0,0,0
0500004720080828,63,47,1000282,1,3,0,0,0,0,0,0
0500004720080828,66,47,84303,1,2,1,0,0,0,0,0
0500004720080828,70,500,1006351,1,-3,0,0,0,0,0,0
0500004720080828,73,47,1000282,1,-6,0,0,0,0,0,0
0500004720080828,77,500,1006351,1,11,0,0,0,1,0,0
0500004720080828,77,500,1006285,0,0,0,1,0,0,0,0
0500004720080828,79,500,1013626,1,2,0,0,0,0,0,0
0500004720080828,82,500,1006285,1,-1,0,0,0,0,0,0
0500004720080828,87,500,1013640,1,20,1,1,0,0,0,0
0500004720080828,101,47,1000282,1,7,0,1,0,0,0,0
0500004720080828,102,47,1000282,1,3,0,0,0,0,0,0
0500004720080828,104,47,1015504,1,0,0,0,0,0,0,0
0500004720080828,108,500,1006351,1,7,0,0,0,0,0,0
0500004720080828,109,500,1006351,1,2,0,0,0,0,0,0
0500004720080828,110,500,1006351,1,-2,0,0,0,0,0,0
0500004720080828,113,47,1000282,1,7,0,1,0,0,0,0
0500004720080828,114,47,1000275,1,3,0,0,0,0,0,0
0500004720080828,119,500,1013640,1,16,0,1,0,0,0,0
0500004720080828,122,500,1006351,1,0,0,0,0,0,0,0
0500004720080828,125,47,1015525,1,11,0,1,0,0,0,0
0500004720080828,126,47,1015525,1,5,0,0,0,0,0,0
0500004720080828,128,47,1015525,1,-1,0,0,0,0,0,0
0500004720080828,129,47,1000275,1,5,0,0,0,0,0,0
0500004720080828,132,47,1015525,1,9,0,0,0,0,0,0
0500004720080828,133,47,1015525,1,1,0,1,0,0,0,0
0500004720080828,134,47,1015525,1,6,1,0,0,0,0,0
0500004720080828,137,500,1013626,1,2,0,0,0,0,0,0
0500004720080828,138,500,1013626,1,-3,0,0,0,0,0,0
0500004720080828,142,500,1013640,1,5,0,0,0,0,0,0
0500004720080828,146,47,1008188,1,3,0,0,0,0,0,0
0500004720080828,149,47,1008188,1,2,0,0,0,0,0,0
0500004720080828,152,500,1013626,1,-2,0,0,0,0,0,0
0500004720080828,153,500,1006285,1,-6,0,0,1,0,0,0
0500004720080828,155,47,1015515,1,2,0,0,0,0,0,0
0500004720080828,156,47,1015515,1,6,0,0,0,0,0,0
0500004720080828,157,47,1008188,1,3,0,1,0,0,0,0
0500004720080828,158,47,1015515,1,0,0,0,0,0,0,0
0500004720080828,160,47,1008188,1,7,0,0,0,0,0,0
0500004720080828,164,500,1013626,1,-1,0,0,0,0,0,0
0500004720080828,174,47,1008195,1,11,0,1,0,0,0,0
0749005120080828,7,749,1004416,1,6,0,1,0,0,0,0
0749005120080828,8,749,1004416,1,0,0,0,0,0,0,0
0749005120080828,13,51,1000323,1,3,0,0,0,0,0,0
0749005120080828,17,749,1004416,1,2,0,0,0,0,0,0
0749005120080828,20,749,1004416,1,2,0,0,0,0,0,0
0749005120080828,22,749,75904,1,8,0,0,0,0,0,0
0749005120080828,23,749,1004416,1,3,0,1,0,0,0,0
0749005120080828,26,749,1004416,1,3,0,1,0,0,0,0
0749005120080828,27,749,1004416,1,1,0,0,0,0,0,0
0749005120080828,31,51,1000323,1,4,0,0,0,0,0,0
0749005120080828,32,51,1000323,1,3,0,0,0,0,0,0
0749005120080828,34,51,1000323,1,3,0,0,0,0,0,0
0749005120080828,35,51,77070,1,-2,0,0,0,0,0,0
0749005120080828,37,749,1011889,1,-1,0,0,0,0,0,0
0749005120080828,38,749,79447,1,4,0,0,0,0,0,0
0749005120080828,40,749,79447,1,-7,0,0,0,1,0,0
0749005120080828,41,749,79447,1,9,0,0,0,0,0,0
0749005120080828,43,749,1011889,1,4,0,1,0,0,0,0
0749005120080828,46,749,1011889,1,3,0,0,0,0,0,0
0749005120080828,47,749,1011889,1,3,1,0,0,0,0,0
0749005120080828,50,51,1008228,1,7,0,0,0,0,0,0
0749005120080828,51,51,1000323,1,-1,0,0,0,0,0,0
0749005120080828,56,749,1011915,1,0,0,0,0,0,0,0
0749005120080828,58,749,75902,1,3,0,1,0,0,0,0
0749005120080828,59,749,1011889,1,3,0,0,0,0,0,0
0749005120080828,61,749,79447,1,-6,0,0,1,0,0,0
0749005120080828,63,51,1000323,1,5,0,0,0,0,0,0
0749005120080828,64,51,1015536,1,2,0,0,0,0,0,0
0749005120080828,65,51,1015536,1,-2,0,0,1,0,0,0
0749005120080828,67,51,1008228,1,4,0,0,0,0,0,0
0749005120080828,69,51,84377,1,-1,0,0,0,0,0,0
0749005120080828,72,749,1004416,1,0,0,0,0,0,0,0
0749005120080828,74,51,1015560,1,2,0,0,0,0,0,0
0749005120080828,75,51,1015536,1,-2,0,0,0,0,0,0
0749005120080828,78,51,1000323,1,1,0,1,0,0,0,0
0749005120080828,81,51,1015536,1,22,0,1,0,0,0,0
0749005120080828,82,51,84361,1,12,1,1,0,0,0,0
0749005120080828,88,749,79447,1,6,0,0,0,0,0,0
0749005120080828,90,749,79447,1,5,0,1,0,0,0,0
0749005120080828,98,51,1015535,1,3,0,0,0,0,0,0
0749005120080828,101,749,66695,1,-1,0,0,0,0,0,0
0749005120080828,103,749,1004416,1,-2,0,0,0,1,1,0
0749005120080828,104,51,1015536,1,2,0,0,0,0,0,0
0749005120080828,107,51,1000323,1,-2,0,0,0,1,1,0
0749005120080828,109,749,1004416,1,7,0,1,0,0,0,0
0749005120080828,110,749,1004416,1,5,0,0,0,0,0,0
0749005120080828,112,749,75904,1,2,0,0,0,0,0,0
0749005120080828,114,749,1011889,1,-1,0,0,0,0,0,0
0749005120080828,116,51,1000323,1,6,0,0,0,0,0,0
0749005120080828,117,51,1015536,1,1,0,0,0,1,1,0
0749005120080828,118,749,1011889,1,3,0,0,0,0,0,0
0749005120080828,122,51,1008228,1,0,0,0,0,0,0,0
0749005120080828,124,51,1015536,1,-2,0,0,1,0,0,0
0749005120080828,126,749,1004433,1,4,0,0,0,0,0,0
0749005120080828,129,749,1011889,1,4,0,0,0,0,0,0
0749005120080828,133,749,1011889,1,-3,0,0,0,0,0,0
0749005120080828,139,51,84361,1,5,0,0,0,0,0,0
0749005120080828,140,51,1015536,1,8,0,1,0,0,0,0
0749005120080828,142,51,1015535,1,6,0,1,0,0,0,0
0749005120080828,143,51,1015536,1,-5,0,0,0,0,0,0
0749005120080828,145,51,1000323,1,0,0,0,0,0,0,0
0749005120080828,147,51,1015536,1,0,0,0,0,0,0,0
0749005120080828,149,51,1015536,1,5,1,0,0,0,0,0
0749005120080828,153,749,79447,1,-2,0,0,0,0,0,0
0749005120080828,156,51,1008228,1,5,0,0,0,0,0,0
0749005120080828,160,749,1011889,1,6,0,0,0,0,0,0
0749005120080828,161,749,1011889,1,10,0,1,0,0,0,0
0749005120080828,162,749,1011889,1,3,0,0,0,0,0,0
0749005120080828,164,749,1011889,1,3,0,0,0,0,0,0
0749005120080828,165,749,1011889,1,-3,0,0,0,0,0,0
0749005120080828,168,749,1004416,1,5,0,0,0,0,0,0
0749005120080828,169,749,1004416,1,1,0,0,0,0,0,0
0749005120080828,170,749,1004416,1,4,1,0,0,0,0,0
0749005120080828,174,51,84361,1,0,0,0,0,0,0,0
0749005120080828,179,51,77070,1,2,0,0,0,0,0,0
0749005120080828,181,749,1011890,1,55,0,1,0,0,0,0
0749005120080828,182,749,1011890,1,8,0,0,0,0,0,0
0749005120080828,183,749,66695,1,-3,0,0,0,0,0,0
0704008620080828,2,704,77022,1,1,0,0,0,0,0,0
0704008620080828,5,704,1003806,1,-13,0,0,0,0,0,0
0704008620080828,6,86,78339,1,3,0,0,0,0,0,0
0704008620080828,7,86,78339,1,11,0,1,0,0,0,0
0704008620080828,8,86,78339,1,1,0,0,0,0,0,0
0704008620080828,9,86,78338,1,-10,0,0,1,0,0,0
0704008620080828,13,704,77022,1,2,0,0,0,0,0,0
0704008620080828,17,86,78339,1,7,0,0,0,0,0,0
0704008620080828,20,704,1003807,1,5,0,0,0,0,0,0
0704008620080828,22,704,77022,1,0,0,0,0,0,0,0
0704008620080828,26,704,1003795,1,-6,0,0,1,1,0,0
0704008620080828,26,704,77022,0,13,0,0,0,0,0,0
0704008620080828,29,86,78339,1,3,0,0,0,0,0,0
0704008620080828,30,86,78339,1,5,0,0,0,0,0,0
0704008620080828,41,704,77022,1,0,0,0,0,0,0,0
0704008620080828,43,704,77022,1,5,0,1,0,0,0,0
0704008620080828,44,704,1003795,1,-7,0,0,1,0,0,0
0704008620080828,47,704,77022,1,0,0,0,0,0,0,0
0704008620080828,48,704,77022,1,1,1,0,0,0,0,0
0704008620080828,51,86,78339,1,10,0,1,0,0,0,0
0704008620080828,52,86,78339,1,2,0,0,0,0,0,0
0704008620080828,53,86,78338,1,-7,0,0,1,1,1,0
0704008620080828,55,704,77022,1,0,0,0,0,0,0,0
0704008620080828,56,704,77022,1,-1,0,0,0,0,0,0
0704008620080828,60,86,1000520,1,9,0,0,0,0,0,0
0704008620080828,65,704,77022,1,9,0,0,0,0,0,0
0704008620080828,66,704,77022,1,2,0,1,0,0,0,0
0704008620080828,68,704,77022,1,-4,0,0,0,0,0,0
0704008620080828,71,86,78339,1,5,0,0,0,0,0,0
0704008620080828,72,86,78339,1,4,0,0,0,0,0,0
0704008620080828,73,86,78339,1,9,0,1,0,0,0,0
0704008620080828,74,86,78339,1,2,0,0,0,0,0,0
0704008620080828,77,86,78339,1,4,0,0,0,0,0,0
0704008620080828,78,86,78339,1,1,0,0,0,0,0,0
0704008620080828,80,86,78339,1,3,0,1,0,0,0,0
0704008620080828,84,704,77022,1,12,0,1,0,0,0,0
0704008620080828,85,704,77022,1,12,0,1,0,0,0,0
0704008620080828,90,86,78339,1,10,0,1,0,0,0,0
0704008620080828,91,86,78339,1,9,0,0,0,0,0,0
0704008620080828,92,86,78339,1,2,0,1,0,0,0,0
0704008620080828,97,704,1003807,1,0,0,0,0,0,0,0
0704008620080828,102,86,78339,1,2,0,0,0,1,1,0
0704008620080828,104,704,77022,1,4,0,0,0,0,0,0
0704008620080828,107,86,1000520,1,6,0,0,0,0,0,0
0704008620080828,108,86,1000520,1,3,0,0,0,0,0,0
0704008620080828,109,86,1000520,1,9,0,1,0,0,0,0
