"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
5,0005079620080830,22,70,0,37,22,227,2,0,0,7,131,0,0,0,0,0,0,0,1,62,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,225,4,196,0,0,0,1,1,49,38,2.0,3,0.0,0,1,1,2,0,4,13,2,1451,7,48,11,4,1,0,3,2,1
5,0005068820080906,46,218,3,26,20,260,3,1,0,5,146,0,1,11,0,0,0,0,1,0,0,0,0,0,1,0,6,6,0,0,0,0,0,42,2,81,7,405,0,0,0,1,0,43,26,3.0,28,2.0,15,1,2,1,0,14,15,0,2004,5,30,14,10,1,1,5,4,0
5,0047000520080913,28,119,2,45,22,299,1,4,0,7,180,0,3,16,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,4,135,5,317,1,0,0,1,1,41,44,6.0,9,1.0,2,0,0,4,0,6,16,0,1455,7,58,12,4,1,0,3,2,1
5,0005072520080920,37,153,1,25,14,204,1,0,0,1,2,0,0,0,0,1,16,0,1,9,0,0,0,0,4,3,2,1,0,0,0,0,0,22,3,121,6,347,0,0,0,2,1,48,20,7.0,32,3.0,19,0,3,2,0,9,8,1,1813,9,70,9,1,1,1,5,1,3
5,0140000520080927,33,104,1,42,26,254,1,1,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,15,5,217,4,242,1,0,0,2,0,37,32,4.0,6,0.0,0,0,2,3,0,8,13,2,1904,6,68,14,6,1,0,4,2,1
5,0005033120081004,29,58,1,39,21,243,2,3,0,4,96,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,30,6,234,5,283,0,1,0,1,0,54,38,10.0,38,1.0,2,0,2,4,0,5,9,1,2365,4,33,15,3,2,2,4,1,3
5,0071000520081011,42,206,2,34,19,161,2,1,0,7,173,0,0,0,0,0,0,0,1,28,0,0,0,0,2,2,3,3,1,0,0,0,0,33,3,126,7,461,1,0,0,1,0,39,32,2.0,4,0.0,0,0,1,9,0,9,10,3,1964,3,29,16,9,2,0,4,3,1
5,0005020420081018,42,339,3,19,11,208,2,0,0,5,103,0,1,7,0,0,0,0,1,1,0,0,0,0,4,2,4,4,1,1,0,0,0,42,4,158,8,465,0,0,0,1,1,58,14,6.0,18,1.0,5,2,0,3,0,11,10,0,1433,3,15,11,3,0,0,6,3,2
5,0709000520081105,44,232,2,23,16,226,3,1,0,6,112,0,1,23,1,0,0,0,1,17,0,0,0,0,1,1,6,6,0,0,1,1,0,47,1,31,8,519,0,0,0,0,0,40,24,5.0,11,0.0,0,0,0,4,2,12,13,3,1946,8,82,8,3,2,1,6,3,1
5,0086000520081113,34,179,3,38,20,295,2,0,0,5,124,0,1,14,0,0,0,0,0,0,0,1,14,0,4,2,4,4,1,0,0,0,0,40,3,91,5,278,1,0,0,2,2,47,66,2.0,9,1.0,7,0,1,3,1,9,11,0,1299,7,70,14,5,3,3,6,3,0
5,0005051920081122,47,139,5,37,21,235,1,0,0,8,95,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,42,6,214,7,359,0,0,0,0,0,31,24,4.0,8,0.0,0,0,1,1,0,11,11,1,2214,2,15,21,13,2,2,5,5,0
5,0005069020081128,31,165,0,39,20,166,0,3,0,5,147,0,2,21,0,0,0,0,2,5,0,1,-12,0,4,2,0,0,0,0,0,0,0,6,5,149,3,153,0,1,0,0,0,49,12,5.0,10,2.0,7,0,1,3,1,8,6,1,1786,5,40,15,4,2,1,3,0,2
