"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0500004720080828,1,47,1000305,1,69,0,0,0,1,0,0
0500004720080828,17,47,1000305,1,71,0,0,0,0,0,0
0500004720080828,48,47,1000305,1,69,0,0,0,0,0,0
0500004720080828,55,47,1000305,1,59,0,0,0,0,0,0
0500004720080828,68,47,1000305,1,67,0,0,0,0,0,0
0500004720080828,89,500,1013619,1,42,0,0,1,0,0,0
0500004720080828,98,500,1013619,1,44,0,0,0,0,0,0
0500004720080828,118,47,1000305,1,69,0,0,0,0,0,0
0500004720080828,136,47,1000305,1,70,0,0,0,0,0,0
0500004720080828,162,47,1000305,1,61,0,0,0,0,0,0
0500004720080828,173,500,1013619,1,47,0,0,0,0,0,0
0749005120080828,1,749,75916,1,70,0,1,0,0,0,0
0749005120080828,12,749,75916,1,70,0,1,0,0,0,0
0749005120080828,30,749,75916,1,70,0,1,0,0,0,0
0749005120080828,49,749,75916,1,59,0,0,0,0,0,0
0749005120080828,84,51,1015547,1,47,0,0,0,0,0,0
0749005120080828,95,749,75916,1,70,0,0,0,0,0,0
0749005120080828,102,51,1015547,1,38,0,0,0,0,0,0
0749005120080828,121,749,75916,1,62,0,0,0,0,0,0
0749005120080828,136,749,75916,1,46,1,0,0,0,0,0
0749005120080828,151,51,1015547,1,45,0,0,0,0,0,0
0749005120080828,172,749,75916,1,70,0,0,0,0,0,0
0704008620080828,1,86,68631,1,54,0,0,0,0,0,0
0704008620080828,12,86,68631,1,56,0,0,0,0,0,0
0704008620080828,35,86,68631,1,70,0,1,0,0,0,0
0704008620080828,50,704,1003804,1,70,0,1,0,0,0,0
0704008620080828,59,704,1003804,1,68,0,0,0,0,0,0
0704008620080828,83,86,68631,1,62,0,0,0,0,0,0
0704008620080828,89,704,1003804,1,69,0,0,0,0,0,0
0704008620080828,95,86,68631,1,63,0,0,0,0,0,0
0704008620080828,101,704,1003804,0,13,0,0,0,0,1,0
0704008620080828,140,86,68631,1,54,0,0,0,0,0,0
0704008620080828,159,86,1008417,1,55,0,0,0,0,0,0
0201012920080828,1,201,1020118,1,70,0,1,0,0,0,0
0201012920080828,11,129,1008580,1,64,0,0,0,0,0,0
0201012920080828,39,201,1020118,1,70,0,0,0,0,0,0
0201012920080828,56,129,1008580,1,70,0,1,0,0,0,0
0201012920080828,87,129,1008580,1,65,0,0,0,0,0,0
0201012920080828,95,129,1008580,1,70,0,1,0,0,0,0
0201012920080828,114,201,1020118,1,58,0,0,0,1,0,0
0201012920080828,128,129,1008580,1,70,0,1,0,0,0,0
0201012920080828,145,201,1020118,1,55,0,1,0,0,0,0
0201012920080828,160,129,1008580,1,60,0,0,0,0,0,0
0202014020080828,1,140,1008636,1,66,0,0,0,0,0,0
0202014020080828,22,140,1008636,1,66,0,0,0,1,0,0
0202014020080828,49,140,1008636,1,70,0,1,0,0,0,0
0202014020080828,58,140,1008636,1,70,0,0,0,0,0,0
0202014020080828,81,140,1008636,1,63,0,0,0,0,0,0
0202014020080828,92,202,1012769,1,64,0,0,0,0,0,0
0202014020080828,116,140,1008636,1,70,0,0,0,0,0,0
0202014020080828,128,140,1008636,1,70,0,1,0,0,0,0
0202014020080828,133,202,1012769,1,60,0,0,0,0,0,0
0283016420080828,1,283,1020357,1,50,0,0,0,0,0,0
0283016420080828,8,164,1000857,1,56,0,0,0,0,0,0
0283016420080828,31,164,1000857,1,70,0,1,0,0,0,0
0283016420080828,75,164,1000857,1,59,0,0,0,0,0,0
0283016420080828,90,164,1000857,1,55,0,0,0,0,0,0
0283016420080828,92,164,1000857,1,68,0,0,0,0,0,0
0283016420080828,114,283,1020357,1,37,0,0,0,0,0,0
0283016420080828,140,164,1000857,1,69,0,0,0,0,0,0
0305020420080828,2,204,78564,1,64,0,0,0,0,0,0
0305020420080828,21,204,78564,1,58,0,0,0,0,0,0
0305020420080828,30,204,78564,1,57,0,0,0,1,0,0
