"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0500004720080828,2,500,1006285,1006293,1,1,9,0,0,0,0
0500004720080828,4,500,1006285,1006351,1,1,2,0,0,1,0
0500004720080828,6,500,1006285,1006346,1,1,15,0,0,1,0
0500004720080828,8,500,1006285,1006293,1,0,0,0,0,0,0
0500004720080828,9,500,1006285,1006346,1,0,0,0,0,0,0
0500004720080828,13,47,1000275,84298,1,1,9,0,0,0,0
0500004720080828,19,500,1006285,1006293,1,1,8,0,0,0,0
0500004720080828,20,500,1006285,1013640,1,1,6,0,0,1,0
0500004720080828,22,500,1006285,1006321,1,1,5,0,0,0,0
0500004720080828,27,500,1006285,1006346,1,0,0,0,0,0,0
0500004720080828,28,500,1006285,1006321,1,1,6,0,0,0,0
0500004720080828,31,500,1006285,1006293,1,0,0,0,0,0,0
0500004720080828,34,500,1006285,1013640,1,0,0,0,0,0,0
0500004720080828,39,47,1000275,84303,1,1,29,0,0,1,0
0500004720080828,43,47,1000275,84303,1,1,11,0,0,1,0
0500004720080828,44,47,1000275,84298,1,1,7,0,0,0,0
0500004720080828,46,47,1000275,69937,1,1,8,1,0,0,0
0500004720080828,49,500,1006285,1006321,1,0,0,0,0,0,0
0500004720080828,51,500,1006285,1013640,1,0,0,0,0,0,1
0500004720080828,53,47,1000275,84303,1,1,49,1,0,1,0
0500004720080828,59,500,1006285,1006346,1,0,0,0,0,0,0
0500004720080828,61,500,1006285,1013643,1,0,0,0,0,0,0
0500004720080828,64,47,1000275,69937,1,0,0,0,0,0,0
0500004720080828,69,500,1006285,1021065,1,0,0,0,0,0,0
0500004720080828,71,500,1006285,1006351,1,1,10,0,0,0,0
0500004720080828,74,47,1000275,84303,1,1,14,0,0,0,0
0500004720080828,75,47,1000275,69937,1,1,0,0,0,0,0
0500004720080828,78,500,1006285,,1,0,0,0,0,0,0
0500004720080828,80,500,1006285,1006346,1,1,16,0,0,1,0
0500004720080828,81,500,1006285,1013640,1,0,0,0,0,0,0
0500004720080828,84,500,1006285,1006321,1,1,24,0,0,1,0
0500004720080828,85,500,1006285,1013640,1,1,7,0,0,0,0
0500004720080828,90,47,1000275,84303,1,1,7,0,0,0,0
0500004720080828,91,47,1000275,1015504,1,1,20,0,0,1,0
0500004720080828,92,47,1000275,84303,1,1,20,0,0,1,0
0500004720080828,95,47,1000275,84303,1,1,12,0,0,1,0
0500004720080828,99,47,1000275,84303,1,0,0,0,0,0,0
0500004720080828,100,47,1000275,69954,1,1,5,0,0,0,0
0500004720080828,103,47,1000275,84298,1,1,8,0,0,1,0
0500004720080828,105,47,1000275,69937,1,0,0,0,0,0,0
0500004720080828,106,47,1000275,1000282,1,1,-2,0,0,0,0
0500004720080828,112,47,1000275,69937,1,1,9,0,0,0,0
0500004720080828,115,47,1000275,84303,1,1,14,0,0,1,0
0500004720080828,116,47,1000275,1008200,1,1,27,1,0,1,0
0500004720080828,120,500,1006285,1006293,1,1,9,0,0,0,0
0500004720080828,123,500,1006285,1006351,1,0,0,0,0,0,0
0500004720080828,127,47,1000275,69937,1,1,17,0,0,1,0
0500004720080828,130,47,1000275,84303,1,1,15,0,0,1,0
0500004720080828,131,47,1000275,69937,1,1,11,0,0,1,0
0500004720080828,139,500,1006285,1006321,1,1,22,0,0,1,0
0500004720080828,141,500,1006285,1006321,1,1,10,0,0,1,0
0500004720080828,143,500,1006285,1013640,1,0,0,0,0,0,0
0500004720080828,144,500,1006285,1006351,1,0,0,0,0,0,0
0500004720080828,148,47,87143,1008188,1,1,7,0,0,0,0
0500004720080828,151,500,1006285,1006346,1,0,0,0,0,0,0
0500004720080828,159,47,1008186,1015504,1,0,0,0,0,0,0
0500004720080828,163,500,1006287,1006321,1,1,40,0,0,1,0
0500004720080828,165,500,1006287,1013626,1,1,6,0,0,0,0
0500004720080828,166,500,1006287,1021074,1,1,13,0,0,1,0
0500004720080828,167,500,1006287,1006321,1,0,0,0,0,0,0
0500004720080828,168,500,1006287,1021074,1,1,11,0,0,1,0
0500004720080828,169,500,1006287,1006302,1,1,2,0,0,0,0
0500004720080828,171,500,1006287,1013643,1,1,10,1,0,1,0
0749005120080828,2,51,77070,1000326,1,1,2,0,0,0,0
0749005120080828,3,51,77070,84354,1,0,0,0,0,0,0
0749005120080828,4,51,77070,,1,0,0,0,0,0,0
0749005120080828,6,749,79447,79448,1,1,5,0,0,0,0
0749005120080828,9,749,79447,1004416,1,1,-1,0,0,0,0
0749005120080828,10,749,79447,75902,1,1,3,0,0,0,0
0749005120080828,14,51,77070,1000326,1,0,0,0,0,0,0
0749005120080828,15,51,77070,1015535,1,0,0,0,0,0,0
0749005120080828,18,749,79447,75904,1,0,0,0,0,0,0
0749005120080828,19,749,79447,1004433,1,1,15,0,0,1,0
0749005120080828,21,749,79447,1004433,1,1,9,0,0,1,0
0749005120080828,24,749,79447,75904,1,1,4,0,0,0,0
0749005120080828,25,749,79447,75904,1,1,3,0,0,0,0
0749005120080828,28,749,79447,75905,1,1,12,1,0,1,0
0749005120080828,33,51,77070,1000349,1,1,13,0,0,1,0
0749005120080828,36,51,77070,,1,0,0,0,1,0,0
0749005120080828,39,749,79447,1004433,1,1,7,0,0,1,0
0749005120080828,42,749,79447,79448,1,1,7,0,0,0,0
0749005120080828,44,749,79447,75904,1,1,5,0,0,0,0
0749005120080828,45,749,79447,79448,1,1,14,0,0,1,0
0749005120080828,52,51,1015536,84377,1,0,0,0,0,0,1
0749005120080828,55,749,79447,1011915,1,1,11,0,0,1,0
0749005120080828,57,749,79447,75905,1,1,9,0,0,0,0
0749005120080828,60,749,79447,75904,1,0,0,0,0,0,0
0749005120080828,66,51,1015536,1000323,1,1,26,0,0,1,0
0749005120080828,70,51,1015536,1015562,1,0,0,0,0,0,0
0749005120080828,71,51,1015536,1000326,1,0,0,0,0,0,0
0749005120080828,73,749,79447,1004433,1,1,7,0,0,0,0
0749005120080828,76,51,1015536,1000326,1,1,9,0,0,0,0
0749005120080828,77,51,1015536,1000326,1,1,15,0,0,0,0
0749005120080828,79,51,1015536,1000326,1,0,0,0,0,0,0
0749005120080828,85,749,79447,75904,1,1,6,0,0,0,0
0749005120080828,86,749,79447,1004416,1,0,0,0,0,0,0
0749005120080828,87,749,79447,79448,1,1,8,0,0,1,0
0749005120080828,89,749,79447,75904,1,1,5,0,0,0,0
0749005120080828,91,749,79447,75904,1,0,0,0,0,0,0
0749005120080828,92,749,79447,75902,1,0,0,0,0,0,0
0749005120080828,93,749,79447,1004416,1,0,0,0,0,0,0
0749005120080828,96,51,1015536,,1,0,0,0,0,0,0
0749005120080828,97,51,1015536,84354,1,0,0,0,0,0,1
0749005120080828,105,51,1015536,1015535,1,1,0,0,0,0,0
0749005120080828,106,51,1015536,1000349,1,1,12,0,0,1,0
0749005120080828,108,749,79447,75904,1,1,4,0,0,0,0
0749005120080828,111,749,79447,1004416,1,1,6,0,0,1,0
0749005120080828,113,749,79447,75904,1,1,6,0,0,0,0
0749005120080828,119,749,79447,75905,1,1,8,1,0,1,0
0749005120080828,123,51,1015536,84377,1,1,2,0,0,0,0
0749005120080828,127,749,79447,,1,0,0,0,0,0,0
0749005120080828,130,749,79447,1011915,1,1,2,0,0,0,0
0749005120080828,132,749,79447,75905,1,0,0,0,0,0,0
0749005120080828,134,749,79447,79448,1,1,43,1,0,1,0
