"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0108002820110901,2,108,1027417,1019908,1,1,7,0,0,0,0
0108002820110901,8,28,1022956,1022962,1,1,47,0,0,1,0
0108002820110901,13,108,1027417,1035192,1,1,5,0,0,0,0
0108002820110901,15,108,1027417,1035179,1,1,13,0,0,1,0
0108002820110901,16,108,1027417,1035175,1,0,0,0,0,0,0
0108002820110901,20,28,1022956,1030908,1,1,5,0,0,0,0
0108002820110901,21,28,1022956,1015329,1,1,10,0,0,1,0
0108002820110901,24,28,1022956,1010663,1,0,0,0,0,0,0
0108002820110901,26,28,1022956,1015329,1,0,0,0,0,0,0
0108002820110901,28,28,1022956,1022962,1,1,6,0,0,1,0
0108002820110901,37,28,1022956,1030934,1,1,1,0,0,0,0
0108002820110901,38,28,1022956,1015329,1,1,23,0,0,1,0
0108002820110901,39,28,1022956,1010663,1,1,31,1,0,1,0
0108002820110901,42,108,1027417,1027433,1,1,11,0,0,1,0
0108002820110901,43,108,1027417,1019908,1,0,0,0,0,0,0
0108002820110901,44,108,1027417,1035192,1,1,14,0,0,1,0
0108002820110901,45,108,1027417,1035171,1,0,0,0,0,0,0
0108002820110901,46,108,1027417,1035192,1,1,5,0,0,0,0
0108002820110901,48,108,1027417,1035171,1,0,0,0,0,0,0
0108002820110901,51,28,1022956,1015329,1,1,8,0,0,0,0
0108002820110901,52,28,1022956,1022962,1,0,0,0,0,0,0
0108002820110901,54,28,1022956,1030934,1,0,0,0,0,0,0
0108002820110901,55,108,1027417,1019908,1,1,4,0,0,0,0
0108002820110901,56,108,1027417,1035171,1,1,2,0,0,0,0
0108002820110901,57,108,1027417,1042820,1,1,5,0,0,1,0
0108002820110901,60,108,1027417,1019908,1,1,9,0,0,0,0
0108002820110901,62,108,1027417,1035179,1,0,0,0,0,0,0
0108002820110901,64,28,1022956,1015329,1,1,7,0,0,0,0
