"Game Code","Attendance","Duration"
0071029520110901,12173,192
0108002820110901,45671,176
0334077220110901,24599,201
0430040420110901,33990,207
0440073220110901,45311,169
0454036720110901,46157,196
0465079620110901,77085,185
0469070920110901,20106,186
0489058720110901,40061,198
0497023120110901,17568,176
0647012920110901,17891,178
0739069020110901,32638,169
0749068820110901,40833,212
0769025520110901,42132,180
0698005120110902,43753,226
0817041620110902,75910,191
0005051820110903,105001,192
0027074220110903,66233,199
0030030120110903,45154,190
0043014020110903,23282,185
0048012820110903,39752,166
0066025720110903,73614,196
0077043320110903,55124,186
0086054520110903,48359,196
0090062620110903,34384,177
0096010720110903,31563,200
0102052820110903,41581,205
0110028820110903,31144,205
0156047320110903,21454,174
0157027720110903,37001,200
0180072620110903,34117,198
0196064820110903,58272,217
0202032720110903,50292,181
0207075620110903,58088,188
0229023520110903,88708,193
0236016420110903,34562,167
0294075420110903,22034,198
0305053920110903,96461,183
0306004720110903,40224,173
0317045720110903,57000,181
0331000820110903,101821,208
0355049020110903,56564,200
0366066420110903,22356,215
0402032820110903,41068,181
0414043420110903,58313,190
0419055920110903,42110,218
0428065720110903,68273,189
0441069420110903,94661,183
0498023420110903,72226,184
0501002920110903,51761,176
0504031120110903,54672,203
0509006720110903,37561,205
0519047220110903,14728,190
0529036520110903,87711,203
0574070320110903,101624,198
0575019320110903,32741,179
0630067420110903,47816,191
0650072120110903,39105,178
0651051320110903,80795,359
0655071820110903,15912,190
0669003120110903,70607,172
0670070020110903,51792,185
0671052120110903,55382,219
0683070420110903,28752,189
0692031220110903,70585,267
0693046320110903,84883,186
0716014720110903,74135,184
0719052220110903,85260,205
0725050320110903,17003,186
0731003720110903,85245,203
0758081120110903,21492,211
0774041820110903,110506,215
0786074620110903,51956,173
1068073620110903,27599,180
0290020420110904,3563,164
0388076820110904,60758,145
0663069720110904,86951,195
0415039220110905,52875,197
0029052120110908,54654,196
0231036720110909,47228,191
0434002820110909,70236,208
0007020420110910,4771,181
0008053920110910,107846,200
0009023520110910,87473,181
0047065120110910,45113,185
0048023420110910,75229,182
0067012820110910,45671,174
0077070320110910,100995,186
0096046320110910,85101,216
0107015720110910,49532,217
0129033420110910,58022,202
0140069420110910,94207,202
0164073620110910,32119,191
0201050920110910,28042,183
0229041620110910,70249,176
0255041920110910,30502,160
0261049820110910,26532,175
0277075620110910,63252,181
0288049720110910,28075,191
0312031120110910,56085,230
0380054520110910,41230,195
0404003020110910,29872,230
0430003720110910,87451,230
0446007120110910,15206,198
0465075420110910,27018,173
0466052920110910,58818,200
0472042820110910,48807,220
0473003120110910,52606,193
0483077420110910,19884,170
0485076820110910,51911,192
0490074920110910,32423,186
0494029520110910,10608,173
0502015620110910,25367,176
0503032820110910,48084,199
0508036520110910,92405,175
0513041820110910,114804,210
0528079620110910,80337,186
0559057420110910,25317,205
0572068820110910,36421,194
0587045720110910,53000,199
0626072520110910,26778,180
0630011020110910,42685,194
0648025720110910,92746,224
0649030120110910,42212,172
0659043320110910,58504,188
0664038820110910,24247,216
0670081120110910,23248,179
0671033120110910,10386,265
0674019320110910,24785,197
0683008620110910,21933,170
0690000520110910,15156,260
0698072120110910,42107,187
0704066320110910,26691,207
0709051820110910,105016,205
0719071820110910,19752,174
0726077220110910,19409,175
0732065720110910,73821,197
0742019620110910,49404,188
0746030620110910,41549,206
0758073120110910,18239,180
1004036620110910,20652,216
1092051920110910,23155,173
2915014720110910,73500,171
0365043020110915,56924,184
0066070920110916,28905,208
0311016420110916,37195,198
0005014020110917,24991,180
0028030120110917,50669,194
0030074220110917,66233,189
0037014720110917,82000,205
0043040420110917,18808,171
0086004720110917,8964,180
0128023120110917,20205,185
0129077420110917,26674,197
0149025720110917,91946,171
0156015720110917,57186,192
0193006720110917,35812,204
0204041820110917,110343,176
