"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0108002820110901,1,28,1030920,1,65,0,0,0,0,0,0
0108002820110901,12,28,1030920,1,69,0,0,0,0,0,0
0108002820110901,31,28,1030920,1,70,0,0,0,0,0,0
0108002820110901,41,28,1030920,1,70,0,1,0,0,0,0
0108002820110901,86,28,1030920,1,58,0,0,0,0,0,0
0108002820110901,87,108,1012404,1,68,0,0,0,0,0,0
0108002820110901,89,28,1030920,1,70,0,0,0,0,0,0
0108002820110901,114,28,1030920,1,70,0,0,0,0,0,0
0108002820110901,129,28,1030920,1,70,0,0,0,0,0,0
0108002820110901,138,108,1012404,1,55,0,0,0,0,0,0
0108002820110901,146,28,1030920,1,69,0,0,0,0,0,0
0108002820110901,157,108,1012404,1,45,0,0,0,0,0,0
0647012920110901,1,647,1021400,1,67,0,0,0,0,0,0
0647012920110901,7,129,1023552,1,60,0,0,0,0,0,0
0647012920110901,21,647,1021400,1,65,0,0,0,0,0,0
0647012920110901,78,129,1023552,1,69,0,0,0,0,0,0
0647012920110901,97,647,1021400,1,58,0,0,0,0,0,0
0647012920110901,106,129,1023552,1,69,0,0,0,0,0,0
0647012920110901,124,129,1023552,1,70,0,0,0,0,0,0
0497023120110901,1,497,1033185,1,61,0,0,0,0,0,0
0497023120110901,7,231,1023857,1,65,0,0,0,0,0,0
0497023120110901,14,231,1023857,1,69,0,0,0,0,0,0
0497023120110901,37,231,1023857,1,58,0,0,0,0,0,0
0497023120110901,44,231,1023857,1,60,0,0,0,0,0,0
0497023120110901,50,497,1033185,1,59,0,0,0,0,0,0
0497023120110901,81,231,1023857,1,65,0,0,0,0,0,0
0497023120110901,100,231,1023857,1,62,0,0,0,0,0,0
0497023120110901,116,231,1023857,1,65,0,0,0,0,0,0
0497023120110901,146,497,1033185,1,67,0,0,0,0,0,0
0497023120110901,158,231,1023857,1,65,0,0,0,0,0,0
0497023120110901,184,231,1023857,1,63,0,0,0,0,0,0
0769025520110901,1,255,1031954,1,62,0,0,0,0,0,0
0769025520110901,7,255,1031954,1,65,0,0,0,0,0,0
0769025520110901,19,255,1031954,1,65,0,0,0,0,0,0
0769025520110901,29,255,1031954,1,69,0,0,0,0,0,0
0769025520110901,41,255,1031954,1,63,0,0,0,0,0,0
0769025520110901,55,769,1044122,1,62,0,0,0,0,0,0
0769025520110901,73,255,1031954,1,63,0,0,0,0,0,0
