"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0108002820110901,1,108,1,900,76,"KICKOFF",1,705,61,"PUNT",5,15,195,0
0108002820110901,2,28,1,705,55,"PUNT",1,643,0,"TOUCHDOWN",3,55,62,1
0108002820110901,3,108,1,633,65,"KICKOFF",1,417,47,"PUNT",6,18,216,0
0108002820110901,4,28,1,417,93,"PUNT",1,289,73,"PUNT",5,20,128,0
0108002820110901,5,28,1,289,15,"FUMBLE",1,220,0,"TOUCHDOWN",4,15,69,1
0108002820110901,6,108,1,214,78,"KICKOFF",1,70,84,"PUNT",3,-6,144,0
0108002820110901,7,28,1,70,49,"PUNT",2,893,0,"TOUCHDOWN",4,49,77,0
0108002820110901,8,108,2,893,80,"KICKOFF",2,739,55,"PUNT",6,25,154,0
0108002820110901,9,28,2,739,70,"PUNT",2,627,26,"DOWNS",5,44,112,0
0108002820110901,10,108,2,627,74,"DOWNS",2,390,64,"PUNT",6,10,237,0
0108002820110901,11,28,2,390,80,"PUNT",2,246,23,"FUMBLE",6,57,144,0
0108002820110901,12,108,2,246,77,"FUMBLE",2,95,79,"PUNT",3,-2,151,0
0108002820110901,13,28,2,95,51,"PUNT",2,2,32,"FIELD GOAL",6,19,93,0
0108002820110901,14,108,3,879,69,"KICKOFF",3,811,69,"PUNT",3,0,68,0
0108002820110901,15,28,3,811,58,"PUNT",3,689,30,"INTERCEPTION",6,28,122,0
0108002820110901,16,108,3,689,70,"INTERCEPTION",3,608,62,"PUNT",3,8,81,0
0108002820110901,17,28,3,608,81,"PUNT",3,363,0,"TOUCHDOWN",9,81,245,1
0108002820110901,18,108,3,357,89,"KICKOFF",3,218,99,"PUNT",3,-10,139,0
0108002820110901,19,28,3,218,41,"PUNT",3,48,7,"FIELD GOAL",8,34,170,1
0108002820110901,20,108,3,41,69,"KICKOFF",4,741,0,"TOUCHDOWN",7,69,200,0
0108002820110901,21,28,4,730,31,"KICKOFF",4,583,0,"TOUCHDOWN",6,31,147,1
0108002820110901,22,108,4,573,71,"KICKOFF",4,386,0,"TOUCHDOWN",9,71,187,1
0108002820110901,23,28,4,381,66,"KICKOFF",4,8,17,"DOWNS",12,49,373,1
0108002820110901,24,108,4,8,83,"DOWNS",4,0,58,"END OF HALF",2,25,8,0
0647012920110901,1,129,1,900,57,"KICKOFF",1,785,0,"TOUCHDOWN",4,57,115,0
0647012920110901,2,647,1,785,74,"KICKOFF",1,567,24,"FIELD GOAL",11,50,218,1
0647012920110901,3,129,1,567,71,"KICKOFF",1,509,67,"PUNT",3,4,58,0
0647012920110901,4,647,1,509,67,"PUNT",1,389,67,"PUNT",3,0,120,0
0647012920110901,5,129,1,389,86,"PUNT",1,337,86,"PUNT",3,0,52,0
0647012920110901,6,647,1,337,45,"PUNT",1,247,43,"PUNT",3,2,90,0
0647012920110901,7,129,1,247,96,"PUNT",1,157,92,"PUNT",3,4,90,0
0647012920110901,8,647,1,157,55,"PUNT",1,120,55,"PUNT",3,0,37,0
0647012920110901,9,129,1,120,85,"PUNT",1,58,86,"PUNT",3,-1,62,0
0647012920110901,10,647,1,58,65,"PUNT",2,776,31,"MISSED FIELD GOAL",9,34,182,0
0647012920110901,11,129,2,776,69,"MISSED FIELD GOAL",2,630,55,"PUNT",6,14,146,0
0647012920110901,12,647,2,630,82,"PUNT",2,509,66,"PUNT",5,16,121,0
0647012920110901,13,129,2,509,67,"PUNT",2,497,0,"TOUCHDOWN",1,67,12,0
0647012920110901,14,647,2,497,75,"KICKOFF",2,377,57,"PUNT",5,18,120,0
0647012920110901,15,129,2,377,75,"PUNT",2,333,68,"INTERCEPTION",2,7,44,0
0647012920110901,16,647,2,333,29,"INTERCEPTION",2,151,13,"FIELD GOAL",8,16,182,1
0647012920110901,17,129,2,151,53,"KICKOFF",2,90,55,"INTERCEPTION",3,-2,61,0
0647012920110901,18,647,2,90,44,"INTERCEPTION",2,40,45,"PUNT",3,-1,50,0
0647012920110901,19,129,2,40,86,"PUNT",2,0,83,"END OF HALF",1,3,40,0
0647012920110901,20,647,3,900,86,"KICKOFF",3,831,80,"PUNT",3,6,69,0
0647012920110901,21,129,3,831,53,"PUNT",3,424,0,"TOUCHDOWN",12,53,407,1
0647012920110901,22,647,3,424,88,"KICKOFF",3,238,77,"PUNT",6,11,186,0
0647012920110901,23,129,3,238,59,"PUNT",3,117,50,"PUNT",3,9,121,0
0647012920110901,24,647,3,117,80,"PUNT",3,8,71,"PUNT",3,9,109,0
0647012920110901,25,129,3,8,66,"PUNT",4,813,67,"PUNT",3,-1,95,0
0647012920110901,26,647,4,813,70,"PUNT",4,655,78,"PUNT",6,-8,158,0
0647012920110901,27,129,4,655,56,"PUNT",4,481,80,"PUNT",5,-24,174,0
0647012920110901,28,647,4,481,62,"PUNT",4,440,62,"PUNT",3,0,41,0
0647012920110901,29,129,4,440,67,"PUNT",4,193,20,"MISSED FIELD GOAL",7,47,247,1
0647012920110901,30,647,4,193,80,"MISSED FIELD GOAL",4,137,80,"PUNT",3,0,56,0
0647012920110901,31,129,4,137,62,"PUNT",4,0,58,"END OF HALF",4,4,137,0
0497023120110901,1,231,1,900,29,"KICKOFF",1,799,0,"TOUCHDOWN",4,29,101,1
0497023120110901,2,497,1,799,49,"KICKOFF",1,669,40,"DOWNS",4,9,130,0
0497023120110901,3,231,1,669,60,"DOWNS",1,658,0,"TOUCHDOWN",1,60,11,0
0497023120110901,4,497,1,658,80,"KICKOFF",1,376,33,"PUNT",8,47,282,0
0497023120110901,5,231,1,376,93,"PUNT",1,136,0,"TOUCHDOWN",10,93,240,1
0497023120110901,6,497,1,136,68,"KICKOFF",1,71,68,"FUMBLE",3,0,65,0
0497023120110901,7,231,1,71,32,"FUMBLE",1,47,0,"TOUCHDOWN",2,32,24,1
0497023120110901,8,497,1,47,73,"KICKOFF",2,877,70,"PUNT",3,3,70,0
0497023120110901,9,231,2,877,59,"KICKOFF",2,741,39,"PUNT",6,20,136,0
0497023120110901,10,497,2,741,80,"PUNT",2,660,76,"PUNT",3,4,81,0
0497023120110901,11,231,2,660,65,"PUNT",2,562,66,"PUNT",3,-1,98,0
0497023120110901,12,497,2,562,88,"PUNT",2,460,85,"PUNT",3,3,102,0
0497023120110901,13,231,2,460,60,"PUNT",2,240,6,"FIELD GOAL",9,54,220,1
0497023120110901,14,497,2,240,48,"KICKOFF",2,153,44,"PUNT",3,4,87,0
0497023120110901,15,231,2,153,83,"PUNT",2,87,78,"PUNT",3,5,66,0
0497023120110901,16,497,2,87,77,"PUNT",2,30,40,"DOWNS",5,37,57,0
0497023120110901,17,231,2,30,60,"DOWNS",2,0,53,"END OF HALF",2,7,30,0
0497023120110901,18,497,3,900,76,"KICKOFF",3,662,31,"MISSED FIELD GOAL",8,45,238,0
0497023120110901,19,231,3,662,69,"MISSED FIELD GOAL",3,511,0,"TOUCHDOWN",6,69,151,1
0497023120110901,20,497,3,511,87,"KICKOFF",3,256,47,"PUNT",10,40,255,0
0497023120110901,21,231,3,256,99,"PUNT",3,161,95,"PUNT",3,4,95,0
0497023120110901,22,497,3,161,58,"PUNT",4,885,24,"MISSED FIELD GOAL",8,34,176,1
0497023120110901,23,231,4,885,75,"MISSED FIELD GOAL",4,833,100,"FUMBLE",3,-25,52,0
0497023120110901,24,231,4,833,76,"KICKOFF",4,557,28,"FIELD GOAL",9,48,276,1
0497023120110901,25,497,4,557,66,"KICKOFF",4,427,57,"PUNT",4,9,130,0
0497023120110901,26,231,4,427,98,"PUNT",4,300,86,"PUNT",4,12,127,0
0497023120110901,27,497,4,300,66,"PUNT",4,46,1,"DOWNS",13,65,254,1
0497023120110901,28,231,4,46,99,"DOWNS",4,40,100,"SAFETY",1,-1,6,0
0497023120110901,29,497,4,40,62,"KICKOFF",4,0,34,"END OF HALF",3,28,40,0
0769025520110901,1,769,1,894,91,"KICKOFF",1,828,95,"FUMBLE",3,-4,66,0
0769025520110901,2,255,1,828,5,"FUMBLE",1,822,0,"TOUCHDOWN",1,5,6,1
0769025520110901,3,769,1,815,76,"KICKOFF",1,705,51,"PUNT",5,25,110,0
0769025520110901,4,255,1,705,95,"PUNT",1,607,0,"TOUCHDOWN",4,95,98,0
0769025520110901,5,769,1,599,75,"KICKOFF",1,447,55,"PUNT",5,20,152,0
0769025520110901,6,255,1,447,80,"PUNT",1,398,0,"TOUCHDOWN",2,80,49,0
0769025520110901,7,769,1,389,73,"KICKOFF",1,250,59,"PUNT",6,14,139,0
0769025520110901,8,255,1,250,75,"PUNT",1,182,0,"TOUCHDOWN",3,75,68,1
0769025520110901,9,769,1,172,66,"KICKOFF",1,91,63,"PUNT",3,3,81,0
0769025520110901,10,255,1,91,70,"PUNT",1,81,69,"FUMBLE",1,1,10,0
0769025520110901,11,769,1,81,31,"FUMBLE",2,884,34,"PUNT",3,-3,97,0
0769025520110901,12,769,2,884,4,"FUMBLE",2,879,0,"TOUCHDOWN",1,4,5,1
0769025520110901,13,255,2,872,64,"KICKOFF",2,756,65,"PUNT",3,-1,116,0
0769025520110901,14,769,2,756,74,"PUNT",2,652,59,"FUMBLE",4,15,104,0
0769025520110901,15,255,2,652,41,"FUMBLE",2,477,0,"TOUCHDOWN",7,41,175,1
0769025520110901,16,769,2,469,64,"KICKOFF",2,214,0,"TOUCHDOWN",13,64,255,1
0769025520110901,17,255,2,214,60,"KICKOFF",2,141,0,"TOUCHDOWN",4,60,73,0
0769025520110901,18,769,2,133,79,"KICKOFF",2,35,65,"PUNT",4,14,98,0
0769025520110901,19,255,2,35,71,"PUNT",2,1,29,"MISSED FIELD GOAL",5,42,34,0
0769025520110901,20,255,3,893,58,"KICKOFF",3,737,0,"TOUCHDOWN",6,58,156,1
0769025520110901,21,769,3,729,75,"KICKOFF",3,562,15,"DOWNS",11,60,167,1
0769025520110901,22,255,3,562,84,"DOWNS",3,339,66,"PUNT",6,18,223,0
0769025520110901,23,769,3,339,61,"PUNT",3,232,55,"PUNT",3,6,107,0
0769025520110901,24,255,3,232,81,"PUNT",3,180,0,"TOUCHDOWN",3,81,52,0
0769025520110901,25,769,3,173,62,"KICKOFF",3,0,49,"PUNT",5,13,173,0
0769025520110901,26,255,3,0,74,"PUNT",4,445,0,"TOUCHDOWN",15,74,455,1
0769025520110901,27,769,4,438,69,"KICKOFF",4,217,24,"INTERCEPTION",10,45,221,0
0769025520110901,28,255,4,217,70,"INTERCEPTION",4,53,33,"DOWNS",5,37,164,0
0769025520110901,29,769,4,53,67,"DOWNS",4,0,39,"END OF HALF",3,28,53,0
0071029520110901,1,295,1,900,78,"KICKOFF",1,755,0,"TOUCHDOWN",6,78,145,1
0071029520110901,2,71,1,755,74,"KICKOFF",1,511,39,"DOWNS",9,35,244,0
0071029520110901,3,295,1,511,61,"DOWNS",1,470,59,"PUNT",3,2,41,0
0071029520110901,4,71,1,470,76,"PUNT",1,458,0,"TOUCHDOWN",1,76,12,0
0071029520110901,5,295,1,453,77,"KICKOFF",1,346,49,"PUNT",6,28,107,0
0071029520110901,6,71,1,346,80,"PUNT",1,93,0,"TOUCHDOWN",10,80,253,0
0071029520110901,7,295,1,48,84,"KICKOFF",1,22,70,"PUNT",5,14,26,0
0071029520110901,8,71,1,22,71,"PUNT",2,894,0,"TOUCHDOWN",2,71,28,1
0071029520110901,9,295,2,891,97,"KICKOFF",2,772,87,"PUNT",5,10,119,0
0071029520110901,10,71,2,772,53,"PUNT",2,670,0,"TOUCHDOWN",4,53,102,1
0071029520110901,11,295,2,664,76,"KICKOFF",2,604,59,"PUNT",4,17,60,0
0071029520110901,12,71,2,604,81,"PUNT",2,268,20,"FIELD GOAL",9,61,336,1
0071029520110901,13,295,2,261,73,"KICKOFF",2,147,33,"INTERCEPTION",7,40,114,0
