"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0108002820110901,7,108,1027418,1,41,0,0,0,0,0
0108002820110901,19,108,1027418,1,40,0,0,0,1,0
0108002820110901,25,28,1038498,1,54,0,0,0,0,0
0108002820110901,35,108,1027418,1,53,0,0,0,0,0
0108002820110901,49,108,1027418,1,25,0,0,0,0,1
0108002820110901,63,108,1027418,1,64,0,0,1,0,0
0108002820110901,76,108,1027418,1,39,0,0,0,0,0
0108002820110901,93,108,1027418,1,48,0,0,0,0,0
0108002820110901,103,108,1027418,1,43,0,0,0,0,0
0108002820110901,118,108,1027418,1,58,0,0,0,0,0
0647012920110901,25,129,1023574,1,42,0,0,0,0,0
0647012920110901,30,647,1021400,1,53,0,0,0,0,0
0647012920110901,34,129,1023574,1,31,0,0,0,0,1
0647012920110901,39,647,1021400,1,39,0,0,0,0,1
0647012920110901,43,129,1023574,1,47,0,1,0,0,0
0647012920110901,47,647,1021400,1,40,0,1,0,0,0
0647012920110901,51,129,1023574,1,51,0,1,0,0,0
0647012920110901,68,129,1023574,1,37,0,0,0,0,1
0647012920110901,75,647,1021400,1,39,0,0,0,0,0
0647012920110901,85,647,1021400,1,35,0,0,0,0,0
0647012920110901,104,647,1021400,1,31,0,1,0,0,0
0647012920110901,110,647,1021400,1,33,0,1,0,0,0
0647012920110901,131,647,1021400,1,36,0,0,0,1,0
0647012920110901,135,129,1023574,1,50,0,0,1,0,0
0647012920110901,139,647,1021400,1,37,0,1,0,0,0
0647012920110901,144,129,1023574,1,37,0,1,0,0,0
0647012920110901,152,647,1021400,1,47,0,0,0,0,0
0647012920110901,160,129,1023574,1,42,0,1,0,0,0
0647012920110901,164,647,1021400,1,36,0,0,0,0,0
0647012920110901,177,647,1021400,1,42,0,1,0,0,0
0497023120110901,24,497,1025309,1,26,0,0,0,1,0
0497023120110901,48,497,1025309,1,48,0,0,0,0,0
0497023120110901,57,231,1031837,1,39,0,0,1,0,0
0497023120110901,62,497,1025309,1,41,0,1,0,0,0
0497023120110901,66,231,1031837,1,47,0,0,0,0,0
0497023120110901,71,497,1025309,1,48,0,0,0,0,0
0497023120110901,85,497,1025309,1,27,0,0,0,1,0
0497023120110901,90,231,1031837,1,55,0,0,0,0,1
0497023120110901,128,497,1025309,1,46,0,0,0,0,1
0497023120110901,132,231,1031837,1,53,0,0,0,1,0
0497023120110901,163,497,1025309,1,55,0,0,0,1,0
0497023120110901,168,231,1031837,1,52,0,1,0,0,0
0769025520110901,13,769,1022342,1,46,0,0,0,1,0
0769025520110901,25,769,1022342,1,35,0,1,0,0,0
0769025520110901,36,769,1022342,1,35,0,0,0,0,1
0769025520110901,45,769,1022342,1,33,0,0,0,0,1
0769025520110901,50,769,1022342,1,28,0,0,0,0,0
0769025520110901,59,255,1023962,1,41,0,0,0,0,0
0769025520110901,100,769,1022342,1,39,0,0,0,0,0
0769025520110901,136,255,1023962,1,40,0,0,0,0,0
0769025520110901,140,769,1022342,1,37,0,1,0,0,0
0769025520110901,152,769,1022342,1,41,0,0,0,0,0
0071029520110901,23,295,1016473,1,35,0,1,0,0,0
0071029520110901,33,295,1016473,1,49,0,0,1,0,0
0071029520110901,51,295,1016473,1,41,0,0,0,0,1
0071029520110901,62,295,1016473,1,44,0,0,0,0,0
0071029520110901,74,295,1016473,1,40,0,1,0,0,0
0071029520110901,103,71,1038834,1,52,0,0,0,1,0
0071029520110901,107,295,1016473,1,71,0,0,1,0,0
0071029520110901,126,295,1016473,1,57,0,0,0,0,0
0071029520110901,130,71,1038834,1,81,0,0,1,0,0
0071029520110901,136,295,1016473,1,45,0,0,0,0,0
0071029520110901,141,71,1038834,1,58,0,0,0,0,0
0071029520110901,159,71,1038834,1,45,0,0,0,1,0
