"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0414004720070830,1,414,86974,1,70,0,1,0,0,0,0
0414004720070830,38,47,1000305,1,64,0,0,0,0,0,0
0414004720070830,60,414,86974,1,61,0,0,0,0,0,0
0414004720070830,83,47,1000305,1,59,0,0,0,1,0,0
0414004720070830,118,47,1000305,1,65,0,0,0,0,0,0
0414004720070830,140,47,1000305,1,70,0,0,0,0,0,0
0414004720070830,168,414,86974,1,42,0,0,0,0,0,0
0758006620070830,1,66,1008280,1,67,0,0,0,0,0,0
0758006620070830,20,66,1008280,1,70,0,1,0,0,0,0
0758006620070830,29,66,1008280,1,57,0,0,0,0,0,0
0758006620070830,42,66,1008280,1,63,0,0,0,0,0,0
0758006620070830,49,66,1008280,1,65,0,0,0,0,0,0
0758006620070830,68,66,1008280,1,64,0,0,0,0,0,0
0758006620070830,76,66,1008280,1,62,0,0,0,0,0,0
0758006620070830,87,66,1008280,1,64,0,0,0,0,0,0
0758006620070830,103,758,1007378,1,67,0,0,0,0,0,0
0758006620070830,116,66,1008268,1,67,0,0,0,0,0,0
0758006620070830,134,758,1007378,1,48,0,0,0,0,0,0
0654014020070830,1,654,1007844,1,62,0,0,0,0,0,0
0654014020070830,9,140,1008636,1,58,0,0,0,0,0,0
0654014020070830,61,140,1008636,1,53,0,0,0,0,0,0
0654014020070830,78,654,1007844,1,59,0,0,0,0,0,0
0654014020070830,90,140,1008636,1,55,0,0,0,0,0,0
0654014020070830,103,140,78458,1,66,0,0,0,0,0,0
0654014020070830,111,140,78458,1,55,0,0,0,0,0,0
0654014020070830,118,140,78458,1,59,0,0,0,0,0,0
0654014020070830,133,140,78458,1,62,0,0,0,0,0,0
0654014020070830,155,140,78458,1,61,0,0,0,0,0,0
0654014020070830,162,140,78458,1,58,0,0,0,0,0,0
0654014020070830,184,140,78458,1,62,0,0,0,0,0,0
0331031120070830,1,311,57445,1,65,0,0,0,0,0,0
0331031120070830,69,331,1001677,1,67,0,0,0,0,0,0
0331031120070830,79,311,57445,1,59,0,0,0,0,0,0
0331031120070830,90,331,1001677,1,30,0,0,0,1,0,0
0331031120070830,92,331,1001677,1,68,0,0,0,0,0,0
0331031120070830,99,311,57445,1,59,0,0,0,1,0,0
0331031120070830,126,331,1001677,1,41,0,0,0,0,0,0
0331031120070830,134,331,1001677,1,55,0,0,0,0,0,0
0454036720070830,1,367,85104,1,64,0,0,0,0,0,0
0454036720070830,8,367,85104,1,70,0,1,0,0,0,0
0454036720070830,21,454,1013406,1,54,0,0,0,0,0,0
0454036720070830,31,367,85104,1,70,0,1,0,0,0,0
0454036720070830,37,367,85104,1,70,0,1,0,0,0,0
0454036720070830,48,367,85104,1,70,0,1,0,0,0,0
0454036720070830,59,454,1013406,1,68,0,0,0,0,0,0
0454036720070830,67,367,85104,1,62,0,0,0,0,0,0
0454036720070830,86,367,85104,1,62,0,0,0,0,0,0
0454036720070830,100,367,85104,1,59,0,0,0,0,0,0
0454036720070830,104,454,1013406,1,62,0,0,0,0,0,0
0454036720070830,107,367,85104,1,70,0,1,0,0,0,0
0454036720070830,113,367,85104,1,61,0,0,0,0,0,0
0454036720070830,127,367,85104,1,57,0,0,0,0,0,0
0454036720070830,153,367,76578,1,60,0,0,0,0,0,0
0365043020070830,1,365,1009544,1,69,0,0,0,0,0,0
0365043020070830,27,365,1009544,1,62,0,0,0,0,0,0
0365043020070830,74,365,1009544,1,59,0,0,0,0,0,0
0365043020070830,97,430,74160,1,69,0,0,0,0,0,0
0365043020070830,105,365,1009544,1,55,0,0,0,0,0,0
0365043020070830,134,365,1009549,1,60,0,0,0,0,0,0
0365043020070830,156,365,1009549,1,61,0,0,0,0,0,0
0365043020070830,167,365,1009549,1,67,0,0,0,0,0,0
