"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0414004720070830,9,47,87409,1,49,0,0,0,0,0
0414004720070830,51,47,87409,1,49,0,0,0,0,0
0414004720070830,72,47,87409,1,33,0,1,0,0,0
0414004720070830,76,414,69445,1,38,0,0,0,0,0
0414004720070830,87,414,69445,1,15,0,0,0,0,1
0414004720070830,91,47,87409,1,41,0,0,0,0,1
0414004720070830,98,414,69445,1,62,0,0,0,1,0
0414004720070830,122,414,69445,1,54,0,0,0,0,0
0414004720070830,127,47,87409,1,61,0,0,0,0,0
0414004720070830,132,414,69445,1,56,0,0,0,0,0
0414004720070830,160,47,87409,1,50,0,0,0,0,0
0758006620070830,5,758,1007378,1,63,0,0,1,0,0
0758006620070830,24,758,1007378,1,55,0,0,0,0,0
0758006620070830,33,758,1007378,1,53,0,0,0,1,0
0758006620070830,46,758,66701,1,29,1,0,0,0,1
0758006620070830,53,758,1007378,1,38,0,0,0,0,0
0758006620070830,72,758,1007378,1,44,0,0,0,0,0
0758006620070830,91,758,1007378,1,39,0,0,0,0,0
0758006620070830,120,758,1007378,1,38,0,0,0,0,0
0758006620070830,124,66,1008287,1,33,0,0,0,0,1
0758006620070830,140,66,1008287,1,38,0,0,0,1,0
0758006620070830,146,758,1007378,1,54,0,0,0,0,0
0758006620070830,160,758,1007378,1,30,0,0,0,1,0
0758006620070830,173,66,1008287,1,18,0,0,0,0,1
0758006620070830,177,758,1007378,1,39,0,0,0,0,0
0654014020070830,31,654,1007844,1,46,0,0,0,1,0
0654014020070830,48,654,1007844,1,51,0,0,0,0,0
0654014020070830,102,140,78430,1,60,0,0,0,0,0
0654014020070830,123,654,1007844,1,36,0,0,0,0,0
0654014020070830,140,654,1007844,1,30,0,0,0,1,0
0654014020070830,188,654,1007844,1,33,0,1,0,0,0
0654014020070830,193,140,78430,1,53,0,0,1,0,0
0331031120070830,5,331,1001662,1,40,0,1,0,0,0
0331031120070830,12,311,1001488,1,33,0,1,0,0,0
0331031120070830,16,331,1001662,1,40,0,0,0,0,0
0331031120070830,35,311,1001488,1,35,0,0,0,1,0
0331031120070830,47,331,1001662,1,39,0,1,0,0,0
0331031120070830,112,311,1001488,1,48,0,0,0,0,0
0331031120070830,138,311,1001488,1,42,0,0,0,0,0
0331031120070830,147,331,1001662,1,33,0,0,0,0,0
0331031120070830,155,311,1001488,1,37,0,1,0,0,0
0331031120070830,159,331,1001662,1,36,0,1,0,0,0
0454036720070830,5,454,1005926,1,42,0,0,0,0,0
0454036720070830,41,454,1005926,1,29,0,1,0,0,0
0454036720070830,93,454,1005926,1,35,0,0,0,0,0
0454036720070830,111,454,1005926,1,37,0,0,0,0,0
0454036720070830,117,454,1005926,1,42,0,0,0,0,0
0454036720070830,159,454,1005926,1,34,0,0,0,1,0
0365043020070830,5,430,82690,1,44,0,0,0,0,0
0365043020070830,16,365,62606,1,36,0,0,1,0,0
0365043020070830,47,365,62606,1,37,0,0,1,0,0
0365043020070830,53,430,82690,1,37,0,0,0,1,0
0365043020070830,59,365,62606,1,47,0,0,0,0,0
0365043020070830,84,365,62606,1,55,0,0,0,0,0
0365043020070830,115,430,82690,1,38,0,0,0,1,0
0365043020070830,119,365,62606,1,56,0,0,0,0,0
0365043020070830,123,430,82690,1,27,0,0,0,0,1
0365043020070830,127,365,62606,1,55,0,0,0,0,0
0365043020070830,172,430,82690,1,32,0,0,0,0,1
0365043020070830,176,365,62606,1,28,0,0,0,1,0
0655047220070830,6,655,1014171,1,55,0,0,0,1,0
0655047220070830,11,472,75034,1,43,0,0,0,0,0
0655047220070830,15,655,1014171,1,33,0,1,0,0,0
0655047220070830,28,655,1014171,1,24,0,0,0,0,0
0655047220070830,41,655,1014171,1,38,0,1,0,0,0
0655047220070830,50,655,1014171,1,47,0,1,0,0,0
0655047220070830,54,472,75034,1,35,0,1,0,0,0
0655047220070830,69,655,1014171,1,38,0,0,0,1,0
0655047220070830,89,472,75034,1,47,0,0,0,0,0
0655047220070830,98,655,1014171,1,41,0,0,0,0,0
0655047220070830,102,472,75034,1,45,0,0,0,0,0
0655047220070830,106,655,1014171,1,24,0,0,0,1,0
0655047220070830,122,655,1014171,1,47,0,0,0,1,0
0655047220070830,134,655,1014171,1,27,0,0,0,0,0
0655047220070830,158,472,75034,1,37,0,0,0,0,0
0655047220070830,165,655,1014171,1,44,0,1,0,0,0
0655047220070830,174,472,75034,1,43,0,1,0,0,0
0719049820070830,25,719,55984,1,43,0,0,0,0,0
0719049820070830,31,498,1002665,1,54,0,0,0,0,0
0719049820070830,35,719,1011541,1,36,0,0,0,0,0
0719049820070830,41,498,1002665,1,51,0,0,0,0,0
0719049820070830,75,719,1011541,1,38,0,0,0,0,0
0719049820070830,112,498,1002665,1,34,0,0,0,0,0
0719049820070830,128,498,1002665,1,48,0,0,0,0,0
0719049820070830,144,498,1002665,1,31,0,1,0,0,0
0719049820070830,151,719,1011541,1,50,0,0,0,0,0
0719049820070830,160,498,74603,1,12,0,0,0,0,1
0719049820070830,169,719,55984,1,42,0,0,0,0,0
0719049820070830,174,498,1002665,1,34,0,0,0,0,1
0732052820070830,6,732,83808,1,38,0,1,0,0,0
0732052820070830,10,528,66114,1,17,0,0,0,0,1
0732052820070830,23,528,66114,1,36,0,1,0,0,0
0732052820070830,33,732,83808,1,38,0,1,0,0,0
0732052820070830,39,528,66114,1,32,0,0,0,0,0
0732052820070830,47,732,83808,1,27,0,0,0,1,0
0732052820070830,62,528,66114,1,42,0,0,0,1,0
0732052820070830,66,732,83808,1,48,0,0,0,0,0
0732052820070830,86,732,83808,1,48,0,1,0,0,0
0732052820070830,97,732,83808,1,62,0,0,0,1,0
0732052820070830,104,528,66114,1,35,0,1,0,0,0
0732052820070830,108,732,83808,1,52,0,0,1,0,0
0732052820070830,123,732,83808,1,38,0,0,0,0,0
0732052820070830,143,732,83808,1,34,0,0,0,0,0
0732052820070830,157,732,83808,1,34,0,1,0,0,0
0732052820070830,164,528,66114,1,38,0,1,0,0,0
0732052820070830,168,732,83808,1,39,0,0,0,0,0
0732052820070830,173,528,66114,1,32,0,1,0,0,0
0086058720070830,17,86,68640,1,49,0,0,1,0,0
0086058720070830,39,86,68640,1,46,0,0,1,0,0
0086058720070830,54,86,68640,1,36,0,1,0,0,0
0086058720070830,69,86,68640,1,45,0,1,0,0,0
0086058720070830,80,86,68640,1,42,0,0,0,1,0
0086058720070830,137,86,68640,1,40,0,0,0,1,0
0086058720070830,157,86,68640,1,50,0,0,0,0,0
0465073120070830,6,731,59125,1,38,0,0,1,0,0
0465073120070830,10,465,83196,1,77,0,0,1,0,0
0465073120070830,33,731,59125,1,37,0,0,1,0,0
0465073120070830,38,465,83196,1,42,0,1,0,0,0
0465073120070830,53,465,83196,1,43,0,0,0,0,1
0465073120070830,57,731,59125,1,60,0,0,0,0,0
0465073120070830,62,465,83196,1,46,0,0,0,0,0
0465073120070830,71,731,59125,1,46,0,0,1,0,0
0465073120070830,78,465,83196,1,45,0,0,0,0,0
0465073120070830,121,731,59125,1,59,0,0,1,0,0
0465073120070830,133,731,59125,1,51,0,0,0,0,0
0465073120070830,153,465,83196,1,48,0,0,0,1,0
0465073120070830,157,731,59125,1,41,0,0,0,0,0
