"Game Code","Play Number","Team Code","Player Code","Reception","Yards","Touchdown","1st Down","Fumble","Fumble Lost","Safety"
0414004720070830,6,47,1008188,1,2,0,0,0,0,0
0414004720070830,8,47,1000282,1,7,0,0,0,0,0
0414004720070830,10,414,69422,1,5,0,0,0,0,0
0414004720070830,19,47,1000282,1,7,0,0,0,0,0
0414004720070830,20,47,84303,1,12,0,1,0,0,0
0414004720070830,21,47,69937,1,32,0,1,0,0,0
0414004720070830,33,47,69937,1,20,0,1,0,0,0
0414004720070830,35,47,84303,1,2,0,0,0,0,0
0414004720070830,39,414,1001929,1,9,0,0,0,0,0
0414004720070830,45,414,1001929,1,-4,0,0,0,0,0
0414004720070830,49,47,69937,1,5,0,0,0,0,0
0414004720070830,52,414,82583,1,9,0,0,0,0,0
0414004720070830,63,47,84303,1,13,0,1,0,0,0
0414004720070830,64,47,84303,1,6,0,0,0,0,0
0414004720070830,65,47,84298,1,6,0,1,0,0,0
0414004720070830,78,47,1000278,1,4,0,0,0,0,0
0414004720070830,85,414,82583,1,8,0,0,0,0,0
0414004720070830,94,414,1001923,1,16,0,1,0,0,0
0414004720070830,97,414,57783,1,17,0,0,0,0,0
0414004720070830,101,47,1000282,1,5,0,0,0,0,0
0414004720070830,103,47,84303,1,7,0,1,0,0,0
0414004720070830,106,47,84303,1,8,0,0,0,0,0
0414004720070830,107,47,69937,1,22,0,1,0,0,0
0414004720070830,113,47,84303,1,9,0,0,0,0,0
0414004720070830,125,47,1000282,1,8,0,0,0,0,0
0414004720070830,128,414,1009788,1,12,0,1,0,0,0
0414004720070830,130,414,82583,1,11,0,0,0,0,0
0414004720070830,138,47,84303,1,23,1,1,0,0,0
0414004720070830,143,414,1001923,1,2,0,0,0,0,0
0414004720070830,144,414,1001923,1,5,0,0,0,0,0
0414004720070830,145,414,1001923,1,10,0,1,0,0,0
0414004720070830,147,414,82583,1,11,0,0,0,0,0
0414004720070830,149,414,82583,1,7,0,1,0,0,0
0758006620070830,7,66,84448,1,9,0,1,0,0,0
0758006620070830,11,66,76426,1,11,0,1,0,0,0
0758006620070830,23,758,83997,1,5,0,0,0,0,0
0758006620070830,26,66,84448,1,12,0,1,0,0,0
0758006620070830,27,66,1008283,1,53,1,1,0,0,0
0758006620070830,32,758,83997,1,4,0,0,0,0,0
0758006620070830,35,66,76432,1,23,0,1,0,0,0
0758006620070830,43,758,83997,1,2,0,0,0,0,0
0758006620070830,55,66,61227,1,6,0,1,0,0,0
0758006620070830,57,66,84430,1,2,0,0,0,0,0
0758006620070830,58,66,1008301,1,6,0,1,0,0,0
0758006620070830,62,66,1008301,1,5,0,1,0,0,0
0758006620070830,80,758,1014452,1,5,0,1,0,0,0
0758006620070830,99,758,84005,1,8,0,0,0,0,0
0758006620070830,104,66,84448,1,15,0,0,0,0,0
0758006620070830,105,66,84434,1,10,0,1,0,0,0
0758006620070830,106,66,84448,1,13,0,1,0,0,0
0758006620070830,110,66,84448,1,12,0,1,0,0,0
0758006620070830,111,66,1000364,1,7,0,0,0,0,0
0758006620070830,118,758,83997,1,3,0,0,0,0,0
0758006620070830,130,758,84005,1,3,0,0,0,0,0
0758006620070830,131,758,83997,1,16,0,1,0,0,0
0758006620070830,132,758,83997,1,21,1,1,0,0,0
0758006620070830,159,758,76013,1,0,0,0,0,0,0
0758006620070830,163,66,1000379,1,5,0,0,0,0,0
0758006620070830,170,66,1000379,1,9,0,0,0,0,0
0758006620070830,182,758,1007388,1,4,0,0,0,0,0
0654014020070830,12,654,1007895,1,7,0,0,0,0,0
0654014020070830,13,654,1014101,1,5,0,1,0,0,0
0654014020070830,19,140,78426,1,5,0,0,0,0,0
0654014020070830,20,140,78415,1,11,0,1,0,0,0
0654014020070830,22,140,1008629,1,7,0,0,0,0,0
0654014020070830,23,140,78426,1,11,0,1,0,0,0
0654014020070830,36,140,78426,1,18,0,1,0,0,0
0654014020070830,37,140,78426,1,11,0,1,0,0,0
0654014020070830,41,140,78442,1,10,0,0,0,0,0
0654014020070830,46,654,1014139,1,4,0,0,0,0,0
0654014020070830,50,140,78442,1,37,0,0,1,1,0
0654014020070830,58,140,1008629,1,3,0,0,0,0,0
0654014020070830,59,140,78426,1,56,1,1,0,0,0
0654014020070830,62,654,78659,1,6,0,0,0,0,0
0654014020070830,81,140,78415,1,4,0,0,0,0,0
0654014020070830,82,140,78426,1,5,0,1,0,0,0
0654014020070830,84,140,77424,1,19,0,1,0,0,0
0654014020070830,86,140,77424,1,8,0,0,0,0,0
0654014020070830,87,140,78427,1,0,0,0,0,0,0
0654014020070830,87,140,70487,0,1,0,0,0,0,0
0654014020070830,88,140,70487,1,13,1,1,0,0,0
0654014020070830,91,654,1014095,1,6,0,0,0,0,0
0654014020070830,94,654,1014095,1,11,0,0,0,0,0
0654014020070830,96,140,78415,1,18,0,0,0,0,0
0654014020070830,97,140,70493,1,7,0,0,0,0,0
0654014020070830,113,654,1014095,1,5,0,0,1,1,0
0654014020070830,122,654,1007895,1,4,0,0,0,0,0
0654014020070830,125,140,1000714,1,13,0,1,0,0,0
0654014020070830,126,140,78426,1,15,0,1,0,0,0
0654014020070830,127,140,78426,1,13,0,1,0,0,0
0654014020070830,134,654,78656,1,14,0,1,0,0,0
0654014020070830,143,140,1008629,1,6,0,0,0,0,0
0654014020070830,148,140,1000721,1,3,0,1,0,0,0
0654014020070830,152,140,1000714,1,7,1,0,0,0,0
0654014020070830,166,654,1007842,1,9,0,0,0,0,0
0654014020070830,167,654,1014109,1,7,0,1,0,0,0
0654014020070830,169,654,1014137,1,9,0,0,0,0,0
0331031120070830,3,331,1001650,1,1,0,0,0,0,0
0331031120070830,11,311,1001468,1,5,0,0,0,0,0
0331031120070830,20,311,1001504,1,6,0,0,0,0,0
0331031120070830,22,331,57547,1,25,0,1,0,0,0
0331031120070830,29,311,72292,1,18,0,1,0,0,0
0331031120070830,38,331,1001674,1,3,0,0,0,0,0
0331031120070830,51,331,82976,1,-5,0,0,0,0,0
0331031120070830,54,311,72292,1,18,0,1,0,0,0
0331031120070830,58,311,1001504,1,7,0,1,0,0,0
