"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","Fumble","Fumble Lost","Safety","Fair Catch"
0414004720070830,38,414,82583,1,26,0,0,0,0,0
0414004720070830,60,47,84303,1,19,0,0,0,0,0
0414004720070830,118,414,82583,1,13,0,0,0,0,0
0414004720070830,140,414,82583,1,22,0,0,0,0,0
0414004720070830,168,47,1000284,1,19,0,0,0,0,0
0758006620070830,1,758,83997,1,34,0,0,0,0,0
0758006620070830,29,758,83997,1,18,0,0,0,0,0
0758006620070830,42,758,83997,1,21,0,0,0,0,0
0758006620070830,49,758,83997,1,22,0,0,0,0,0
0758006620070830,68,758,83997,1,27,0,0,0,0,0
0758006620070830,76,758,83997,1,25,0,0,0,0,0
0758006620070830,87,758,83997,1,25,0,0,0,0,0
0758006620070830,103,66,84867,1,17,0,0,0,0,0
0758006620070830,116,758,83997,1,31,0,0,0,0,0
0758006620070830,134,66,61229,1,10,0,0,0,0,0
0654014020070830,1,140,78427,1,23,0,0,0,0,0
0654014020070830,9,654,1007841,1,36,0,0,0,0,0
0654014020070830,61,654,68894,1,22,0,0,0,0,0
0654014020070830,78,140,1000721,1,20,0,0,0,0,0
0654014020070830,90,654,1007841,1,32,0,0,0,0,0
0654014020070830,103,654,68894,1,15,0,0,0,0,0
0654014020070830,111,654,68894,1,10,0,0,0,0,0
0654014020070830,118,654,1007841,1,20,0,0,0,0,0
0654014020070830,133,654,68894,1,12,0,0,0,0,0
0654014020070830,155,654,1007839,1,17,0,0,0,0,0
0654014020070830,162,654,1014109,1,23,0,0,0,0,0
0654014020070830,184,654,1007839,1,16,0,0,0,0,0
0331031120070830,1,331,57553,1,15,0,0,0,0,0
0331031120070830,69,311,72292,1,41,0,0,0,0,0
0331031120070830,79,331,57553,1,57,0,0,0,0,0
0331031120070830,92,311,1009281,1,40,0,0,0,0,0
0331031120070830,126,311,1001455,1,8,0,0,0,0,0
0331031120070830,134,311,1009281,1,14,0,0,0,0,0
0454036720070830,1,454,1005943,1,9,0,0,0,0,0
0454036720070830,21,367,1001799,1,12,0,0,0,0,0
0454036720070830,59,367,1001799,1,26,0,0,0,0,0
0454036720070830,67,454,1013399,1,17,0,0,0,0,0
0454036720070830,86,454,1013399,1,24,0,1,0,0,0
0454036720070830,100,454,1013399,1,8,0,0,0,0,0
0454036720070830,104,367,1001799,1,33,0,0,0,0,0
0454036720070830,113,454,69526,1,10,0,0,0,0,0
0454036720070830,127,454,1013399,1,16,0,0,0,0,0
0454036720070830,153,454,1013399,1,16,0,0,0,0,0
