"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","Fumble","Fumble Lost","Safety","Fair Catch"
0414004720070830,9,414,1001929,1,12,0,0,0,0,0
0414004720070830,51,414,1001929,1,32,0,0,0,0,0
0414004720070830,72,414,1001929,0,0,0,0,0,0,1
0414004720070830,76,47,84299,1,19,0,0,0,0,0
0414004720070830,122,47,84299,1,-1,0,0,0,0,0
0414004720070830,127,414,1001929,1,10,0,0,0,0,0
0414004720070830,132,47,84299,1,19,0,0,0,0,0
0414004720070830,160,414,1001929,1,56,0,0,0,0,0
0758006620070830,24,66,76437,1,17,0,0,0,0,0
0758006620070830,53,66,1000363,1,9,0,0,0,0,0
0758006620070830,72,66,76437,1,65,0,0,0,0,0
0758006620070830,91,66,1000363,1,61,0,0,0,0,0
0758006620070830,120,66,1000363,1,12,0,0,0,0,0
0758006620070830,146,66,84448,1,33,0,0,0,0,0
0758006620070830,177,66,1008283,1,2,0,0,0,0,0
0654014020070830,48,140,70500,1,3,0,0,0,0,0
0654014020070830,102,654,78633,1,0,0,0,0,0,0
0654014020070830,123,140,78426,1,7,0,0,0,0,0
0654014020070830,188,140,78426,0,0,0,0,0,0,1
0331031120070830,5,311,1001466,0,0,0,0,0,0,1
0331031120070830,12,331,57511,0,0,0,0,0,0,1
0331031120070830,16,311,1001466,1,0,0,1,0,0,0
0331031120070830,47,311,1001466,0,0,0,0,0,0,1
0331031120070830,112,331,57511,1,6,0,0,0,0,0
0331031120070830,138,331,57511,1,6,0,0,0,0,0
0331031120070830,147,311,1001466,1,0,0,0,0,0,0
0331031120070830,155,331,57511,0,0,0,0,0,0,1
0331031120070830,159,311,1001466,0,0,0,0,0,0,1
0454036720070830,5,367,1001799,1,18,0,0,0,0,0
0454036720070830,41,367,82439,0,0,0,0,0,0,1
0454036720070830,93,367,1001799,1,6,0,0,0,0,0
0454036720070830,111,367,82439,1,54,1,0,0,0,0
0454036720070830,117,367,1001799,1,5,0,0,0,0,0
0365043020070830,5,365,73728,1,5,0,0,0,0,0
0365043020070830,59,430,82692,1,2,0,0,0,0,0
0365043020070830,84,430,82692,1,6,0,0,0,0,0
0365043020070830,119,430,82692,1,6,0,0,0,0,0
0365043020070830,127,430,82689,1,4,0,0,0,0,0
0655047220070830,11,655,85881,1,7,0,0,0,0,0
0655047220070830,15,472,83267,0,0,0,0,0,0,1
0655047220070830,28,472,83267,1,5,0,0,0,0,0
0655047220070830,41,472,83267,0,0,0,0,0,0,1
0655047220070830,50,472,83267,0,0,0,0,0,0,1
0655047220070830,54,655,1006831,0,0,0,0,0,0,1
0655047220070830,89,655,85881,1,1,0,0,0,0,0
0655047220070830,165,472,83267,0,0,0,0,0,0,1
0655047220070830,174,655,85881,0,0,0,0,0,0,1
0719049820070830,31,719,1003939,1,4,0,0,0,0,0
0719049820070830,35,498,79148,1,-1,0,0,0,0,0
0719049820070830,41,719,1003939,1,-6,0,0,0,0,0
0719049820070830,75,498,79148,1,15,0,0,0,0,0
0719049820070830,128,719,1003939,1,16,0,0,0,0,0
0719049820070830,144,719,1011561,0,0,0,0,0,0,1
0719049820070830,151,498,79148,1,18,0,0,0,0,0
0732052820070830,6,528,1002972,0,0,0,0,0,0,1
0732052820070830,23,732,83798,0,0,0,0,0,0,1
0732052820070830,33,528,1002972,0,0,0,0,0,0,1
0732052820070830,39,732,83798,1,7,0,0,0,0,0
0732052820070830,66,528,1002972,1,3,0,0,0,0,0
0732052820070830,86,528,1002972,0,0,0,0,0,0,1
0732052820070830,104,732,83798,0,0,0,0,0,0,1
0732052820070830,123,528,1002972,1,13,0,0,0,0,0
0732052820070830,143,528,1002972,1,5,0,0,0,0,0
0732052820070830,157,528,1002972,0,0,0,0,0,0,1
0732052820070830,164,732,83798,0,0,0,0,0,0,1
0732052820070830,168,528,1002972,1,21,0,0,0,0,0
0732052820070830,173,732,83798,0,0,0,0,0,0,1
0086058720070830,54,587,80555,0,0,0,0,0,0,1
0086058720070830,69,587,80555,0,0,0,0,0,0,1
0086058720070830,157,587,80555,1,20,0,0,0,0,0
0465073120070830,38,731,59137,0,0,0,0,0,0,1
0465073120070830,57,465,83203,1,4,0,0,0,0,0
0465073120070830,62,731,59137,1,-2,0,0,0,0,0
0465073120070830,78,731,59137,1,49,0,0,0,0,0
0465073120070830,133,465,83203,1,0,0,0,0,0,0
0465073120070830,157,465,83203,1,9,0,0,0,0,0
0756068820070831,15,688,81089,1,9,0,0,0,0,0
0756068820070831,24,688,81089,0,0,0,0,0,0,1
0756068820070831,95,756,56779,0,0,0,0,0,0,1
0756068820070831,136,756,56779,0,0,0,0,0,0,1
0756068820070831,140,688,81089,1,11,0,0,0,0,0
0726069020070831,6,726,77386,1,7,0,0,0,0,0
0726069020070831,114,690,1011159,1,12,0,0,0,0,0
0725000520070901,13,5,1000003,0,0,0,0,0,0,1
0725000520070901,57,5,1000003,1,15,0,0,0,0,0
0725000520070901,61,725,85952,1,8,0,0,0,0,0
0725000520070901,114,5,1000003,1,63,0,0,0,0,0
0725000520070901,122,5,1000003,1,18,0,0,0,0,0
0725000520070901,151,725,85952,1,32,0,0,0,0,0
0725000520070901,164,725,85952,0,0,0,0,0,0,1
0725000520070901,177,725,87092,1,34,0,0,0,0,0
0725000520070901,177,725,1004033,0,0,1,0,0,0,0
0769000820070901,8,8,1000038,1,8,0,0,0,0,0
0769000820070901,64,8,1000038,1,5,0,0,0,0,0
0769000820070901,127,8,1015020,1,23,0,0,0,0,0
0630002820070901,48,28,1000129,1,11,0,0,0,0,0
0630002820070901,95,28,1000129,1,4,0,0,0,0,0
0630002820070901,117,630,1003228,1,17,0,0,0,0,0
0630002820070901,121,28,1000102,0,0,0,0,0,0,1
0630002820070901,140,28,1000102,1,6,0,0,0,0,0
0630002820070901,170,28,69303,1,25,0,0,0,0,0
0716003120070901,85,716,75455,0,0,0,0,0,0,1
0716003120070901,89,31,85026,0,0,0,0,0,0,1
0716003120070901,110,31,1000198,1,4,0,1,0,0,0
0716003120070901,122,31,1000198,0,0,0,0,0,0,1
0716003120070901,153,31,1000198,1,-9,0,1,1,0,0
0716003120070901,192,31,85026,0,0,0,0,0,0,1
0716003120070901,198,716,75455,0,0,0,0,0,0,1
0327003720070901,19,327,1009404,1,7,0,0,0,0,0
0327003720070901,31,327,1009404,1,14,0,0,0,0,0
0327003720070901,36,37,81776,1,1,0,0,0,0,0
0327003720070901,53,37,81776,1,11,0,0,0,0,0
0327003720070901,72,37,81776,1,-6,0,1,0,0,0
0327003720070901,79,327,1009404,0,0,0,0,0,0,1
0327003720070901,106,327,1009404,0,0,0,0,0,0,1
0327003720070901,124,327,1009404,0,0,0,0,0,0,1
0327003720070901,130,37,81776,1,57,0,0,0,0,0
0327003720070901,140,37,81776,0,0,0,0,0,0,1
0327003720070901,158,37,81776,1,5,0,0,0,0,0
0327003720070901,173,37,81776,1,6,0,0,0,0,0
0749006720070901,8,749,62367,1,4,0,0,0,0,0
0749006720070901,39,67,57749,1,2,0,0,0,0,0
0749006720070901,64,749,62367,1,13,0,0,0,0,0
0749006720070901,84,67,57749,0,0,0,0,0,0,1
0029007720070901,54,77,79654,0,0,0,0,0,0,1
0029007720070901,70,77,79654,1,9,0,0,0,0,0
0029007720070901,104,77,79654,0,0,0,0,0,0,1
0029007720070901,136,29,72727,1,22,0,0,0,0,0
0102009620070901,24,96,70221,1,-4,0,0,0,0,0
0102009620070901,38,96,70221,1,3,0,0,0,0,0
0102009620070901,72,102,1012344,0,0,0,0,0,0,1
0102009620070901,79,96,70221,0,0,0,0,0,0,1
0102009620070901,119,96,70221,1,20,0,1,1,0,0
0102009620070901,145,96,70221,0,0,0,0,0,0,1
0694010720070901,51,107,79903,1,77,1,0,0,0,0
0694010720070901,120,694,83290,0,0,0,0,0,0,1
0694010720070901,137,694,83290,1,6,0,0,0,0,0
