"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0414004720070830,6,47,1000275,1008188,1,1,2,0,0,0,0
0414004720070830,8,47,1000275,1000282,1,1,7,0,0,0,0
0414004720070830,10,414,57817,69422,1,1,5,0,0,0,0
0414004720070830,15,414,57817,82583,1,0,0,0,0,0,0
0414004720070830,18,47,1000275,69937,1,0,0,0,0,0,0
0414004720070830,19,47,1000275,1000282,1,1,7,0,0,0,0
0414004720070830,20,47,1000275,84303,1,1,12,0,0,1,0
0414004720070830,21,47,1000275,69937,1,1,32,0,0,1,0
0414004720070830,25,47,1000275,1000300,1,0,0,0,0,0,0
0414004720070830,28,414,57817,,1,0,0,0,1,0,0
0414004720070830,33,47,1000275,69937,1,1,20,0,0,1,0
0414004720070830,35,47,1000275,84303,1,1,2,0,0,0,0
0414004720070830,39,414,57817,1001929,1,1,9,0,0,0,0
0414004720070830,45,414,57817,1001929,1,1,-4,0,0,0,0
0414004720070830,46,414,57817,82583,1,0,0,0,0,0,0
0414004720070830,48,47,1000275,84303,1,0,0,0,0,0,0
0414004720070830,49,47,1000275,69937,1,1,5,0,0,0,0
0414004720070830,50,47,1000275,84303,1,0,0,0,0,0,0
0414004720070830,52,414,57817,82583,1,1,9,0,0,0,0
0414004720070830,54,414,57817,1001923,1,0,0,0,0,0,0
0414004720070830,63,47,1000275,84303,1,1,13,0,0,1,0
0414004720070830,64,47,1000275,84303,1,1,6,0,0,0,0
0414004720070830,65,47,1000275,84298,1,1,6,0,0,1,0
0414004720070830,66,47,1000275,84303,1,0,0,0,0,0,0
0414004720070830,70,47,1000275,1000300,1,0,0,0,0,0,0
0414004720070830,71,47,1000275,1008200,1,0,0,0,0,0,0
0414004720070830,78,47,1000275,1000278,1,1,4,0,0,0,0
0414004720070830,81,47,1000275,1000282,1,0,0,0,0,0,0
0414004720070830,85,414,57817,82583,1,1,8,0,0,0,0
0414004720070830,86,414,57817,82583,1,0,0,0,0,0,0
0414004720070830,89,47,1000275,69937,1,0,0,0,0,0,0
0414004720070830,90,47,1000275,1000282,1,0,0,0,0,0,0
0414004720070830,94,414,57817,1001923,1,1,16,0,0,1,0
0414004720070830,97,414,57817,57783,1,1,17,0,0,0,0
0414004720070830,101,47,1000275,1000282,1,1,5,0,0,0,0
0414004720070830,103,47,1000275,84303,1,1,7,0,0,1,0
0414004720070830,104,47,1000275,84303,1,0,0,0,0,0,0
0414004720070830,106,47,1000275,84303,1,1,8,0,0,0,0
0414004720070830,107,47,1000275,69937,1,1,22,0,0,1,0
0414004720070830,109,47,1000275,84303,1,0,0,0,0,0,0
0414004720070830,111,47,1000275,69937,1,0,0,0,0,0,0
0414004720070830,113,47,1000275,84303,1,1,9,0,0,0,0
0414004720070830,121,414,57817,82583,1,0,0,0,0,0,0
0414004720070830,125,47,1000275,1000282,1,1,8,0,0,0,0
0414004720070830,126,47,1000275,1008200,1,0,0,0,0,0,0
0414004720070830,128,414,57817,1009788,1,1,12,0,0,1,0
0414004720070830,130,414,57817,82583,1,1,11,0,0,0,0
0414004720070830,136,47,1000275,69937,1,0,0,0,0,0,0
0414004720070830,138,47,1000275,84303,1,1,23,1,0,1,0
0414004720070830,143,414,57817,1001923,1,1,2,0,0,0,0
0414004720070830,144,414,57817,1001923,1,1,5,0,0,0,0
0414004720070830,145,414,57817,1001923,1,1,10,0,0,1,0
0414004720070830,147,414,57817,82583,1,1,11,0,0,0,0
0414004720070830,149,414,57817,82583,1,1,7,0,0,1,0
0414004720070830,154,414,57817,82583,1,0,0,0,0,0,0
0414004720070830,155,414,57817,69427,1,0,0,0,0,0,0
0414004720070830,156,414,57817,,1,0,0,0,1,0,0
0414004720070830,164,414,57817,69439,1,0,0,0,0,0,0
0414004720070830,169,47,1000275,84303,1,0,0,0,0,0,0
