"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0497004720090903,3,47,1000282,1,5,0,0,0,0,0,0
0497004720090903,5,47,1015521,1,1,0,0,0,0,0,0
0497004720090903,8,497,1017565,1,6,0,0,0,0,0,0
0497004720090903,9,497,1010324,1,5,0,1,0,0,0,0
0497004720090903,10,497,1017555,1,12,0,1,0,0,0,0
0497004720090903,11,497,1017575,1,1,0,0,0,0,0,0
0497004720090903,13,497,1017555,1,4,0,1,0,0,0,0
0497004720090903,14,497,1017575,1,3,1,0,0,0,0,0
0497004720090903,17,47,1000282,1,-1,0,0,0,0,0,0
0497004720090903,19,47,1000282,1,0,0,0,0,0,0,0
0497004720090903,20,47,1000282,1,11,0,1,0,0,0,0
0497004720090903,21,47,1000282,1,0,0,0,0,0,0,0
0497004720090903,28,497,1010324,1,17,0,1,0,0,0,0
0497004720090903,29,497,1017555,1,9,0,0,0,0,0,0
0497004720090903,30,497,1010324,1,14,0,1,0,0,0,0
0497004720090903,32,497,1017575,1,6,0,0,0,0,0,0
0497004720090903,36,47,1000282,1,31,0,1,0,0,0,0
0497004720090903,38,47,1000282,1,-3,0,0,0,0,0,0
0497004720090903,41,47,1015521,1,14,0,1,0,0,0,0
0497004720090903,43,497,1017555,1,2,0,0,0,0,0,0
0497004720090903,47,497,1010324,1,2,0,0,0,0,0,0
0497004720090903,50,497,1017575,1,4,0,1,0,0,0,0
0497004720090903,52,497,1017575,1,-2,0,0,0,0,0,0
0497004720090903,55,497,1017575,1,4,0,0,0,0,0,0
0497004720090903,57,47,1000282,1,9,0,0,0,0,0,0
0497004720090903,61,47,1000282,1,1,0,0,0,0,0,0
0497004720090903,63,497,1017555,1,9,0,0,0,0,0,0
0497004720090903,64,497,1017565,1,10,0,1,0,0,0,0
0497004720090903,68,497,1010324,1,25,0,1,0,0,0,0
0497004720090903,70,497,1017575,1,16,0,1,0,0,0,0
0497004720090903,73,497,1017575,1,4,0,1,0,0,0,0
0497004720090903,74,497,1017575,1,6,0,0,0,0,0,0
0497004720090903,77,497,1010324,1,2,0,0,0,0,0,0
0497004720090903,78,497,1010324,1,5,0,0,0,0,0,0
0497004720090903,92,497,67053,1,-4,0,0,0,0,0,0
0497004720090903,96,497,1010324,1,20,0,1,0,0,0,0
0497004720090903,97,497,1010324,1,3,0,0,0,0,0,0
0497004720090903,98,497,1017575,1,4,0,0,0,0,0,0
0497004720090903,99,497,1017555,1,3,0,1,0,0,0,0
0497004720090903,100,497,1017555,1,11,0,1,0,0,0,0
0497004720090903,101,497,1017555,1,4,0,0,0,0,0,0
0497004720090903,102,497,1017565,1,0,0,0,0,0,0,0
0497004720090903,106,47,1000282,1,11,0,1,0,0,0,0
0497004720090903,110,47,1000282,1,5,0,0,0,0,0,0
0497004720090903,111,47,1000282,1,0,0,0,0,0,0,0
0497004720090903,113,47,1015521,1,7,0,0,0,0,0,0
0497004720090903,116,497,1010324,1,1,0,0,0,0,0,0
0497004720090903,117,497,1010324,1,4,0,0,0,0,0,0
0497004720090903,121,47,1015521,1,4,0,0,0,0,0,0
0497004720090903,125,497,1017575,1,-2,0,0,0,0,0,0
0497004720090903,129,47,1000282,1,6,0,0,0,0,0,0
0497004720090903,133,497,1017555,1,0,0,0,0,0,0,0
0497004720090903,135,497,1010324,1,5,0,0,0,0,0,0
0497004720090903,138,47,1023165,1,10,0,1,0,0,0,0
0497004720090903,139,47,1015521,1,1,0,0,0,0,0,0
0497004720090903,143,497,1017575,1,-4,0,0,0,1,1,0
0497004720090903,146,47,1000282,1,27,1,1,0,0,0,0
0497004720090903,151,497,1010324,1,-2,0,0,0,0,0,0
0497004720090903,156,47,1023165,1,3,0,0,0,1,1,0
0497004720090903,157,497,1017565,1,4,0,0,0,0,0,0
0497004720090903,160,497,1017555,1,8,0,0,0,0,0,0
0497004720090903,161,497,1017575,1,0,0,0,0,0,0,0
0497004720090903,162,497,1017555,1,0,0,0,0,0,0,0
0497004720090903,165,47,1015521,1,16,0,1,0,0,0,0
0497004720090903,167,47,1015521,1,10,0,1,0,0,0,0
0497004720090903,169,47,1000282,1,1,0,0,0,0,0,0
0497004720090903,177,497,1010324,1,2,0,0,0,0,0,0
0497004720090903,178,497,1010324,1,20,0,1,0,0,0,0
0497004720090903,179,497,1017555,1,11,0,1,0,0,0,0
0497004720090903,181,497,1010324,1,6,0,0,0,0,0,0
0497004720090903,183,497,1010324,1,20,0,1,0,0,0,0
0497004720090903,184,497,1017575,1,11,0,1,0,0,0,0
0497004720090903,185,497,1017575,1,11,0,1,0,0,0,0
0497004720090903,186,497,1017575,1,1,0,0,0,0,0,0
0497004720090903,187,497,67053,1,-5,0,0,0,0,0,0
0529006620090903,3,529,1017926,1,5,0,0,0,0,0,0
0529006620090903,6,66,1000364,1,1,0,0,0,0,0,0
0529006620090903,7,66,1000364,1,4,0,0,0,0,0,0
0529006620090903,11,66,1000364,1,2,0,0,0,0,0,0
0529006620090903,13,66,1000364,1,3,0,0,0,0,0,0
0529006620090903,16,66,1000364,1,6,0,1,0,0,0,0
0529006620090903,17,66,1000364,1,-1,0,0,0,0,0,0
0529006620090903,20,66,1000364,1,-9,0,0,0,1,0,0
0529006620090903,21,66,1008266,1,-7,0,0,1,0,0,0
