"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0497004720090903,4,47,1015521,1015529,1,1,2,0,0,0,0
0497004720090903,7,497,1017555,1025325,1,1,19,0,0,1,0
0497004720090903,12,497,1017555,1025325,1,1,5,0,0,0,0
0497004720090903,18,47,1015521,1023156,1,1,14,0,0,1,0
0497004720090903,22,47,1015521,1015504,1,1,4,0,0,0,0
0497004720090903,23,47,1015521,84298,1,0,0,0,0,0,0
0497004720090903,25,497,1017555,,1,0,0,0,0,0,0
0497004720090903,26,497,1017555,1010324,1,1,19,0,0,1,0
0497004720090903,27,497,1017555,1025325,1,1,-3,0,0,0,0
0497004720090903,31,497,1017555,1010322,1,1,2,0,0,0,0
0497004720090903,33,497,1017555,1017575,1,0,0,0,0,0,0
0497004720090903,35,47,1015521,1015530,1,0,0,0,0,0,0
0497004720090903,37,47,1015521,1015530,1,0,0,0,0,0,0
0497004720090903,39,47,1015521,1000282,1,1,10,0,0,0,0
0497004720090903,42,47,1015521,,1,0,0,0,1,0,0
0497004720090903,45,497,1017555,,1,0,0,0,0,0,0
0497004720090903,46,497,1017555,1025297,1,1,16,0,0,1,0
0497004720090903,48,497,1017555,1025325,1,1,6,0,0,0,0
0497004720090903,51,497,1017555,1010345,1,1,5,0,0,0,0
0497004720090903,53,497,1017555,1010345,1,1,8,0,0,1,0
0497004720090903,54,497,1017555,1017575,1,1,5,0,0,0,0
0497004720090903,56,497,1017555,,1,0,0,0,1,0,0
0497004720090903,59,47,1015521,1023156,1,1,6,0,0,0,0
0497004720090903,60,47,1015521,1015530,1,1,2,0,0,0,0
0497004720090903,65,497,1017555,1025297,1,1,-5,0,0,0,0
0497004720090903,69,497,1017555,1010322,1,0,0,0,0,0,0
0497004720090903,71,497,1017555,1010322,1,1,7,0,0,0,0
0497004720090903,75,497,1017555,1010345,1,0,0,0,0,0,0
0497004720090903,76,497,1017555,1010322,1,1,11,0,0,1,0
0497004720090903,81,497,1017555,1025299,1,1,6,0,0,0,0
0497004720090903,84,47,1015521,1000282,1,0,0,0,0,0,0
0497004720090903,86,47,1015521,1015530,1,1,10,0,0,1,0
0497004720090903,87,47,1015521,1023165,1,1,2,0,0,0,0
0497004720090903,88,47,66566,,1,0,0,0,0,0,0
0497004720090903,89,47,1015521,1015504,1,0,0,0,0,0,0
0497004720090903,94,497,1017555,1010322,1,1,4,0,0,0,0
0497004720090903,95,497,1017555,1025325,1,1,7,0,0,1,0
