"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0501002820060831,1,501,84606,1,65,0,1,0,0,0,0
0501002820060831,23,501,84606,1,65,0,1,0,0,0,0
0501002820060831,46,28,61824,1,65,0,0,0,0,0,0
0501002820060831,66,501,84606,1,65,0,1,0,0,0,0
0501002820060831,84,28,61824,1,65,0,1,0,0,0,0
0501002820060831,86,28,61824,1,63,0,0,0,0,0,0
0501002820060831,123,28,61824,1,65,0,1,0,0,0,0
0501002820060831,135,28,61824,1,50,0,1,0,0,0,0
0501002820060831,155,28,61824,1,65,0,1,0,0,0,0
0204004720060831,1,47,59445,1,56,0,0,0,0,0,0
0204004720060831,41,204,64679,1,58,0,0,0,0,0,0
0204004720060831,53,47,59445,1,65,0,1,0,0,0,0
0204004720060831,65,204,64679,1,48,0,0,0,1,0,0
0204004720060831,70,47,59445,1,63,0,0,0,0,0,0
0204004720060831,83,47,59445,1,65,0,0,0,0,0,0
0204004720060831,95,204,64679,1,44,0,0,0,0,0,0
0204004720060831,112,47,59445,1,62,0,0,0,0,0,0
0204004720060831,131,47,59445,1,64,0,0,0,0,0,0
0204004720060831,144,204,64679,1,60,0,0,0,0,0,0
0204004720060831,155,47,59445,1,56,0,0,0,0,0,0
0102006620060831,1,66,66051,1,65,0,1,0,0,0,0
0102006620060831,14,66,66051,1,60,0,0,0,0,0,0
0102006620060831,29,66,66051,1,63,0,0,0,0,0,0
0102006620060831,36,66,66051,1,60,0,0,0,0,0,0
0102006620060831,47,66,66051,1,58,0,0,0,0,0,0
0102006620060831,82,102,76600,1,43,1,0,0,0,0,0
0102006620060831,87,66,66051,1,56,0,0,0,0,0,0
0102006620060831,109,66,66051,1,55,0,0,0,0,0,0
0102006620060831,156,66,66051,1,65,0,0,0,0,0,0
0690008620060831,1,690,1003592,1,59,0,0,0,0,0,0
0690008620060831,72,86,78345,1,59,0,0,0,0,0,0
0690008620060831,127,86,78345,1,54,0,0,0,0,0,0
0690008620060831,141,690,1003592,1,63,0,0,0,0,0,0
0067012920060831,1,67,69978,1,65,0,1,0,0,0,0
0067012920060831,14,67,69978,1,65,0,1,0,0,0,0
0067012920060831,45,129,79955,1,50,0,0,0,0,0,0
0067012920060831,73,67,69978,1,53,0,0,0,0,0,0
0067012920060831,84,67,69978,1,57,0,0,0,0,0,0
0067012920060831,97,129,79955,1,53,0,0,0,0,0,0
0067012920060831,126,129,79955,1,59,0,0,0,0,0,0
0067012920060831,143,67,69978,1,58,0,0,0,0,0,0
0067012920060831,157,67,69978,1,60,0,0,0,0,0,0
0067012920060831,166,129,79955,1,53,0,0,0,0,0,0
0067012920060831,185,129,79955,1,50,0,0,0,0,0,0
0572016420060831,1,572,1006553,0,11,0,0,0,0,1,1
0572016420060831,13,164,1000857,1,58,0,0,0,0,0,0
0572016420060831,31,164,1000857,1,50,0,0,0,0,0,0
0572016420060831,50,164,1000857,1,56,0,0,0,0,0,0
0572016420060831,66,164,1000857,1,62,0,0,0,0,0,0
0572016420060831,77,572,1006553,1,42,0,0,0,0,0,0
0572016420060831,81,164,1000857,1,56,0,0,0,0,0,0
0572016420060831,94,164,1000857,1,64,0,0,0,0,0,0
0572016420060831,131,164,1000857,1,65,0,0,0,0,0,0
0572016420060831,150,164,1000857,1,62,0,0,0,0,0,0
0572016420060831,167,164,1000857,1,54,0,0,0,0,0,0
0709031120060831,1,709,75248,1,39,0,0,0,0,0,0
0709031120060831,23,311,57445,1,64,0,0,0,0,0,0
0709031120060831,60,709,75248,1,44,0,0,0,0,0,0
0709031120060831,71,311,57445,1,47,0,0,0,1,0,0
0709031120060831,76,311,57445,1,62,0,0,0,0,0,0
0709031120060831,99,311,57445,1,58,0,0,0,0,0,0
0709031120060831,113,709,75248,1,57,0,0,0,0,0,0
0709031120060831,125,311,57445,1,62,0,0,0,0,0,0
0709031120060831,150,709,75248,1,58,0,0,0,0,0,0
0428033120060831,1,428,84612,1,65,0,1,0,0,0,0
0428033120060831,17,428,84612,1,65,0,0,0,0,0,0
0428033120060831,31,428,84612,1,65,0,0,0,0,0,0
0428033120060831,55,428,84612,1,61,0,0,0,0,0,0
0428033120060831,75,331,1001677,1,21,1,0,0,0,0,0
0428033120060831,84,428,84612,1,65,0,1,0,0,0,0
0428033120060831,97,428,84612,1,63,0,0,0,0,0,0
0428033120060831,111,428,84612,1,65,0,0,0,0,0,0
0428033120060831,127,428,84612,1,52,0,0,0,0,0,0
0509041420060831,1,414,1001928,1,54,0,0,0,0,0,0
0509041420060831,69,509,50154,1,62,0,0,0,0,0,0
0509041420060831,75,509,50154,1,64,0,0,0,0,0,0
0509041420060831,89,414,1001928,1,54,0,0,0,0,0,0
0509041420060831,98,509,50154,1,58,0,0,0,0,0,0
0509041420060831,115,509,50154,1,62,0,0,0,1,0,0
0231041920060831,1,419,49285,1,64,0,0,0,0,0,0
0231041920060831,20,231,64592,1,53,0,0,0,0,0,0
0231041920060831,75,419,49285,1,47,0,0,0,0,0,0
0231041920060831,77,231,64592,1,72,0,1,0,0,0,0
0648043020060831,1,430,49325,1,65,0,1,0,0,0,0
0648043020060831,42,648,84527,1,65,0,1,0,0,0,0
0648043020060831,75,648,84527,1,62,0,0,0,0,0,0
0648043020060831,94,648,84527,1,65,0,1,0,0,0,0
0648043020060831,117,648,84527,1,56,0,0,0,1,0,0
0648043020060831,130,648,84527,1,54,0,0,0,0,0,0
0655047220060831,1,655,65308,1,65,0,1,0,0,0,0
0655047220060831,15,472,1002490,1,45,0,0,0,0,0,0
0655047220060831,22,472,1002490,0,42,0,0,0,0,1,1
0655047220060831,34,655,65308,1,50,0,1,0,0,0,0
0655047220060831,48,655,65308,1,65,0,0,0,0,0,0
0655047220060831,64,472,1002490,1,27,0,0,0,0,0,0
0655047220060831,74,472,1002490,1,65,0,1,0,0,0,0
0655047220060831,102,655,65308,1,37,0,0,0,0,0,0
0655047220060831,103,472,1002490,1,60,0,0,0,0,0,0
0655047220060831,141,472,1002490,1,60,0,0,0,0,0,0
0017049820060831,2,498,74603,1,67,0,0,0,0,0,0
0017049820060831,10,498,74603,1,65,0,1,0,0,0,0
0017049820060831,33,17,1007606,1,54,0,0,0,0,0,0
0017049820060831,63,498,74603,1,62,0,0,0,0,0,0
0017049820060831,93,17,1007606,1,63,0,0,0,0,0,0
0017049820060831,130,17,1007606,1,56,0,0,1,0,0,0
0017049820060831,152,498,74603,1,65,0,0,0,0,0,0
0017049820060831,158,498,74603,1,60,0,0,0,0,0,0
0207052820060831,1,528,66114,1,65,0,1,0,0,0,0
0207052820060831,8,528,66114,1,65,0,1,0,0,0,0
0207052820060831,16,528,66114,1,57,0,0,0,0,0,0
0207052820060831,26,528,66114,1,65,0,0,0,0,0,0
0207052820060831,55,528,66114,1,58,0,0,0,0,0,0
0207052820060831,67,528,66114,1,56,0,0,0,0,0,0
0207052820060831,84,207,68649,1,65,0,1,0,0,0,0
0207052820060831,100,528,66114,1,58,0,0,0,0,0,0
0207052820060831,102,207,68649,1,65,0,1,0,0,0,0
0207052820060831,108,207,68649,1,46,0,0,0,0,0,0
0207052820060831,122,528,66114,1,47,0,0,0,0,0,0
0207052820060831,152,528,66114,1,65,0,1,0,0,0,0
0207052820060831,169,207,68649,1,64,0,0,0,0,0,0
0704062620060831,1,626,71328,1,65,0,1,0,0,0,0
0704062620060831,20,626,71328,1,59,0,0,0,0,0,0
0704062620060831,50,704,63160,1,56,0,0,0,0,0,0
0704062620060831,61,704,63160,1,53,0,0,0,0,0,0
0704062620060831,78,704,63160,1,56,0,0,0,0,0,0
0704062620060831,93,704,63160,1,56,0,0,0,0,0,0
0704062620060831,100,704,63160,1,58,0,0,0,0,0,0
0704062620060831,115,626,71328,1,62,0,0,0,0,0,0
0704062620060831,126,626,71328,1,52,0,0,0,0,0,0
0704062620060831,136,626,71328,1,56,0,0,0,0,0,0
0704062620060831,151,704,63160,1,58,0,0,0,0,0,0
0704062620060831,160,626,71328,0,8,0,0,0,0,1,0
0676071920060831,1,676,1007071,1,53,0,0,0,0,0,0
0676071920060831,14,719,75550,1,63,0,0,0,0,0,0
0676071920060831,28,719,75550,1,54,0,0,0,0,0,0
0676071920060831,49,719,75550,1,53,0,0,0,0,0,0
0676071920060831,63,719,75550,1,60,0,0,0,0,0,0
0676071920060831,75,719,75550,1,60,0,0,0,0,0,0
0676071920060831,88,719,75550,1,57,0,0,0,0,0,0
0676071920060831,107,719,75550,1,52,0,0,0,0,0,0
0676071920060831,147,676,1007071,1,58,0,0,0,0,0,0
0676071920060831,152,719,75550,1,64,0,0,0,0,0,0
0466009620060901,1,466,85961,1,62,0,0,0,0,0,0
0466009620060901,26,96,57960,1,65,0,1,0,0,0,0
0466009620060901,58,96,57960,1,65,0,0,0,0,0,0
0466009620060901,79,466,85961,1,38,0,0,0,1,0,0
0466009620060901,81,96,57960,1,74,0,1,0,0,0,0
0466009620060901,87,96,57960,1,70,0,0,0,0,0,0
0466009620060901,105,466,85961,1,62,0,0,0,0,0,0
0466009620060901,121,466,85961,1,62,0,0,0,0,0,0
0466009620060901,139,96,57960,1,74,0,1,0,0,0,0
0277000820060902,1,8,1000041,1,64,0,0,0,0,0,0
0277000820060902,9,277,85008,1,63,0,0,0,0,0,0
0277000820060902,19,8,1000031,1,65,0,0,0,0,0,0
0277000820060902,38,8,1000031,1,61,0,0,0,0,0,0
0277000820060902,62,277,85008,1,66,0,0,0,0,0,0
0277000820060902,71,8,1000031,1,54,0,0,0,0,0,0
0277000820060902,80,277,85008,1,65,0,1,0,0,0,0
0277000820060902,90,8,1000031,1,62,0,0,0,0,0,0
0277000820060902,107,277,85008,1,65,0,0,0,0,0,0
0277000820060902,121,8,1000031,1,65,0,1,0,0,0,0
0277000820060902,142,277,85008,1,60,0,0,0,0,0,0
0077002920060902,1,29,45556,1,65,0,1,0,0,0,0
0077002920060902,9,29,45556,1,65,0,1,0,0,0,0
0077002920060902,34,77,79690,1,62,0,0,0,0,0,0
0077002920060902,47,29,45556,1,65,0,0,0,0,0,0
0077002920060902,94,77,79690,1,65,0,1,0,0,0,0
0077002920060902,106,77,79690,1,65,0,1,0,0,0,0
0077002920060902,118,29,45556,1,65,0,1,0,0,0,0
0077002920060902,162,77,79690,1,62,0,0,0,0,0,0
0077002920060902,180,29,45556,1,20,0,0,0,0,0,0
0725003020060902,1,725,62723,1,62,0,0,0,0,0,0
0725003020060902,15,725,62723,1,65,0,1,0,0,0,0
0725003020060902,64,30,1007619,1,61,0,0,0,0,0,0
0725003020060902,79,30,1007619,1,47,0,0,0,0,0,0
0725003020060902,88,30,1007619,1,57,0,0,0,0,0,0
0725003020060902,138,725,62723,1,65,0,1,0,0,0,0
0657003120060902,1,657,80976,1,65,0,1,0,0,0,0
0657003120060902,14,657,80976,1,65,0,1,0,0,0,0
0657003120060902,50,657,80976,1,65,0,1,0,0,0,0
0657003120060902,63,657,80976,1,65,0,1,0,0,0,0
0657003120060902,78,31,85029,1,57,0,0,0,0,0,0
0657003120060902,94,31,85029,1,65,0,0,0,0,0,0
0657003120060902,110,657,80976,1,65,0,1,0,0,0,0
0657003120060902,134,657,80976,1,65,0,0,0,0,0,0
0657003120060902,151,657,80976,1,65,0,1,0,0,0,0
0657003120060902,160,657,80976,1,65,0,1,0,0,0,0
0657003120060902,168,31,85029,1,60,0,0,0,0,0,0
0657003120060902,185,657,80976,1,65,0,1,0,0,0,0
0754003720060902,1,37,86273,1,65,0,1,0,0,0,0
0754003720060902,11,37,86273,1,65,0,1,0,0,0,0
0754003720060902,27,37,86273,1,65,0,1,0,0,0,0
0754003720060902,40,754,75940,1,60,0,0,0,0,0,0
