"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0501002820060831,4,28,84481,1,3,0,0,0,0,0,0
0501002820060831,8,501,60743,1,-1,0,0,1,0,0,0
0501002820060831,9,501,74646,1,-4,0,0,0,0,0,0
0501002820060831,10,501,60743,1,-7,0,0,1,0,0,0
0501002820060831,12,501,74646,1,1,0,0,0,0,0,0
0501002820060831,13,28,86856,1,2,0,0,0,0,0,0
0501002820060831,14,28,86856,1,1,0,0,0,0,0,0
0501002820060831,15,28,86856,1,0,0,0,0,0,0,0
0501002820060831,16,28,1000108,1,-1,0,0,0,0,0,0
0501002820060831,17,501,1006372,1,1,0,0,0,0,0,0
0501002820060831,19,501,1006371,1,0,0,0,0,0,0,0
0501002820060831,20,501,60743,1,-2,0,0,1,0,0,0
0501002820060831,25,28,84481,1,4,0,0,0,0,0,0
0501002820060831,26,28,84481,1,4,0,1,0,0,0,0
0501002820060831,27,28,69289,1,5,0,0,0,0,0,0
0501002820060831,28,28,84481,1,-2,0,0,0,0,0,0
0501002820060831,31,501,60743,1,13,0,0,0,0,0,0
0501002820060831,33,501,1006371,1,3,0,0,0,0,0,0
0501002820060831,34,501,60743,1,4,0,0,0,0,0,0
0501002820060831,39,28,1000108,1,2,0,0,0,0,0,0
0501002820060831,42,28,1000108,1,6,0,0,0,0,0,0
0501002820060831,43,28,1000108,1,8,0,1,0,0,0,0
0501002820060831,48,501,1006371,1,4,0,0,0,0,0,0
0501002820060831,49,501,60743,1,-5,0,0,1,0,0,0
0501002820060831,51,501,1006371,1,14,0,1,0,0,0,0
0501002820060831,52,501,74661,1,8,0,0,0,0,0,0
0501002820060831,53,501,1006371,1,4,0,1,0,0,0,0
0501002820060831,55,501,60743,1,1,0,0,0,0,0,0
0501002820060831,56,501,60743,1,-7,0,0,1,0,0,0
0501002820060831,59,28,1000108,1,-2,0,0,0,0,0,0
0501002820060831,63,501,60754,1,0,0,0,0,0,0,0
0501002820060831,68,28,69289,1,6,0,0,0,0,0,0
0501002820060831,69,28,86856,1,-3,0,0,0,0,0,0
0501002820060831,72,501,1006371,1,2,0,0,0,0,0,0
0501002820060831,74,501,1006371,1,11,0,1,0,0,0,0
0501002820060831,76,501,1006371,1,1,0,0,0,0,0,0
0501002820060831,87,501,60743,1,-5,0,0,1,0,0,0
0501002820060831,88,501,1006372,1,1,0,0,0,0,0,0
0501002820060831,91,501,1006371,1,2,0,0,0,0,0,0
0501002820060831,92,501,60743,1,-13,0,0,1,0,0,0
0501002820060831,95,28,84481,1,9,0,0,0,0,0,0
0501002820060831,96,28,69289,1,-11,0,0,1,0,0,0
0501002820060831,97,28,69289,1,1,0,0,0,1,0,0
0501002820060831,101,501,1006371,1,3,0,0,0,0,0,0
0501002820060831,103,501,74646,1,2,0,1,0,0,0,0
0501002820060831,104,501,60743,1,7,0,0,0,0,0,0
0501002820060831,105,501,1006371,1,-2,0,0,0,0,0,0
0501002820060831,108,501,60743,1,6,0,0,0,0,0,0
0501002820060831,110,501,60743,1,0,0,0,0,0,0,0
0501002820060831,112,28,69289,1,8,0,0,0,0,0,0
0501002820060831,116,28,84481,1,1,0,0,0,0,0,0
0501002820060831,120,501,60743,1,-3,0,0,0,1,0,0
0501002820060831,124,501,1006371,1,2,0,0,0,0,0,0
0501002820060831,127,501,1006371,1,-1,0,0,0,0,0,0
0501002820060831,129,28,86856,1,9,0,0,0,0,0,0
0501002820060831,130,28,86856,1,25,0,1,0,0,0,0
0501002820060831,132,28,84481,1,15,1,1,0,0,0,0
0501002820060831,136,501,74646,1,-1,0,0,1,0,0,0
