"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
5,0005053920060902,34,33,1,43,23,192,1,2,0,5,90,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,16,7,233,4,205,0,1,0,2,1,37,14,10.0,25,0.0,0,0,1,8,0,5,11,2,2249,8,57,18,5,4,4,1,1,0
5,0005049020060909,42,114,3,32,13,267,0,0,0,2,37,0,4,9,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,20,10,335,3,143,0,0,0,0,0,33,36,4.0,28,1.0,2,0,1,2,0,8,8,2,1898,11,91,17,4,1,0,4,3,0
5,0005012920060916,31,61,0,46,25,375,3,3,0,5,83,0,2,-1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0,0,21,5,184,4,199,2,1,0,0,0,32,36,5.0,15,0.0,0,0,2,1,0,5,18,1,2046,5,34,14,4,3,2,7,3,0
5,0497000520060923,31,105,2,20,14,173,3,0,0,2,157,0,1,8,0,0,0,0,2,4,0,0,0,0,1,0,5,3,0,0,0,0,0,33,3,56,6,374,1,0,0,0,0,48,12,7.0,17,0.0,0,0,2,5,0,10,7,0,1703,6,61,8,3,1,1,4,3,0
5,0005033120060930,23,73,0,38,19,261,2,0,1,2,59,0,1,2,0,0,0,0,0,0,0,1,12,0,0,0,1,1,1,1,0,0,0,15,3,117,4,215,0,0,0,3,2,46,52,4.0,14,2.0,10,0,0,3,1,7,8,1,1437,10,90,13,2,6,3,1,0,0
5,0005014020061007,19,36,1,33,16,183,1,0,0,2,48,0,2,0,0,0,0,0,1,26,0,0,0,0,0,0,2,2,0,0,0,0,0,14,7,294,3,179,1,0,0,0,0,48,40,6.0,14,1.0,5,0,2,1,0,3,6,1,1418,11,59,13,4,2,0,3,2,0
5,0414000520061021,34,127,2,24,14,197,1,0,0,2,54,0,3,15,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,24,5,195,6,360,0,0,0,2,2,50,10,9.0,46,6.0,36,0,1,12,0,7,8,5,1763,10,93,11,4,0,0,4,2,2
5,0005070920061028,34,107,1,29,13,191,0,2,0,6,120,0,0,0,0,1,26,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,6,193,5,280,0,0,0,2,0,32,56,6.0,16,1.0,5,5,1,1,0,5,8,1,1585,12,102,14,3,2,1,4,1,2
5,0071000520061104,39,222,3,25,17,248,2,1,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,1,28,6,340,0,1,0,2,1,46,20,4.0,13,2.0,10,0,0,9,0,14,11,3,1872,9,89,12,7,2,2,5,3,0
5,0086000520061109,37,144,0,21,14,274,4,0,0,3,96,0,1,15,0,0,0,0,1,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,5,189,5,282,2,0,0,1,1,41,20,5.0,23,4.0,17,0,0,1,0,6,8,2,1723,9,71,11,3,1,1,4,2,1
