"Game Code","Attendance","Duration"
0102047220120830,12118,191
0110057420120830,23105,210
0128000520120830,12616,185
0204004720120830,12725,219
0207029520120830,11136,195
0400016420120830,35270,171
0402041920120830,18690,183
0428046520120830,16013,214
0501002820120830,48658,191
0502073220120830,45273,180
0648073620120830,38393,195
0654012920120830,15250,189
0667073120120830,17009,121
0711033120120830,15121,176
0754007720120830,57045,204
0066041620120831,78709,192
0630067420120831,40577,193
0694049020120831,55529,209
0739069020120831,32709,178
0748022920120831,14510,172
0027019620120901,49023,213
0030052920120901,56144,215
0043077220120901,16327,195
0071023520120901,84704,215
0086025720120901,92446,206
0147003720120901,75211,203
0156015720120901,58607,203
0202055920120901,40572,178
0231019320120901,31117,223
0277065720120901,93607,206
0294072120120901,35282,168
0305030620120901,41882,197
0312050320120901,52117,202
0314043020120901,55082,179
0315003120120901,71062,209
0346067120120901,25803,182
0355074920120901,27652,196
0388076820120901,59120,214
0414051820120901,105039,207
0415006720120901,39262,215
0418000820120901,90413,194
0454023420120901,70047,215
0466010720120901,63186,204
0497036520120901,92059,210
0504079620120901,79568,177
0508070020120901,50237,205
0509068820120901,37830,240
0513072620120901,48820,199
0519053920120901,97186,203
0522070420120901,40137,210
0575074620120901,50081,202
0587071820120901,26059,196
0626075620120901,53742,175
0632052120120901,55784,193
0649032820120901,46601,200
0655043420120901,62173,201
0664046320120901,85425,193
0665047320120901,28450,195
0669032720120901,50007,200
0670028820120901,32207,183
0693065120120901,41285,197
0695040420120901,39076,185
0706064620120901,17144,218
0709002920120901,48670,227
0716000920120901,28612,163
0719031120120901,54931,215
0758009620120901,27663,174
0774030120120901,43441,191
0786039220120901,31321,171
0811070320120901,101142,188
0817054520120901,40837,199
1004043320120901,50544,192
1068045720120901,50500,190
0334036720120902,55386,185
0663005120120902,43514,225
0255074220120903,65632,203
0545014020120906,33562,197
0732073120120907,25513,218
0005023120120908,15685,260
0031049820120908,53089,237
0037043020120908,56111,196
0043074220120908,65632,180
0047014720120908,78000,196
0096052920120908,55755,209
0102015720120908,46843,204
0108063020120908,7462,182
0128051820120908,104745,191
0193067420120908,44016,196
0196064820120908,77006,199
0201077420120908,22536,188
0207075420120908,33598,212
0228052220120908,84852,196
0229041920120908,16227,165
0235069720120908,87114,193
0254069420120908,87821,190
0257043420120908,71004,228
0261069820120908,45112,182
0290058720120908,50855,180
0295007120120908,16591,193
0299020420120908,7654,182
0301002820120908,54128,190
0306040020120908,16304,194
0311031220120908,70585,187
0331033420120908,48346,197
0366028820120908,29142,248
0380006720120908,30685,197
0392069020120908,23322,200
0404003020120908,28041,190
0415032720120908,48843,189
0416012920120908,35127,186
0446008620120908,15570,190
0457074920120908,29526,212
0463011020120908,71530,220
0469042820120908,47022,178
0472051920120908,25893,192
0473070320120908,100990,189
0483064620120908,15237,197
0490016420120908,34202,192
0493015620120908,23567,181
0501046520120908,15257,187
0521002920120908,45602,216
0539074620120908,56087,205
0559051320120908,80795,213
0574032820120908,44683,199
0632023420120908,71126,210
0651046620120908,22804,228
0657068820120908,39507,274
0659041420120908,17725,180
0667010720120908,57745,203
0669036720120908,47553,184
0671071620120908,17981,228
0676066320120908,20122,210
0695050320120908,16010,192
0699049720120908,22259,198
0700067020120908,33006,191
0704043320120908,53133,189
0709081120120908,21688,217
0718071920120908,17880,220
0721041820120908,112522,194
0725062620120908,30799,171
0736050920120908,31644,195
0756036520120908,92804,202
0758007720120908,60314,193
0769038820120908,25317,203
0772000820120908,101821,171
0796052820120908,42189,197
1320025520120908,41678,194
0587065120120913,44219,212
0754046520120914,17015,207
0008003120120915,74617,188
0009064820120915,77963,202
0028043420120915,71004,199
0030046320120915,85290,193
0047030620120915,48186,230
0048030120120915,45369,190
0061041520120915,39435,197
0067050920120915,32597,199
0071070920120915,28115,183
0077073220120915,45653,223
0090081120120915,21728,179
0107051820120915,105232,214
0156063020120915,7189,188
0157009620120915,27513,215
0164039220120915,35491,190
0178014020120915,27112,173
0196066420120915,34140,199
0204055920120915,40217,201
0229025720120915,92746,195
0231012820120915,40478,193
0235069420120915,102455,215
0244014720120915,81500,182
0288011020120915,53723,201
0295036520120915,92177,193
0317076820120915,45511,203
0346027720120915,31442,180
0400041820120915,110708,198
0414006620120915,34178,174
0419040420120915,27113,196
0430071620120915,29013,190
0446000520120915,9933,222
0457036720120915,53334,198
0472070420120915,32933,230
0473070020120915,58955,203
0483071920120915,19139,182
0489019320120915,22829,198
0494062620120915,24826,201
0497032720120915,50290,186
0498003720120915,85214,212
0503072520120915,30176,216
0504031220120915,70585,196
0508046620120915,19399,211
0513041620120915,79219,201
0519038820120915,33436,189
0550075620120915,54922,186
0574036620120915,23228,210
0624005120120915,44856,231
0646049020120915,54132,197
0647002920120915,43919,179
0657067420120915,50360,216
0671052120120915,56062,203
0683068820120915,34512,195
0692052920120915,57091,203
0697066320120915,32016,216
0698032820120915,43867,182
0703043320120915,61797,204
0706025420120915,11496,161
0726053920120915,98792,175
0731079620120915,79332,190
0742054520120915,48032,199
0746025520120915,44225,190
0749023420120915,68833,199
0771031120120915,55783,176
0772033420120915,53980,203
0774042820120915,44921,206
1320073620120915,35491,183
0331008620120919,14373,197
0077006620120920,36864,177
0051049820120921,31175,225
0005069420120922,81719,210
0009051820120922,105019,197
0017003020120922,21559,179
0029052920120922,58334,199
0071074220120922,65632,208
0096071920120922,24236,223
0107065720120922,83421,193
0129031220120922,70585,210
0141049020120922,55145,176
0147023420120922,83231,218
0149070920120922,19023,199
