"Game Code","Play Number","Team Code","Player Code","Reception","Yards","Touchdown","1st Down","Fumble","Fumble Lost","Safety"
0128000520120830,9,128,1015859,1,5,1,0,0,0,0
0128000520120830,12,5,1030823,1,6,0,0,0,0,0
0128000520120830,14,5,1030832,1,17,0,1,0,0,0
0128000520120830,16,5,1030822,1,-2,0,0,0,0,0
0128000520120830,17,5,1030818,1,9,0,0,0,0,0
0128000520120830,24,5,1030818,1,32,0,1,0,0,0
0128000520120830,25,5,1030818,1,3,0,0,0,0,0
0128000520120830,33,128,1015842,1,3,0,0,0,0,0
0128000520120830,35,128,1031460,1,8,0,1,0,0,0
0128000520120830,36,128,1023515,1,41,0,1,0,0,0
0128000520120830,39,128,1039018,1,6,0,0,0,0,0
0128000520120830,45,5,1030823,1,9,0,0,0,0,0
0128000520120830,48,5,1022881,1,8,0,0,0,0,0
0128000520120830,49,5,1030832,1,15,0,1,0,0,0
0128000520120830,57,128,1039018,1,14,0,0,0,0,0
0128000520120830,64,5,1030823,1,8,0,0,0,0,0
0128000520120830,72,128,1046760,1,8,0,0,0,0,0
0128000520120830,76,128,1039018,1,18,1,1,0,0,0
0128000520120830,80,5,1030832,1,3,0,0,0,0,0
0128000520120830,81,5,1030832,1,0,0,0,0,0,0
0128000520120830,86,128,1031460,1,5,0,0,0,0,0
0128000520120830,97,5,1030823,1,8,0,0,0,0,0
0128000520120830,98,5,1022881,1,3,0,1,0,0,0
0128000520120830,106,5,1030809,1,0,0,0,0,0,0
0128000520120830,107,5,1030823,1,37,0,1,0,0,0
0128000520120830,108,5,1030823,1,13,1,1,0,0,0
0128000520120830,111,128,1032645,1,-2,0,0,0,0,0
0128000520120830,115,5,1030832,1,10,0,1,0,0,0
0128000520120830,116,5,1030832,1,1,0,0,0,0,0
0128000520120830,118,5,1046143,1,-3,0,0,0,0,0
0128000520120830,122,128,1023515,1,1,0,0,0,0,0
0128000520120830,123,128,1023515,1,5,0,0,0,0,0
0128000520120830,124,128,1039018,1,56,1,1,0,0,0
0128000520120830,128,5,1038361,1,9,0,0,0,0,0
0128000520120830,135,128,1015845,1,12,1,1,0,0,0
0128000520120830,140,5,1046120,1,12,0,1,0,0,0
0128000520120830,141,5,1030809,1,2,0,0,0,0,0
0128000520120830,143,5,1022884,1,6,0,0,0,0,0
0128000520120830,150,5,1046143,1,7,0,0,0,0,0
0128000520120830,151,5,1038361,1,4,0,1,0,0,0
0128000520120830,153,5,1046121,1,-10,0,0,0,0,0
0128000520120830,155,5,1015917,1,16,0,0,0,0,0
0128000520120830,156,5,1030823,1,6,0,1,0,0,0
0128000520120830,160,5,1030832,1,16,1,1,0,0,0
0128000520120830,185,5,1046143,1,11,0,1,0,0,0
0501002820120830,2,28,1046244,1,16,0,1,0,0,0
0501002820120830,6,28,1046231,1,16,0,1,0,0,0
0501002820120830,8,28,1046244,1,3,0,0,0,0,0
0501002820120830,9,28,1022984,1,16,0,1,0,0,0
0501002820120830,18,501,1037458,1,5,0,0,0,0,0
0501002820120830,21,28,1022984,1,49,0,1,0,0,0
0501002820120830,32,501,1037489,1,6,0,0,0,0,0
0501002820120830,40,28,1046231,1,6,0,0,0,0,0
0501002820120830,46,28,1046231,1,20,0,1,0,0,0
0501002820120830,55,501,1043687,1,11,0,1,0,0,0
0501002820120830,61,501,1037458,1,0,0,0,0,0,0
0501002820120830,66,28,1038484,1,50,0,1,0,0,0
0501002820120830,74,501,1021082,1,7,0,1,0,0,0
0501002820120830,86,501,1050631,1,8,0,1,0,0,0
0501002820120830,89,501,1043687,1,12,0,1,0,0,0
0501002820120830,91,501,1043685,1,12,0,1,0,0,0
0501002820120830,94,28,1046244,1,11,0,1,0,0,0
0501002820120830,107,28,1046244,1,2,0,0,0,0,0
0501002820120830,112,501,1050646,1,20,1,1,0,0,0
0501002820120830,116,28,1030940,1,10,0,1,0,0,0
0501002820120830,118,28,1046231,1,-4,0,0,0,0,0
0501002820120830,121,501,1043685,1,35,0,1,0,0,0
0501002820120830,124,501,1050639,1,25,0,1,0,0,0
0501002820120830,131,28,1022962,1,8,0,1,0,0,0
0501002820120830,132,28,1030940,1,19,0,1,0,0,0
0501002820120830,136,28,1022962,1,20,0,1,0,0,0
0501002820120830,137,28,1046231,1,7,1,0,0,0,0
0501002820120830,152,501,1043670,1,8,0,0,0,0,0
0204004720120830,2,47,1038681,1,6,0,0,0,0,0
0204004720120830,3,47,1023172,1,6,0,1,0,0,0
0204004720120830,6,47,1023175,1,4,0,1,0,0,0
0204004720120830,7,47,1023171,1,37,0,1,0,0,0
0204004720120830,15,204,1023812,1,7,0,0,0,0,0
0204004720120830,18,204,1039296,1,-3,0,0,0,0,0
0204004720120830,24,47,1031129,1,9,0,0,0,0,0
0204004720120830,25,47,1038681,1,8,0,1,0,0,0
0204004720120830,26,47,1023171,1,4,0,0,0,0,0
0204004720120830,28,47,1023171,1,11,0,1,0,0,0
0204004720120830,29,47,1031129,1,-2,0,0,1,0,0
0204004720120830,31,47,1038686,1,-3,0,0,0,0,0
0204004720120830,41,47,1023172,1,7,0,0,0,0,0
0204004720120830,42,47,1031128,1,6,0,1,0,0,0
0204004720120830,48,204,1039302,1,33,0,1,0,0,0
0204004720120830,50,204,1031756,1,5,0,1,0,0,0
0204004720120830,52,204,1031749,1,8,1,1,0,0,0
0204004720120830,77,204,1023812,1,23,1,1,0,0,0
0204004720120830,80,47,1038681,1,3,0,0,0,0,0
0204004720120830,81,47,1023171,1,7,0,1,0,0,0
0204004720120830,83,47,1023172,1,8,0,1,0,0,0
0204004720120830,95,47,1038686,1,10,0,1,0,0,0
0204004720120830,96,47,1023171,1,9,0,0,0,0,0
0204004720120830,98,47,1023171,1,9,0,0,0,0,0
0204004720120830,101,47,1023172,1,13,0,1,0,0,0
0204004720120830,103,47,1023172,1,11,0,1,0,0,0
0204004720120830,104,47,1038681,1,10,0,1,0,0,0
