"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0128000520120830,18,5,1038375,1,38,0,1,0,0,0
0128000520120830,22,128,1023521,1,41,0,1,0,0,0
0128000520120830,58,128,1023521,1,32,0,0,0,0,0
0128000520120830,69,5,1038375,1,36,0,0,0,0,0
0128000520120830,83,5,1038375,1,52,0,0,0,0,0
0128000520120830,88,128,1023521,1,53,0,0,0,0,0
0128000520120830,149,128,1023521,1,39,0,1,0,0,0
0128000520120830,169,128,1023521,1,37,0,1,0,0,0
0128000520120830,175,5,1038375,1,41,0,0,0,0,0
0501002820120830,19,501,1037463,1,61,0,0,0,1,0
0501002820120830,34,501,1037463,1,41,0,0,0,0,1
0501002820120830,45,501,1037463,1,46,0,0,0,0,0
0501002820120830,63,501,1037463,1,36,0,1,0,0,0
0501002820120830,99,28,1030911,1,32,0,0,0,1,0
0501002820120830,105,501,1037463,1,33,0,0,0,0,1
0501002820120830,110,28,1038498,1,47,0,0,0,0,0
0501002820120830,120,28,1038498,1,40,0,0,0,1,0
0501002820120830,143,501,1037463,1,38,0,0,0,1,0
0501002820120830,155,501,1037463,1,39,0,0,0,0,0
0501002820120830,169,501,1037463,1,37,0,1,0,0,0
0501002820120830,173,28,1038498,1,49,0,1,0,0,0
0204004720120830,39,204,1031761,1,27,0,0,0,0,1
0204004720120830,59,47,1015507,1,52,0,0,0,0,0
0204004720120830,67,204,1031761,1,46,0,1,0,0,0
0204004720120830,87,47,1015507,1,33,0,1,0,0,0
0204004720120830,94,204,1031761,1,44,0,0,0,0,1
0204004720120830,115,204,1031761,1,36,0,1,0,0,0
0204004720120830,124,204,1031761,1,64,0,0,0,1,0
0204004720120830,139,204,1031761,1,43,0,0,0,0,0
0204004720120830,163,204,1031761,1,54,0,0,0,0,0
0204004720120830,190,47,1015507,1,44,0,1,0,0,0
0754007720120830,11,77,1023368,1,45,0,0,0,0,0
0754007720120830,45,754,1025659,1,49,0,0,0,1,0
0754007720120830,92,754,1025659,1,40,0,0,0,1,0
0754007720120830,124,754,1025659,1,33,0,0,0,1,0
0754007720120830,142,754,66698,1,-8,1,0,0,1,0
0754007720120830,160,754,1025659,1,34,0,1,0,0,0
0754007720120830,166,77,1023368,1,53,0,0,0,1,0
0754007720120830,178,754,1025659,1,16,0,0,0,0,1
0654012920120830,6,129,1023574,1,25,0,0,0,1,0
0654012920120830,12,654,1036115,1,57,0,0,0,0,0
0654012920120830,50,654,1036115,1,43,0,0,0,0,1
0654012920120830,66,129,1023574,1,20,0,0,0,0,1
0654012920120830,85,654,1036115,1,34,0,0,0,0,0
0654012920120830,138,654,1036115,1,36,0,0,0,0,1
0654012920120830,161,654,1036115,1,68,0,0,0,1,0
0400016420120830,5,400,1027894,1,47,0,0,0,0,0
0400016420120830,28,400,1027894,1,43,0,0,0,0,0
0400016420120830,36,400,1027894,1,46,0,0,0,1,0
0400016420120830,54,400,1027894,1,44,0,0,0,1,0
0400016420120830,60,164,1023707,1,43,0,0,1,0,0
0400016420120830,64,400,1027894,1,35,0,1,0,0,0
0400016420120830,97,400,1027894,1,33,0,0,0,1,0
0400016420120830,107,400,67005,1,0,1,0,0,0,0
0400016420120830,118,400,1027894,1,39,0,1,0,0,0
0400016420120830,126,164,1023707,1,35,0,0,0,1,0
0400016420120830,130,400,1027894,1,44,0,0,0,0,1
