"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","Fumble","Fumble Lost","Safety","Fair Catch"
0128000520120830,1,128,1023515,1,10,0,0,0,0,0
0128000520120830,11,5,1038361,1,23,0,0,0,0,0
0128000520120830,62,5,1046123,1,16,0,0,0,0,0
0128000520120830,78,5,1046121,1,13,0,0,0,0,0
0128000520120830,94,5,1030823,1,6,0,0,0,0,0
0128000520120830,96,5,1046123,1,20,0,0,0,0,0
0128000520120830,110,128,1023520,1,11,0,0,0,0,0
0128000520120830,126,5,1046121,1,16,0,0,0,0,0
0128000520120830,162,128,1031460,1,0,0,0,0,0,0
0128000520120830,184,5,1038361,1,10,0,0,0,0,0
0501002820120830,1,28,1038484,1,7,0,0,0,0,0
0501002820120830,12,501,1021082,1,15,0,0,0,0,0
0501002820120830,30,501,1021082,1,38,0,0,0,0,0
0501002820120830,53,501,1021082,1,26,0,0,0,0,0
0501002820120830,84,501,1043666,1,19,0,0,0,0,0
0501002820120830,139,501,1037444,1,16,0,0,0,0,0
0204004720120830,1,47,1023171,1,16,0,0,0,0,0
0204004720120830,13,204,1039292,1,19,0,0,0,0,0
0204004720120830,34,204,1039292,1,20,0,0,0,0,0
0204004720120830,54,47,1023171,1,28,0,0,0,0,0
0204004720120830,79,47,1023171,1,23,0,0,0,0,0
0204004720120830,106,204,1023792,1,0,0,0,0,0,0
0204004720120830,135,204,1016130,1,33,0,0,0,0,0
0204004720120830,183,47,1023171,1,33,0,0,0,0,0
0754007720120830,41,754,1050286,1,17,0,0,0,0,0
0754007720120830,58,754,1050286,1,14,0,0,0,0,0
0754007720120830,88,754,1034871,1,5,0,0,0,0,0
0754007720120830,98,754,1050286,1,17,0,0,0,0,0
0754007720120830,108,754,1050286,1,63,0,0,0,0,0
0754007720120830,117,754,1050286,1,24,0,0,0,0,0
0654012920120830,23,654,1036119,1,16,0,0,0,0,0
0654012920120830,28,129,1039039,1,17,0,0,0,0,0
0654012920120830,39,129,1015898,1,14,0,0,0,0,0
0654012920120830,46,654,1036119,1,17,0,0,0,0,0
0654012920120830,61,129,1015898,1,12,0,0,0,0,0
0654012920120830,75,129,1015898,1,21,0,0,0,0,0
0654012920120830,96,654,1036119,1,24,0,0,0,0,0
0654012920120830,119,129,1015898,1,17,0,0,0,0,0
0654012920120830,157,654,1050724,1,12,0,0,0,0,0
0400016420120830,1,400,1045442,1,17,0,0,0,0,0
0400016420120830,21,400,1045442,1,20,0,0,0,0,0
0400016420120830,77,400,1045442,1,17,0,0,0,0,0
0400016420120830,83,164,1023691,1,37,0,0,0,0,0
0400016420120830,109,400,1045442,1,24,0,0,0,0,0
0400016420120830,136,400,1045442,1,19,0,0,0,0,0
0711033120120830,1,331,1024397,1,57,0,0,0,0,0
0711033120120830,24,711,1045900,1,28,0,1,1,0,0
0711033120120830,32,711,1045881,1,15,0,0,0,0,0
0711033120120830,69,331,1024397,1,98,1,0,0,0,0
0711033120120830,119,711,1045900,1,19,0,0,0,0,0
0711033120120830,127,711,1045900,1,33,0,0,0,0,0
0711033120120830,167,331,1039913,1,0,0,0,0,0,0
0402041920120830,1,419,1024829,1,57,0,0,0,0,0
0402041920120830,8,402,1030005,1,21,0,0,0,0,0
0402041920120830,47,402,1037300,1,30,0,0,0,0,0
0402041920120830,60,419,1023730,1,15,0,0,0,0,0
0402041920120830,82,419,1023730,1,27,0,0,0,0,0
0402041920120830,87,402,1030005,1,19,0,0,0,0,0
0402041920120830,96,419,1024829,1,19,0,0,0,0,0
0402041920120830,131,419,1032740,1,38,0,0,0,0,0
0402041920120830,174,419,1032740,1,85,0,0,0,0,0
0402041920120830,177,402,1037300,1,16,0,0,0,0,0
0428046520120830,1,428,1040382,1,5,0,0,0,0,0
0428046520120830,19,428,1032792,1,13,0,0,0,0,0
0428046520120830,58,465,1033007,1,13,0,0,0,0,0
0428046520120830,88,465,1025118,1,9,0,0,0,0,0
0428046520120830,131,428,1048156,1,18,0,0,0,0,0
0428046520120830,168,428,1032782,1,23,0,0,0,0,0
0102047220120830,1,472,1048441,1,14,0,0,0,0,0
0102047220120830,27,102,1042781,1,22,0,0,0,0,0
0102047220120830,92,472,1048441,1,12,0,0,0,0,0
0102047220120830,107,472,1025176,1,21,0,0,0,0,0
0102047220120830,119,472,1048441,1,24,0,0,0,0,0
0102047220120830,131,472,1048441,1,21,0,0,0,0,0
0110057420120830,35,110,1038972,1,12,0,1,0,0,0
0110057420120830,35,110,1015828,0,5,0,0,0,0,0
0110057420120830,48,110,1038972,1,34,0,0,0,0,0
0667073120120830,1,667,1050744,1,21,0,0,0,0,0
0667073120120830,43,667,1050744,1,25,0,0,0,0,0
0667073120120830,61,731,1042188,1,21,0,1,0,0,0
0667073120120830,92,731,1050075,1,23,0,0,0,0,0
0667073120120830,102,667,1050744,1,12,0,0,0,0,0
0667073120120830,141,667,1045623,1,20,0,0,0,0,0
0502073220120830,40,502,1021117,1,16,0,0,0,0,0
0502073220120830,65,502,1021117,1,13,0,0,0,0,0
0502073220120830,90,502,1021117,1,12,0,0,0,0,0
0502073220120830,102,502,1021117,1,12,0,0,0,0,0
0502073220120830,137,502,1021117,1,5,0,0,0,0,0
0648073620120830,29,736,1034732,1,23,0,0,0,0,0
0648073620120830,50,736,1034728,1,9,0,1,0,0,0
0648073620120830,135,736,1034728,1,52,0,0,0,0,0
0748022920120831,1,229,1023826,1,35,0,0,0,0,0
0748022920120831,43,229,1023826,1,2,0,0,0,0,0
0748022920120831,116,748,1050926,1,22,0,0,0,0,0
0066041620120831,19,66,1008279,1,25,0,0,0,0,0
0066041620120831,33,416,1032671,1,20,0,0,0,0,0
0066041620120831,45,66,1008279,1,27,0,0,0,0,0
0066041620120831,67,416,1032671,1,20,0,0,0,0,0
0066041620120831,82,416,1032671,1,16,0,0,0,0,0
0066041620120831,102,416,1032671,1,29,0,0,0,0,0
0066041620120831,160,66,1008279,1,19,0,0,0,0,0
0694049020120831,1,694,1041659,1,35,0,0,0,0,0
0694049020120831,57,490,1033159,1,18,0,0,0,0,0
0694049020120831,59,694,1041659,1,10,0,0,0,0,0
0694049020120831,114,490,1033159,1,26,0,0,0,0,0
0694049020120831,152,490,1033159,1,43,0,0,0,0,0
0694049020120831,193,490,1017549,1,7,0,0,0,0,0
0630067420120831,1,674,1049403,1,18,0,0,0,0,0
0630067420120831,17,630,1041302,1,10,0,0,0,0,0
0630067420120831,53,674,1049403,1,8,0,0,0,0,0
0630067420120831,84,630,1041302,1,22,0,0,0,0,0
0630067420120831,95,674,1041579,1,14,0,0,0,0,0
0739069020120831,21,739,1044049,1,7,0,0,0,0,0
0739069020120831,36,690,1026200,1,26,0,0,0,0,0
0739069020120831,55,739,1044049,1,7,0,0,0,0,0
0739069020120831,87,690,1026200,1,1,0,0,0,0,0
0739069020120831,97,690,1026200,1,14,0,0,0,0,0
0418000820120901,25,418,1048068,1,24,0,0,0,0,0
0418000820120901,35,418,1048068,1,24,0,0,0,0,0
0418000820120901,46,418,1048068,1,21,0,0,0,0,0
0418000820120901,64,418,1048068,1,16,0,0,0,0,0
0418000820120901,79,418,1048068,1,25,0,0,0,0,0
0418000820120901,92,418,1048068,1,22,0,0,0,0,0
0418000820120901,118,418,1048068,1,12,0,0,0,0,0
0418000820120901,151,418,1048068,1,33,0,0,0,0,0
0716000920120901,49,9,1030882,1,19,0,0,0,0,0
0716000920120901,62,9,1030886,1,10,0,0,0,0,0
0716000920120901,106,716,1041962,1,37,0,0,0,0,0
0716000920120901,128,716,1041927,1,10,0,0,0,0,0
0716000920120901,146,9,1030900,1,15,0,0,0,0,0
0716000920120901,175,9,1030900,1,18,0,0,0,0,0
0716000920120901,180,9,1030900,1,20,0,0,0,0,0
0709002920120901,65,709,1034342,1,54,0,0,0,0,0
0709002920120901,91,29,1038520,1,16,0,0,0,0,0
0315003120120901,1,31,1015445,1,15,0,0,0,0,0
0315003120120901,27,315,1045951,1,16,0,0,0,0,0
0315003120120901,42,31,1015445,1,19,0,0,0,0,0
0315003120120901,50,31,1015445,1,42,0,0,0,0,0
