"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0690002820050901,6,28,69325,1,45,0,0,0,0,0
0690002820050901,13,690,71845,1,32,0,0,0,0,0
0690002820050901,40,690,71845,1,28,0,1,0,0,0
0690002820050901,60,690,71845,1,43,0,0,0,0,0
0690002820050901,78,690,71845,1,41,0,1,0,0,0
0690002820050901,96,690,71845,1,44,0,0,0,0,0
0690002820050901,106,690,71845,1,33,0,1,0,0,0
0690002820050901,121,690,71845,1,36,0,0,0,0,0
0690002820050901,129,690,71845,1,34,0,0,0,0,0
0690002820050901,187,28,69325,1,48,0,0,0,0,0
0204014020050901,53,140,78430,1,20,0,0,0,0,1
0204014020050901,57,204,64679,1,53,0,0,0,0,1
0204014020050901,64,140,66604,1,21,1,0,0,0,0
0204014020050901,85,140,78430,1,29,0,0,0,0,0
0204014020050901,101,140,78430,1,32,0,1,0,0,0
0204014020050901,107,204,64679,1,29,0,0,0,0,1
0204014020050901,120,204,64679,1,45,0,0,0,0,1
0204014020050901,129,140,78430,1,36,0,0,0,0,0
0204014020050901,137,204,64679,1,53,0,0,0,1,0
0204014020050901,175,204,64679,1,39,0,0,0,1,0
0086016420050901,6,86,68640,1,34,0,0,0,0,1
0086016420050901,25,86,68640,1,43,0,0,0,0,0
0086016420050901,32,164,70627,1,22,0,0,0,0,1
0086016420050901,36,86,68640,1,28,0,0,0,0,1
0086016420050901,46,86,68640,1,51,0,0,0,0,0
0086016420050901,51,164,70627,1,42,0,1,0,0,0
0086016420050901,55,86,68640,1,57,0,0,0,0,0
0086016420050901,81,86,68640,1,36,0,0,0,0,0
0086016420050901,91,86,68640,1,36,0,0,0,0,0
0086016420050901,101,164,70627,1,37,0,0,0,1,0
0086016420050901,108,86,68640,1,22,0,0,0,0,1
0086016420050901,126,86,68640,1,43,0,0,0,0,1
0086016420050901,133,164,70627,1,44,0,1,0,0,0
0086016420050901,137,86,68640,1,41,0,0,0,1,0
0086016420050901,157,86,68640,1,31,0,0,0,0,1
0529028820050901,5,529,79017,1,27,0,0,0,0,1
0529028820050901,9,288,66953,1,-1,0,0,0,1,0
0529028820050901,73,288,47931,1,42,0,0,0,0,0
0529028820050901,77,529,79017,1,40,0,0,0,1,0
0529028820050901,85,288,47931,1,41,0,0,1,0,0
0529028820050901,143,288,47931,1,43,0,0,0,0,0
0529028820050901,161,288,47931,1,46,0,0,0,0,0
0529028820050901,178,288,47931,1,35,0,0,0,0,0
0529028820050901,182,529,79017,1,40,0,1,0,0,0
0786038820050901,20,388,73855,1,36,0,0,0,1,0
0786038820050901,24,786,53020,1,38,0,0,0,0,0
0786038820050901,37,786,53020,1,26,0,0,0,1,0
0786038820050901,44,388,73855,1,27,0,0,0,0,1
0786038820050901,48,786,56840,1,46,0,0,0,0,0
0786038820050901,117,388,73855,1,42,0,1,0,0,0
0786038820050901,144,786,56840,1,35,0,0,0,0,0
0786038820050901,163,786,56840,1,42,0,0,0,0,0
0786038820050901,171,388,73855,1,28,0,1,0,0,0
0786038820050901,175,786,56840,1,37,0,0,0,0,0
0508049820050901,5,498,49932,1,43,0,0,0,0,0
0508049820050901,9,508,72406,1,39,0,0,0,0,0
0508049820050901,16,498,49932,1,37,0,0,1,0,0
0508049820050901,21,508,72406,1,77,0,0,0,0,0
0508049820050901,36,508,72406,1,37,0,0,0,0,0
0508049820050901,83,498,49932,1,32,0,0,0,0,0
0508049820050901,122,498,49932,1,55,0,0,1,0,0
0508049820050901,126,508,72406,1,47,0,0,0,0,0
0508049820050901,130,498,49932,1,45,0,0,0,0,0
0508049820050901,147,498,49932,1,39,0,0,0,0,0
0508049820050901,159,498,49932,1,52,0,0,1,0,0
0508049820050901,183,508,72406,1,43,0,0,0,0,0
0128064820050901,12,128,76482,1,40,0,0,0,0,1
0128064820050901,51,128,76482,1,42,0,1,0,0,0
0128064820050901,56,648,39045,1,38,0,0,0,1,0
0128064820050901,60,128,76482,1,46,0,0,0,0,0
0128064820050901,127,128,76482,1,30,0,0,0,0,0
0128064820050901,136,648,39045,1,42,0,0,0,1,0
0771070920050901,17,771,66709,1,0,1,0,0,0,0
0771070920050901,27,771,59386,1,45,0,0,0,0,1
0771070920050901,65,709,75247,1,33,0,1,0,0,0
0771070920050901,109,771,59386,1,63,0,0,0,1,0
0771070920050901,120,709,75247,1,32,0,1,0,0,0
0771070920050901,124,771,59386,1,49,0,0,0,0,0
0771070920050901,179,709,75247,1,34,0,0,0,0,0
0428071920050901,11,719,64563,1,51,0,0,0,1,0
0428071920050901,35,719,64563,1,35,0,0,0,0,1
0428071920050901,42,719,64563,1,35,0,0,0,0,0
0428071920050901,60,428,74140,1,55,0,0,0,1,0
0428071920050901,67,719,64563,1,22,0,0,0,0,1
0428071920050901,116,428,74140,1,38,0,0,0,0,0
0428071920050901,122,428,74140,1,24,0,0,0,1,0
0428071920050901,126,719,64563,1,42,0,1,0,0,0
0428071920050901,169,719,64563,1,47,0,0,0,1,0
0736074920050901,52,749,52722,1,45,0,0,0,1,0
0736074920050901,69,749,52722,1,22,0,0,0,1,0
0736074920050901,78,736,58210,1,37,0,0,1,0,0
0736074920050901,97,736,58210,1,45,0,0,1,0,0
0736074920050901,142,749,52722,1,39,0,0,0,1,0
0736074920050901,146,736,58210,1,34,0,0,0,0,0
0736074920050901,160,736,58210,1,21,0,0,0,1,0
0736074920050901,167,749,52722,1,29,0,0,0,1,0
0295075420050901,28,754,41344,1,42,0,0,0,0,0
0295075420050901,33,295,84619,1,38,0,1,0,0,0
0295075420050901,50,295,84619,1,37,0,0,0,0,0
0295075420050901,77,754,66698,1,44,1,0,0,1,0
0295075420050901,81,295,84619,1,37,0,0,0,1,0
0295075420050901,93,754,41344,1,40,0,0,0,0,0
0295075420050901,99,295,84619,1,50,0,0,0,0,0
0295075420050901,112,295,84619,1,33,0,0,0,1,0
0295075420050901,116,754,41344,1,47,0,0,1,0,0
0295075420050901,121,295,84619,1,38,0,0,0,0,0
0295075420050901,150,295,84619,1,35,0,1,0,0,0
0295075420050901,168,295,84619,1,36,0,0,0,0,0
0295075420050901,172,295,84619,1,47,0,0,1,0,0
0295075420050901,176,754,41344,1,38,0,0,0,0,0
0306012920050902,5,129,64444,1,34,0,0,0,1,0
0306012920050902,9,306,48299,1,53,0,0,1,0,0
0306012920050902,15,129,64444,1,36,0,0,1,0,0
0306012920050902,20,306,48299,1,53,0,0,0,0,0
0306012920050902,31,129,64444,1,33,0,0,0,0,0
0306012920050902,35,306,48299,1,42,0,0,0,0,1
0306012920050902,48,306,48299,1,46,0,0,0,0,0
0306012920050902,52,129,64444,1,40,0,1,0,0,0
0306012920050902,58,306,48299,1,40,0,0,0,1,0
0306012920050902,63,129,64444,1,32,0,0,0,0,1
0306012920050902,68,306,48299,1,41,0,1,0,0,0
0306012920050902,88,129,64444,1,38,0,0,0,0,0
0306012920050902,118,129,64444,1,38,0,0,0,0,0
0306012920050902,128,306,48299,1,25,0,0,0,1,0
0306012920050902,146,306,48299,1,38,0,1,0,0,0
0306012920050902,150,129,64444,1,35,0,0,0,0,0
0306012920050902,167,129,64444,1,25,0,1,0,0,0
0306012920050902,173,306,48299,1,37,0,0,0,0,0
0306012920050902,178,129,64444,1,34,0,0,1,0,0
0306012920050902,191,306,48299,1,28,0,1,0,0,0
0306012920050902,195,129,64444,1,45,0,1,0,0,0
0029073220050902,15,732,83808,1,33,0,0,0,1,0
0029073220050902,24,732,83808,1,32,0,1,0,0,0
0029073220050902,28,29,45551,1,51,0,0,0,0,0
0029073220050902,34,29,45551,1,36,0,0,1,0,0
0029073220050902,71,29,45551,1,52,0,0,0,0,0
0029073220050902,88,29,45551,1,44,0,0,0,0,0
0029073220050902,92,732,83808,1,45,0,0,1,0,0
0029073220050902,129,29,45551,1,30,0,0,0,1,0
0029073220050902,136,732,83808,1,36,0,0,0,0,0
0029073220050902,156,732,83808,1,38,0,1,0,0,0
0029073220050902,177,732,83808,1,41,0,0,0,0,1
0029073220050902,186,29,45551,1,42,0,0,1,0,0
0029073220050902,195,732,83808,1,30,0,0,0,0,1
0419000820050903,6,8,73050,1,36,0,0,0,0,0
0419000820050903,13,419,49285,1,47,0,0,0,0,0
0419000820050903,18,8,73050,1,44,0,1,0,0,0
0419000820050903,34,419,49285,1,33,0,0,0,1,0
0419000820050903,75,419,49285,1,42,0,0,0,0,0
0419000820050903,82,419,49285,1,48,0,0,0,0,0
0419000820050903,100,419,49285,1,42,0,1,0,0,0
0419000820050903,116,419,49285,1,49,0,0,0,0,1
0419000820050903,129,419,49285,1,31,0,1,0,0,0
0419000820050903,137,8,73050,1,28,0,0,0,1,0
0419000820050903,141,419,49285,1,48,0,1,0,0,0
0434003020050903,13,30,63233,1,57,0,0,0,1,0
0434003020050903,29,30,63233,1,41,0,0,0,0,0
0434003020050903,53,30,43963,1,27,0,0,0,1,0
0434003020050903,80,30,63233,1,41,0,0,1,0,0
0434003020050903,94,30,63233,1,35,0,0,0,1,0
