"Game Code","Play Number","Team Code","Player Code","Reception","Yards","Touchdown","1st Down","Fumble","Fumble Lost","Safety"
0690002820050901,7,690,51815,1,5,0,0,0,0,0
0690002820050901,11,690,84484,1,-2,0,0,0,0,0
0690002820050901,12,690,84484,1,-1,0,0,1,0,0
0690002820050901,18,28,43887,1,11,0,1,0,0,0
0690002820050901,21,28,69368,1,9,0,1,0,0,0
0690002820050901,23,28,43887,1,24,0,1,0,0,0
0690002820050901,31,690,51815,1,14,0,1,0,0,0
0690002820050901,38,690,84494,1,3,0,0,0,0,0
0690002820050901,43,28,69368,1,13,0,1,0,0,0
0690002820050901,44,28,43877,1,28,0,1,0,0,0
0690002820050901,45,28,43864,1,4,0,0,0,0,0
0690002820050901,47,28,43877,1,24,1,1,0,0,0
0690002820050901,53,690,84494,1,15,0,1,0,0,0
0690002820050901,64,690,84484,1,9,0,0,0,0,0
0690002820050901,72,28,69368,1,4,1,0,0,0,0
0690002820050901,79,28,69281,1,14,0,1,0,0,0
0690002820050901,97,28,43864,1,18,1,1,0,0,0
0690002820050901,107,28,69281,1,5,0,0,0,0,0
0690002820050901,109,28,69281,1,8,0,0,0,0,0
0690002820050901,116,690,84494,1,11,0,1,0,0,0
0690002820050901,117,690,84494,1,11,0,1,0,0,0
0690002820050901,125,690,84488,1,9,0,1,0,0,0
0690002820050901,128,690,84484,1,7,0,0,0,0,0
0690002820050901,132,28,69369,1,15,0,1,0,0,0
0690002820050901,136,28,43864,1,31,1,1,0,0,0
0690002820050901,140,690,84494,1,3,0,0,0,0,0
0690002820050901,141,690,84488,1,36,0,1,0,0,0
0690002820050901,144,690,84495,1,6,0,0,0,0,0
0690002820050901,154,690,51815,1,15,0,1,0,0,0
0690002820050901,161,28,69279,1,6,0,1,0,0,0
0690002820050901,162,28,69303,1,11,0,1,0,0,0
0690002820050901,166,28,69303,1,17,1,1,0,0,0
0690002820050901,169,690,71848,1,-4,0,0,1,1,0
0690002820050901,172,28,43856,1,3,0,0,0,0,0
0690002820050901,174,28,61826,1,14,0,1,0,0,0
0690002820050901,178,690,84494,1,55,0,1,0,0,0
0690002820050901,180,690,59878,1,11,1,1,0,0,0
0204014020050901,3,140,58783,1,10,0,1,0,0,0
0204014020050901,4,140,31868,1,3,0,0,0,0,0
0204014020050901,6,140,70493,1,8,0,0,0,0,0
0204014020050901,11,140,77424,1,10,1,0,0,0,0
0204014020050901,18,204,78529,1,9,0,1,0,0,0
0204014020050901,20,204,64682,1,6,0,0,0,0,0
0204014020050901,21,204,47199,1,9,0,1,0,0,0
0204014020050901,23,204,64682,1,9,0,0,0,0,0
0204014020050901,29,204,47199,1,3,0,0,1,0,0
0204014020050901,35,140,58783,1,6,0,1,0,0,0
0204014020050901,39,140,78442,1,38,1,1,0,0,0
0204014020050901,43,204,47199,1,5,0,0,0,0,0
0204014020050901,44,204,64676,1,11,0,1,0,0,0
0204014020050901,46,204,47206,1,27,1,1,0,0,0
0204014020050901,65,204,47208,1,2,0,0,0,0,0
0204014020050901,68,204,64676,1,11,0,1,0,0,0
0204014020050901,71,204,64676,1,6,0,1,0,0,0
0204014020050901,80,140,58777,1,6,0,1,0,0,0
0204014020050901,81,140,58791,1,11,0,1,0,0,0
0204014020050901,88,204,64669,1,-1,0,0,0,0,0
0204014020050901,93,140,70493,1,7,0,0,0,0,0
0204014020050901,96,140,31868,1,3,0,0,0,0,0
0204014020050901,108,140,58775,1,24,0,1,0,0,0
0204014020050901,114,204,64682,1,-1,0,0,0,0,0
0204014020050901,115,204,78529,1,13,0,1,0,0,0
0204014020050901,117,204,47206,1,5,0,0,0,0,0
0204014020050901,123,140,58783,1,8,0,1,0,0,0
0204014020050901,131,204,47206,1,7,0,0,0,0,0
0204014020050901,142,140,58777,1,6,0,1,0,0,0
0204014020050901,145,140,31868,1,17,0,1,0,0,0
0204014020050901,146,140,77424,1,9,0,0,0,0,0
0204014020050901,153,204,47199,1,11,0,1,0,0,0
0204014020050901,155,204,47206,1,0,0,0,0,0,0
0204014020050901,156,204,47199,1,6,0,0,0,0,0
0204014020050901,157,204,64682,1,20,0,1,0,0,0
0204014020050901,168,140,31868,1,4,0,0,0,0,0
0204014020050901,180,140,77424,1,6,0,1,0,0,0
0204014020050901,188,204,47206,1,6,0,0,0,0,0
0204014020050901,190,204,47206,1,3,0,0,0,0,0
0086016420050901,3,86,78370,1,-2,0,0,0,0,0
0086016420050901,5,86,57114,1,19,0,0,0,0,0
0086016420050901,10,164,70637,1,7,0,0,0,0,0
0086016420050901,15,164,46663,1,12,0,1,0,0,0
0086016420050901,31,164,32186,1,6,0,0,0,0,0
0086016420050901,59,164,46680,1,15,1,1,0,0,0
0086016420050901,62,86,78372,1,9,0,0,0,0,0
0086016420050901,68,164,70637,1,12,0,1,0,0,0
0086016420050901,71,164,46680,1,22,1,1,0,0,0
0086016420050901,76,86,46067,1,10,0,1,0,0,0
0086016420050901,78,86,46067,1,3,0,0,0,0,0
0086016420050901,97,164,70642,1,9,0,1,0,0,0
0086016420050901,99,164,70637,1,9,0,0,0,0,0
0086016420050901,107,86,57114,1,12,0,0,0,0,0
0086016420050901,112,164,70620,1,6,0,0,0,0,0
0086016420050901,118,164,70642,1,8,0,0,0,0,0
0086016420050901,119,164,46690,1,15,0,1,0,0,0
0086016420050901,128,164,70621,1,6,0,0,0,0,0
0086016420050901,132,164,70642,1,2,0,0,0,0,0
0086016420050901,148,164,70620,1,3,1,0,0,0,0
0086016420050901,152,86,78372,1,-4,0,0,0,0,0
0086016420050901,153,86,57114,1,14,0,1,0,0,0
0086016420050901,154,86,57114,1,-4,0,0,0,0,0
0086016420050901,155,86,78343,1,3,0,0,0,0,0
0529028820050901,12,529,37835,1,10,0,1,0,0,0
0529028820050901,13,529,55969,1,19,0,1,0,0,0
0529028820050901,20,288,71935,1,6,0,0,0,0,0
0529028820050901,26,529,37835,1,39,0,1,0,0,0
0529028820050901,30,529,79019,1,1,0,0,0,0,0
0529028820050901,33,288,56865,1,70,1,1,0,0,0
0529028820050901,37,529,37835,1,11,0,1,0,0,0
0529028820050901,40,529,37835,1,12,0,1,0,0,0
0529028820050901,41,529,55969,1,0,0,0,0,0,0
0529028820050901,42,529,55967,1,14,0,1,0,0,0
0529028820050901,45,529,37835,1,3,1,0,0,0,0
0529028820050901,50,288,56346,1,13,0,1,0,0,0
0529028820050901,54,288,56847,1,62,1,1,0,0,0
0529028820050901,58,529,79019,1,5,0,0,0,0,0
0529028820050901,59,529,37835,1,5,0,1,0,0,0
0529028820050901,69,288,71938,1,5,0,0,0,0,0
0529028820050901,71,288,56346,1,-1,0,0,0,0,0
0529028820050901,75,529,79019,1,3,0,0,0,0,0
0529028820050901,78,288,56847,1,38,0,1,0,0,0
0529028820050901,79,288,71938,1,7,0,0,0,0,0
0529028820050901,83,288,56346,1,-5,0,0,0,0,0
0529028820050901,88,529,77016,1,13,0,0,0,0,0
0529028820050901,91,529,77016,1,12,0,0,0,0,0
0529028820050901,92,529,37835,1,12,0,1,0,0,0
0529028820050901,93,529,37837,1,7,0,0,0,0,0
