"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","Fumble","Fumble Lost","Safety","Fair Catch"
0690002820050901,6,690,84487,1,2,0,0,0,0,0
0690002820050901,13,28,43895,1,5,0,0,0,0,0
0690002820050901,40,28,43895,0,0,0,0,0,0,1
0690002820050901,60,28,43895,1,6,0,0,0,0,0
0690002820050901,78,28,43895,0,0,0,0,0,0,1
0690002820050901,96,28,43895,1,45,0,0,0,0,0
0690002820050901,106,28,43895,0,0,0,0,0,0,1
0690002820050901,121,28,43895,1,2,0,0,0,0,0
0690002820050901,129,28,43895,1,0,0,0,0,0,0
0690002820050901,187,690,84487,1,-1,0,0,0,0,0
0204014020050901,85,204,64682,1,10,0,1,0,0,0
0204014020050901,101,204,64682,0,0,0,0,0,0,1
0204014020050901,129,204,64682,1,4,0,0,0,0,0
0086016420050901,25,164,70642,1,1,0,0,0,0,0
0086016420050901,46,164,70642,1,32,0,0,0,0,0
0086016420050901,51,86,78370,0,0,0,0,0,0,1
0086016420050901,55,164,70642,1,50,0,0,0,0,0
0086016420050901,81,164,70642,1,25,0,0,0,0,0
0086016420050901,91,164,70642,1,10,0,0,0,0,0
0086016420050901,133,86,78370,0,0,0,0,0,0,1
0529028820050901,73,529,37790,1,13,0,0,0,0,0
0529028820050901,143,529,37790,1,17,0,0,0,0,0
0529028820050901,161,529,37790,1,28,0,0,0,0,0
0529028820050901,178,529,77000,1,11,0,0,0,0,0
0529028820050901,182,288,56346,0,0,0,0,0,0,1
0786038820050901,24,388,84497,1,7,0,0,0,0,0
0786038820050901,48,388,84497,1,12,0,0,0,0,0
0786038820050901,117,786,41842,0,0,0,0,0,0,1
0786038820050901,144,388,84497,1,6,0,0,0,0,0
0786038820050901,163,388,73856,1,4,0,0,0,0,0
0786038820050901,171,786,41842,0,0,0,0,0,0,1
0786038820050901,175,388,49002,1,23,0,0,0,0,0
0508049820050901,9,498,57665,1,6,0,0,0,0,0
0508049820050901,36,498,57665,1,6,0,0,0,0,0
0508049820050901,83,508,64917,1,0,0,1,0,0,0
0508049820050901,126,498,57665,1,0,0,0,0,0,0
0508049820050901,147,508,50136,1,54,0,0,0,0,0
0508049820050901,183,498,74602,1,0,0,0,0,0,0
0128064820050901,51,648,84526,0,0,0,0,0,0,1
0128064820050901,60,648,84526,1,11,0,0,0,0,0
0128064820050901,127,648,71474,1,2,0,1,1,0,0
0771070920050901,17,709,59243,1,23,0,0,0,0,0
0771070920050901,17,709,52113,0,10,0,0,0,0,0
