"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0690002820050901,2,28,69281,1,2,0,0,0,0,0,0
0690002820050901,8,690,59878,1,0,0,0,0,0,0,0
0690002820050901,10,690,78073,1,1,0,0,0,0,0,0
0690002820050901,14,28,69281,1,5,0,0,0,0,0,0
0690002820050901,15,28,69281,1,10,0,1,0,0,0,0
0690002820050901,16,28,69281,1,2,0,0,0,0,0,0
0690002820050901,20,28,69281,1,4,0,0,0,1,0,0
0690002820050901,24,28,69281,1,7,0,0,0,0,0,0
0690002820050901,25,28,43867,1,2,0,0,0,0,0,0
0690002820050901,26,28,43867,1,4,0,1,0,0,0,0
0690002820050901,27,28,69281,1,3,1,0,0,0,0,0
0690002820050901,30,690,59878,1,-1,0,0,0,0,0,0
0690002820050901,32,690,59878,1,0,0,0,0,0,0,0
0690002820050901,39,690,51818,1,1,0,0,0,0,0,0
0690002820050901,41,28,43867,1,4,0,0,0,0,0,0
0690002820050901,46,28,69281,1,12,0,1,0,0,0,0
0690002820050901,50,690,71848,1,5,0,0,0,0,0,0
0690002820050901,51,690,71848,1,-5,0,0,0,0,0,0
0690002820050901,54,690,71848,1,0,0,0,0,0,0,0
0690002820050901,55,690,51818,1,9,0,0,0,0,0,0
0690002820050901,56,690,71848,1,5,0,1,0,0,0,0
0690002820050901,57,690,71848,1,2,0,0,0,0,0,0
0690002820050901,59,690,51818,1,-3,0,0,0,0,0,0
0690002820050901,61,28,61840,1,-8,0,0,1,1,0,0
0690002820050901,61,28,69360,0,0,0,0,0,0,0,1
0690002820050901,65,690,59878,1,2,0,1,0,0,0,0
0690002820050901,68,28,84481,1,15,0,1,0,0,0,0
0690002820050901,69,28,84481,1,14,0,1,0,0,0,0
0690002820050901,70,28,84481,1,3,0,0,0,0,0,0
0690002820050901,76,690,59878,1,0,0,0,0,0,0,0
0690002820050901,80,28,84481,1,9,0,0,0,0,0,0
0690002820050901,82,28,84481,1,28,0,1,0,0,0,0
0690002820050901,83,28,84481,1,-4,0,0,0,0,0,0
0690002820050901,84,28,69281,1,7,0,0,0,0,0,0
0690002820050901,87,690,71848,1,1,0,0,0,0,0,0
0690002820050901,88,690,71848,1,2,0,0,0,0,0,0
0690002820050901,90,690,59878,1,7,0,1,0,0,0,0
0690002820050901,91,690,59878,1,2,0,0,0,0,0,0
0690002820050901,92,690,59878,1,3,0,0,0,0,0,0
0690002820050901,94,690,59878,1,3,0,0,0,0,0,0
0690002820050901,100,690,67138,1,-1,0,0,0,0,0,0
0690002820050901,103,690,59878,1,5,0,0,0,0,0,0
0690002820050901,105,690,51818,1,0,0,0,0,0,0,0
0690002820050901,108,28,69281,1,8,0,1,0,0,0,0
0690002820050901,110,28,84481,1,33,0,1,0,0,0,0
0690002820050901,111,28,84481,1,2,0,0,0,0,0,0
0690002820050901,112,28,84481,1,4,1,0,0,0,0,0
0690002820050901,118,690,59878,1,-2,0,0,0,0,0,0
0690002820050901,123,690,71848,1,4,0,0,0,0,0,0
0690002820050901,124,690,71848,1,0,0,0,0,0,0,0
0690002820050901,130,28,84481,1,7,0,0,0,0,0,0
0690002820050901,131,28,84481,1,14,0,1,0,0,0,0
0690002820050901,133,28,84481,1,9,0,0,0,0,0,0
0690002820050901,134,28,76477,1,4,0,1,0,0,0,0
0690002820050901,135,28,76477,1,5,0,0,0,0,0,0
0690002820050901,143,690,59878,1,14,0,1,0,0,0,0
0690002820050901,147,690,59878,1,5,0,0,0,0,0,0
0690002820050901,148,690,78073,1,1,0,0,0,0,0,0
0690002820050901,149,690,78073,1,1,1,0,0,0,0,0
0690002820050901,152,28,76477,1,-3,0,0,0,1,1,0
0690002820050901,153,690,59878,1,0,0,0,0,0,0,0
0690002820050901,155,690,59878,1,6,0,0,0,0,0,0
0690002820050901,156,690,51818,1,1,0,0,0,0,0,0
0690002820050901,157,690,59878,1,-2,0,0,0,0,0,0
0690002820050901,159,28,76477,1,5,0,0,0,0,0,0
0690002820050901,160,28,76477,1,3,0,0,0,0,0,0
0690002820050901,163,28,76477,1,8,0,0,0,0,0,0
0690002820050901,164,28,76477,1,36,0,1,0,0,0,0
0690002820050901,165,28,69329,1,2,0,0,0,0,0,0
0690002820050901,170,28,69329,1,3,0,0,0,0,0,0
0690002820050901,171,28,69329,1,4,0,0,0,0,0,0
0690002820050901,175,28,69329,1,2,1,0,0,0,0,0
0690002820050901,184,28,69329,1,5,0,0,0,0,0,0
0690002820050901,185,28,69329,1,2,0,0,0,0,0,0
0690002820050901,189,28,69329,1,6,0,0,0,0,0,0
0690002820050901,190,28,76477,1,6,0,1,0,0,0,0
0690002820050901,191,28,76477,1,5,0,0,0,0,0,0
0690002820050901,192,28,69329,1,7,0,1,0,0,0,0
0690002820050901,193,28,76477,1,4,1,0,0,0,0,0
0690002820050901,196,690,71848,1,-4,0,0,0,0,0,0
0204014020050901,2,140,70493,1,7,0,0,0,0,0,0
0204014020050901,5,140,78442,1,8,0,1,0,0,0,0
0204014020050901,7,140,70493,1,3,0,1,0,0,0,0
0204014020050901,8,140,58777,1,11,0,1,0,0,0,0
0204014020050901,9,140,58777,1,0,0,0,0,0,0,0
0204014020050901,14,204,68811,1,23,0,1,0,0,0,0
0204014020050901,15,204,78529,1,2,0,0,0,0,0,0
0204014020050901,16,204,78529,1,4,0,0,0,0,0,0
0204014020050901,19,204,68811,1,0,0,0,0,0,0,0
0204014020050901,24,204,64668,1,3,0,1,0,0,0,0
0204014020050901,25,204,64668,1,2,0,0,0,0,0,0
0204014020050901,26,204,68811,1,2,0,0,0,0,0,0
0204014020050901,32,140,70493,1,3,0,0,0,0,0,0
0204014020050901,34,140,70487,1,5,0,0,0,0,0,0
0204014020050901,37,140,70487,1,5,0,0,0,0,0,0
0204014020050901,45,204,68811,1,8,0,0,0,0,0,0
0204014020050901,49,140,70493,1,11,0,1,0,0,0,0
0204014020050901,50,140,70493,1,7,0,0,0,0,0,0
0204014020050901,51,140,58777,1,1,0,0,0,0,0,0
0204014020050901,54,204,64668,1,2,0,0,0,0,0,0
0204014020050901,55,204,78529,1,0,0,0,0,0,0,0
0204014020050901,56,204,68830,1,2,0,0,0,0,0,0
0204014020050901,58,140,70493,1,3,0,0,0,0,0,0
0204014020050901,59,140,58783,1,6,0,0,0,0,0,0
0204014020050901,60,140,70493,1,2,0,1,0,0,0,0
0204014020050901,62,140,58777,1,5,0,0,0,0,0,0
0204014020050901,70,204,68811,1,5,0,0,0,0,0,0
0204014020050901,73,204,78529,1,-1,0,0,0,0,0,0
0204014020050901,74,204,78529,1,4,1,0,0,0,0,0
0204014020050901,78,140,70493,1,5,0,0,0,0,0,0
