"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
5,0005055920050910,21,23,0,46,26,362,3,0,0,5,144,0,2,-2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,260,5,228,0,0,0,4,2,59,18,2.0,4,0.0,0,0,1,2,0,4,12,1,1433,5,42,13,2,3,0,2,1,1
5,0005041920050917,39,102,0,43,23,319,2,3,0,2,26,0,4,16,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,4,126,4,260,2,0,0,0,0,39,14,6.0,22,3.0,15,0,2,2,0,6,16,4,2154,8,49,14,7,2,0,5,2,0
5,0503000520050924,32,119,1,39,20,406,5,0,1,5,95,0,5,76,0,0,0,0,1,29,0,0,0,0,2,2,4,4,1,1,0,0,0,48,7,283,8,502,1,0,0,0,0,53,26,6.0,22,5.0,12,0,1,3,0,6,14,0,1764,5,36,15,6,0,0,4,3,1
5,0129000520051001,24,90,0,57,30,270,2,3,0,5,129,0,3,6,0,0,0,0,1,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,8,309,4,253,0,0,0,2,1,45,26,3.0,8,0.0,0,0,0,4,0,7,12,3,1908,5,50,20,7,1,1,2,0,1
5,0005008620051008,36,79,1,33,12,145,0,0,0,1,15,0,3,59,0,0,0,0,1,0,0,0,0,0,4,2,1,1,0,0,0,0,0,13,8,327,4,164,1,0,0,1,1,37,30,10.0,57,5.0,45,0,1,4,0,4,5,0,1657,9,89,18,3,3,1,5,1,2
5,0005041420051015,33,160,2,44,22,217,1,2,0,2,29,0,0,0,0,0,0,0,1,9,0,1,13,0,1,1,3,2,0,0,0,0,0,23,5,185,5,325,4,0,0,5,4,30,52,7.0,18,1.0,9,3,1,4,1,7,11,3,1711,10,108,17,5,2,1,5,3,1
5,0725000520051022,22,44,0,45,21,188,0,1,0,3,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,299,1,61,0,0,0,1,0,55,16,8.0,24,1.0,3,0,0,3,0,3,10,0,1594,2,10,17,5,3,1,0,0,0
5,0005007120051029,42,153,2,29,15,205,1,0,0,2,41,0,2,-11,0,0,0,0,1,14,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,282,5,269,1,0,0,1,0,43,38,11.0,28,3.0,14,1,1,3,0,9,9,2,1927,8,84,16,7,1,1,4,3,1
5,0005004720051105,28,84,0,44,22,285,2,1,0,6,132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,8,318,4,165,0,0,0,0,0,60,27,11.0,37,5.5,24,1,0,1,0,4,15,1,1598,9,80,17,6,2,1,3,1,1
5,0519000520051115,44,228,2,32,22,270,1,1,0,1,22,0,4,56,0,0,0,0,1,18,0,0,0,0,4,2,3,3,0,0,0,0,0,27,3,89,6,386,2,0,0,3,1,32,10,12.0,44,4.0,22,0,1,3,0,12,9,2,2207,10,85,17,6,2,2,6,2,2
