"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0690002820050901,3,28,61840,43864,1,0,0,0,0,0,0
0690002820050901,5,28,61840,43895,1,0,0,0,0,0,0
0690002820050901,7,690,51818,51815,1,1,5,0,0,0,0
0690002820050901,11,690,51818,84484,1,1,-2,0,0,0,0
0690002820050901,12,690,51818,84484,1,1,-1,0,0,0,0
0690002820050901,17,28,61840,43887,1,0,0,0,0,0,0
0690002820050901,18,28,61840,43887,1,1,11,0,0,1,0
0690002820050901,19,28,61840,69368,1,0,0,0,0,0,0
0690002820050901,21,28,61840,69368,1,1,9,0,0,1,0
0690002820050901,22,28,61840,43864,1,0,0,0,0,0,0
0690002820050901,23,28,61840,43887,1,1,24,0,0,1,0
0690002820050901,31,690,51818,51815,1,1,14,0,0,1,0
0690002820050901,35,690,51818,84484,1,0,0,0,0,0,0
0690002820050901,37,690,51818,84494,1,0,0,0,0,0,0
0690002820050901,38,690,51818,84494,1,1,3,0,0,0,0
0690002820050901,42,28,61840,43864,1,0,0,0,0,0,0
0690002820050901,43,28,61840,69368,1,1,13,0,0,1,0
0690002820050901,44,28,61840,43877,1,1,28,0,0,1,0
0690002820050901,45,28,61840,43864,1,1,4,0,0,0,0
0690002820050901,47,28,61840,43877,1,1,24,1,0,1,0
0690002820050901,53,690,51818,84494,1,1,15,0,0,1,0
0690002820050901,58,690,51818,51815,1,0,0,0,0,0,0
0690002820050901,63,690,51818,71847,1,0,0,0,0,0,0
0690002820050901,64,690,51818,84484,1,1,9,0,0,0,0
0690002820050901,66,690,51818,51815,1,0,0,0,0,0,0
0690002820050901,67,690,51818,,1,0,0,0,1,0,0
0690002820050901,71,28,61840,43852,1,0,0,0,0,0,0
0690002820050901,72,28,61840,69368,1,1,4,1,0,0,0
0690002820050901,75,690,51818,51815,1,0,0,0,0,0,0
0690002820050901,77,690,51818,51815,1,0,0,0,0,0,0
0690002820050901,79,28,61840,69281,1,1,14,0,0,1,0
0690002820050901,81,28,61840,43887,1,0,0,0,0,0,0
0690002820050901,86,28,61840,,1,0,0,0,1,0,0
0690002820050901,97,28,61840,43864,1,1,18,1,0,1,0
0690002820050901,104,690,51818,59878,1,0,0,0,0,0,0
0690002820050901,107,28,61840,69281,1,1,5,0,0,0,0
0690002820050901,109,28,61840,69281,1,1,8,0,0,0,0
0690002820050901,115,690,51818,84494,1,0,0,0,0,0,0
0690002820050901,116,690,51818,84494,1,1,11,0,0,1,0
0690002820050901,117,690,51818,84494,1,1,11,0,0,1,0
0690002820050901,119,690,51818,84484,1,0,0,0,0,0,0
0690002820050901,120,690,51818,84494,1,0,0,0,0,0,0
0690002820050901,122,28,61840,,1,0,0,0,1,0,0
0690002820050901,125,690,51818,84488,1,1,9,0,0,1,0
0690002820050901,126,690,51818,84484,1,0,0,0,0,0,0
0690002820050901,127,690,51818,71847,1,0,0,0,0,0,0
0690002820050901,128,690,51818,84484,1,1,7,0,0,0,0
0690002820050901,132,28,61840,69369,1,1,15,0,0,1,0
0690002820050901,136,28,61840,43864,1,1,31,1,0,1,0
0690002820050901,139,690,51818,84494,1,0,0,0,0,0,0
0690002820050901,140,690,51818,84494,1,1,3,0,0,0,0
0690002820050901,141,690,51818,84488,1,1,36,0,0,1,0
0690002820050901,142,690,51818,84484,1,0,0,0,0,0,0
0690002820050901,144,690,51818,84495,1,1,6,0,0,0,0
0690002820050901,145,690,51818,84494,1,0,0,0,0,0,0
0690002820050901,154,690,51818,51815,1,1,15,0,0,1,0
0690002820050901,158,690,51818,84484,1,0,0,0,0,0,0
0690002820050901,161,28,69289,69279,1,1,6,0,0,1,0
0690002820050901,162,28,69289,69303,1,1,11,0,0,1,0
0690002820050901,166,28,69289,69303,1,1,17,1,0,1,0
0690002820050901,169,690,51818,71848,1,1,-4,0,0,0,0
0690002820050901,172,28,69289,43856,1,1,3,0,0,0,0
0690002820050901,173,28,69289,43856,1,0,0,0,0,0,0
0690002820050901,174,28,69289,61826,1,1,14,0,0,1,0
0690002820050901,178,690,51818,84494,1,1,55,0,0,1,0
0690002820050901,180,690,51818,59878,1,1,11,1,0,1,0
0690002820050901,186,28,69289,69323,1,0,0,0,0,0,0
0690002820050901,188,690,51818,,1,0,0,0,1,0,0
0204014020050901,3,140,70494,58783,1,1,10,0,0,1,0
0204014020050901,4,140,70494,31868,1,1,3,0,0,0,0
0204014020050901,6,140,70494,70493,1,1,8,0,0,0,0
0204014020050901,10,140,70494,58775,1,0,0,0,0,0,0
0204014020050901,11,140,70494,77424,1,1,10,1,0,0,0
0204014020050901,17,204,68811,47199,1,0,0,0,0,0,0
0204014020050901,18,204,68811,78529,1,1,9,0,0,1,0
0204014020050901,20,204,68811,64682,1,1,6,0,0,0,0
0204014020050901,21,204,68811,47199,1,1,9,0,0,1,0
0204014020050901,23,204,68811,64682,1,1,9,0,0,0,0
