"Game Code","Attendance","Duration"
0086016420050901,40000,164
0128064820050901,82753,210
0204014020050901,21458,197
0295075420050901,28339,199
0428071920050901,33410,205
0508049820050901,21726,220
0529028820050901,19981,235
0690002820050901,50049,207
0736074920050901,25384,200
0771070920050901,20092,199
0786038820050901,25102,205
0029073220050902,45528,217
0306012920050902,22212,232
0009069420050903,107529,187
0047031220050903,70585,170
0051066320050903,29538,206
0066025720050903,92746,198
0067007720050903,58108,207
0071079620050903,82138,215
0090071620050903,18536,161
0102010720050903,65938,200
0110062620050903,50710,200
0156015720050903,54972,215
0193019620050903,35107,184
0207063020050903,11878,191
0229032820050903,40930,200
0231032720050903,43611,197
0255003720050903,87451,220
0299031120050903,44058,192
0331041620050903,73949,210
0380046320050903,77469,208
0392072620050903,67809,193
0414051820050903,104695,189
0419000820050903,81018,181
0434003020050903,32906,205
0440052120050903,43857,186
0454043020050903,41143,177
0503041820050903,110971,187
0513054520050903,66451,205
0519050920050903,20115,193
0550052820050903,42263,192
0587030120050903,50112,230
0651053920050903,99235,197
0657027720050903,50000,210
0669003120050903,66424,198
0671070320050903,82519,198
0697014720050903,80000,205
0698052220050903,84332,234
0704047220050903,30343,215
0756072120050903,26482,191
0774074620050903,61244,194
0811023520050903,90707,173
0367033420050904,70752,200
0742049020050904,57100,215
0768068820050904,45418,210
0415023420050905,84347,216
0433040420050905,53339,193
0465047320050905,37533,215
0521022920050908,16421,201
0545051920050909,24545,199
0754046620050909,17552,204
0005055920050910,64757,204
0009071620050910,22299,183
0027032820050910,37070,184
0066052820050910,42876,200
0071004720050910,17490,185
0086068820050910,34442,195
0107075620050910,57775,199
0129041420050910,16956,217
0140053920050910,98727,194
0141023420050910,79152,213
0147039220050910,50637,195
0156042820050910,40221,211
0201007720050910,52630,195
0228065120050910,43122,190
0231070020050910,50156,217
0277041620050910,74043,203
0294033420050910,59519,199
0295046520050910,21870,213
0312031120050910,54290,202
0327038820050910,36914,223
0355016420050910,40000,160
0365002820050910,63210,219
0366023520050910,90099,199
0430003720050910,81921,179
0441052920050910,58169,210
0457025520050910,46459,230
0472015720050910,44742,197
0473043420050910,50701,218
0483030620050910,27600,199
0497041920050910,20806,193
0498081120050910,20165,205
0501002920050910,54728,200
0503050920050910,35114,210
0513041820050910,111386,210
0574011020050910,44808,192
0624028820050910,15649,196
0625005120050910,36575,195
0626072120050910,30101,199
0630030120050910,49276,178
0648025720050910,92476,191
0654033120050910,6228,215
0664000820050910,81018,214
0671020420050910,5628,178
0674072620050910,35670,214
0690079620050910,81806,185
0695003020050910,17174,177
0698066320050910,22416,201
0703051820050910,105565,208
0719052220050910,83877,211
0725006720050910,40166,198
0731073220050910,44639,187
0736003120050910,68215,212
0739058720050910,32412,207
0742019320050910,25014,195
0749046320050910,77380,200
0758009620050910,38156,194
0774070920050910,18912,196
2915076820050910,54630,173
0732069820050915,25220,208
0288070420050916,45558,266
0005041920050917,12411,172
0008064820050917,82968,201
0030052120050917,46817,197
0031065720050917,90411,199
0047003720050917,78427,173
0051072520050917,31357,193
0096052920050917,58201,220
0108067420050917,31250,180
0128065120050917,45139,186
0129053920050917,100276,193
0164025520050917,48770,214
0196074920050917,29563,211
0202049020050917,56747,200
0204041820050917,109511,180
0229042820050917,40709,191
0234006720050917,44500,208
0261075420050917,51486,195
0295075620050917,61183,173
0301010720050917,57657,183
0315000920050917,23109,192
0334030620050917,40240,200
0366032820050917,41237,200
0402066420050917,28174,202
0414033120050917,14002,205
0415014720050917,79000,250
0416051320050917,80795,241
0430071820050917,16421,194
