"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0690002820050901,1,28,1,900,80,"KICKOFF",1,826,89,"PUNT",3,-9,74,0
0690002820050901,2,690,1,826,54,"PUNT",1,655,46,"PUNT",6,8,171,0
0690002820050901,3,28,1,655,81,"PUNT",1,356,0,"TOUCHDOWN",14,81,299,1
0690002820050901,4,690,1,356,80,"KICKOFF",1,166,43,"PUNT",9,37,190,0
0690002820050901,5,28,1,166,85,"PUNT",1,13,0,"TOUCHDOWN",7,85,153,0
0690002820050901,6,690,1,13,80,"KICKOFF",2,618,52,"PUNT",9,28,295,0
0690002820050901,7,28,2,618,92,"PUNT",2,611,100,"SAFETY",1,-8,7,0
0690002820050901,8,690,2,611,76,"KICKOFF",2,513,65,"INTERCEPTION",5,11,98,0
0690002820050901,9,28,2,513,36,"INTERCEPTION",2,440,0,"TOUCHDOWN",5,36,73,1
0690002820050901,10,690,2,440,80,"KICKOFF",2,378,80,"PUNT",3,0,62,0
0690002820050901,11,28,2,378,61,"PUNT",2,203,7,"INTERCEPTION",7,54,175,1
0690002820050901,12,690,2,203,99,"INTERCEPTION",2,15,81,"PUNT",6,18,188,0
0690002820050901,13,28,2,15,18,"PUNT",2,9,0,"TOUCHDOWN",1,18,6,1
0690002820050901,14,690,2,9,80,"KICKOFF",2,0,81,"END OF HALF",1,-1,9,0
0690002820050901,15,690,3,900,78,"KICKOFF",3,796,73,"PUNT",3,5,104,0
0690002820050901,16,28,3,796,60,"PUNT",3,633,0,"TOUCHDOWN",6,60,163,1
0690002820050901,17,690,3,633,80,"KICKOFF",3,547,60,"PUNT",6,20,86,0
0690002820050901,18,28,3,547,74,"PUNT",3,538,74,"INTERCEPTION",1,0,9,0
0690002820050901,19,690,3,538,69,"INTERCEPTION",3,417,49,"PUNT",6,20,121,0
0690002820050901,20,28,3,417,85,"PUNT",3,231,0,"TOUCHDOWN",7,85,186,0
0690002820050901,21,690,3,231,80,"KICKOFF",3,4,0,"TOUCHDOWN",11,80,227,1
0690002820050901,22,28,3,4,62,"KICKOFF",4,895,65,"FUMBLE",1,-3,9,0
0690002820050901,23,690,4,895,32,"FUMBLE",4,745,12,"DOWNS",6,20,150,1
0690002820050901,24,28,4,745,88,"DOWNS",4,490,0,"TOUCHDOWN",8,88,255,1
0690002820050901,25,690,4,490,80,"KICKOFF",4,482,84,"FUMBLE",1,-4,8,0
0690002820050901,26,28,4,482,16,"FUMBLE",4,324,0,"TOUCHDOWN",6,16,158,1
0690002820050901,27,690,4,324,80,"KICKOFF",4,280,0,"TOUCHDOWN",3,80,44,1
0690002820050901,28,28,4,280,80,"KICKOFF",4,190,73,"PUNT",3,7,90,0
0690002820050901,29,690,4,190,76,"PUNT",4,177,76,"INTERCEPTION",1,0,13,0
0690002820050901,30,28,4,177,28,"INTERCEPTION",4,36,0,"TOUCHDOWN",5,28,141,1
0690002820050901,31,690,4,36,76,"KICKOFF",4,0,80,"END OF HALF",1,-4,36,0
0204014020050901,1,140,1,900,60,"KICKOFF",1,648,0,"TOUCHDOWN",10,60,252,1
0204014020050901,2,204,1,643,70,"KICKOFF",1,359,3,"FIELD GOAL",14,67,284,1
0204014020050901,3,140,1,354,67,"KICKOFF",1,226,0,"TOUCHDOWN",7,67,128,0
0204014020050901,4,204,1,218,51,"KICKOFF",1,116,0,"TOUCHDOWN",4,51,102,0
0204014020050901,5,140,1,116,80,"KICKOFF",1,10,61,"PUNT",4,19,106,0
0204014020050901,6,204,1,10,59,"PUNT",2,807,55,"PUNT",3,4,103,0
0204014020050901,7,140,2,807,98,"PUNT",2,651,82,"PUNT",6,16,156,0
0204014020050901,8,204,2,651,39,"PUNT",2,497,0,"TOUCHDOWN",9,39,154,1
0204014020050901,9,140,2,486,94,"KICKOFF",2,226,62,"PUNT",7,32,260,0
0204014020050901,10,204,2,226,57,"PUNT",2,104,21,"FIELD GOAL",6,36,122,1
0204014020050901,11,140,2,104,80,"KICKOFF",2,37,50,"PUNT",8,30,67,0
0204014020050901,12,204,2,37,82,"PUNT",2,0,84,"END OF HALF",1,-2,37,0
0204014020050901,13,204,3,894,77,"KICKOFF",3,803,84,"PUNT",3,-7,91,0
0204014020050901,14,140,3,803,45,"PUNT",3,781,0,"TOUCHDOWN",2,45,22,0
0204014020050901,15,204,3,781,80,"KICKOFF",3,625,61,"PUNT",6,19,156,0
0204014020050901,16,140,3,625,84,"PUNT",3,402,48,"PUNT",8,36,223,0
0204014020050901,17,204,3,402,84,"PUNT",3,218,67,"PUNT",6,17,184,0
0204014020050901,18,140,3,218,86,"PUNT",4,793,0,"TOUCHDOWN",12,86,325,1
0204014020050901,19,204,4,787,81,"KICKOFF",4,659,0,"TOUCHDOWN",6,81,128,0
0204014020050901,20,140,4,649,93,"KICKOFF",4,434,49,"FUMBLE",8,44,215,0
0204014020050901,21,204,4,434,51,"FUMBLE",4,378,41,"PUNT",5,10,56,0
0204014020050901,22,140,4,378,98,"PUNT",4,51,52,"DOWNS",11,46,327,0
0204014020050901,23,204,4,51,48,"DOWNS",4,18,40,"DOWNS",4,8,33,0
0204014020050901,24,140,4,18,60,"DOWNS",4,0,62,"END OF HALF",1,-2,18,0
0086016420050901,1,86,1,900,80,"KICKOFF",1,789,71,"PUNT",3,9,111,0
0086016420050901,2,164,1,789,63,"PUNT",1,385,8,"FIELD GOAL",13,55,404,1
0086016420050901,3,86,1,385,64,"KICKOFF",1,281,63,"PUNT",4,1,104,0
0086016420050901,4,164,1,281,79,"PUNT",1,148,60,"PUNT",6,19,133,0
0086016420050901,5,86,1,148,62,"PUNT",1,59,65,"PUNT",3,-3,89,0
0086016420050901,6,164,1,59,63,"PUNT",2,816,27,"MISSED FIELD GOAL",6,36,143,1
0086016420050901,7,86,2,816,73,"MISSED FIELD GOAL",2,721,67,"PUNT",3,6,95,0
0086016420050901,8,164,2,721,52,"PUNT",2,658,63,"PUNT",3,-11,63,0
0086016420050901,9,86,2,658,79,"PUNT",2,543,72,"PUNT",3,7,115,0
0086016420050901,10,164,2,543,35,"PUNT",2,470,0,"TOUCHDOWN",3,35,73,1
0086016420050901,11,86,2,470,80,"KICKOFF",2,336,61,"DOWNS",6,19,134,0
0086016420050901,12,164,2,336,38,"DOWNS",2,255,0,"TOUCHDOWN",4,38,81,0
0086016420050901,13,86,2,255,83,"KICKOFF",2,97,69,"PUNT",6,14,158,0
0086016420050901,14,164,2,97,42,"PUNT",2,70,0,"TOUCHDOWN",3,42,27,1
0086016420050901,15,86,2,70,79,"KICKOFF",2,30,80,"PUNT",3,-1,40,0
0086016420050901,16,164,2,30,46,"PUNT",2,0,45,"INTERCEPTION",2,1,30,0
0086016420050901,17,164,3,900,54,"KICKOFF",3,715,39,"PUNT",5,15,185,0
0086016420050901,18,86,3,715,98,"PUNT",3,566,38,"PUNT",6,60,149,0
0086016420050901,19,164,3,566,84,"PUNT",3,235,0,"TOUCHDOWN",11,84,331,0
0086016420050901,20,86,3,235,80,"KICKOFF",3,111,72,"PUNT",3,8,124,0
0086016420050901,21,164,3,111,71,"PUNT",4,841,50,"PUNT",5,21,170,0
0086016420050901,22,86,4,841,94,"PUNT",4,800,95,"PUNT",3,-1,41,0
