"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0229000920100902,2,229,1000993,1,-8,0,0,1,0,0,0
0229000920100902,3,229,1008901,1,2,0,0,0,0,0,0
0229000920100902,4,229,1001004,1,-2,0,0,0,0,0,0
0229000920100902,6,9,1003878,1,2,0,0,0,0,0,0
0229000920100902,9,9,1015271,1,-1,0,0,0,0,0,0
0229000920100902,12,229,1008901,1,0,0,0,0,0,0,0
0229000920100902,15,229,1008901,1,-3,0,0,0,0,0,0
0229000920100902,19,9,1030887,1,2,0,0,0,0,0,0
0229000920100902,21,9,1015271,1,5,0,0,0,0,0,0
0229000920100902,24,229,1008901,1,5,0,0,0,0,0,0
0229000920100902,27,9,1015271,1,50,1,1,0,0,0,0
0229000920100902,31,229,1016195,1,-2,0,0,0,0,0,0
0229000920100902,34,9,1022924,1,17,0,1,0,0,0,0
0229000920100902,37,9,1030887,1,8,0,0,0,0,0,0
0229000920100902,38,9,1015271,1,30,0,1,0,0,0,0
0229000920100902,39,9,1030882,1,13,0,1,0,0,0,0
0229000920100902,40,9,1015271,1,1,1,0,0,0,0,0
0229000920100902,44,229,1008901,1,7,0,1,0,0,0,0
0229000920100902,45,229,1008901,1,12,0,1,0,0,0,0
0229000920100902,46,229,1008901,1,6,0,0,0,0,0,0
0229000920100902,48,229,1008901,1,6,0,0,0,0,0,0
0229000920100902,53,9,1030887,1,8,0,0,0,0,0,0
0229000920100902,55,9,1015271,1,5,0,1,0,0,0,0
0229000920100902,57,9,1000089,1,-5,0,0,0,0,0,0
0229000920100902,60,229,1008899,1,4,0,0,0,0,0,0
0229000920100902,61,229,1008899,1,4,0,0,0,0,0,0
0229000920100902,62,229,1016195,1,-2,0,0,0,0,0,0
0229000920100902,66,9,1015271,1,4,0,0,0,0,0,0
0229000920100902,67,9,1015271,1,-4,0,0,0,0,0,0
0229000920100902,69,229,1008901,1,1,0,0,0,0,0,0
0229000920100902,73,9,1030887,1,7,0,0,0,0,0,0
0229000920100902,76,9,1003878,1,3,0,1,0,0,0,0
0229000920100902,79,9,1015271,1,23,0,1,0,0,0,0
0229000920100902,83,229,1008901,1,3,0,0,0,0,0,0
0229000920100902,85,9,1000084,1,3,0,0,0,0,0,0
0229000920100902,86,9,1003878,1,7,0,1,0,0,0,0
0229000920100902,87,9,1003878,1,8,0,0,0,0,0,0
0229000920100902,89,9,1030887,1,27,0,1,0,0,0,0
0229000920100902,90,9,1030887,1,2,0,0,0,0,0,0
0229000920100902,91,9,1015271,1,31,0,1,0,0,0,0
0229000920100902,92,9,1030887,1,1,0,0,0,0,0,0
0229000920100902,94,9,1015271,1,1,1,0,0,0,0,0
0229000920100902,98,229,1008901,1,2,0,0,0,0,0,0
0229000920100902,99,229,1008901,1,9,0,1,0,0,0,0
0229000920100902,100,229,1000992,1,3,0,0,0,0,0,0
0229000920100902,101,229,1000993,1,-2,0,0,1,0,0,0
0229000920100902,103,229,1001023,1,3,0,0,0,0,0,0
0229000920100902,106,9,1030887,1,11,0,0,0,0,0,0
0229000920100902,110,9,1022924,1,0,0,0,0,0,0,0
0229000920100902,111,9,1015271,1,1,0,0,0,0,0,0
0229000920100902,114,229,1001003,1,6,0,0,0,0,0,0
0229000920100902,117,229,1001003,1,-2,0,0,0,0,0,0
0229000920100902,121,9,1030887,1,-1,0,0,0,0,0,0
0229000920100902,122,9,1015271,1,-8,0,0,1,0,0,0
0229000920100902,123,9,1015271,1,5,0,0,0,0,0,0
0229000920100902,125,229,1008901,1,2,0,0,0,0,0,0
0229000920100902,129,9,1000089,1,3,0,0,0,0,0,0
0229000920100902,130,9,1003878,1,4,0,0,0,0,0,0
0229000920100902,131,9,1015271,1,0,0,0,0,0,0,0
0229000920100902,134,229,1008901,1,1,0,0,0,0,0,0
0229000920100902,136,9,1030887,1,3,0,0,0,0,0,0
0229000920100902,137,9,1015271,1,12,0,1,0,0,0,0
0229000920100902,138,9,1022924,1,1,0,0,0,0,0,0
0229000920100902,139,9,1015271,1,6,0,0,0,0,0,0
0229000920100902,140,9,1003878,1,1,0,0,0,0,0,0
0229000920100902,144,229,1008901,1,12,0,1,0,0,0,0
0229000920100902,146,229,1008921,1,-12,0,0,1,0,0,0
0229000920100902,149,9,1015271,1,2,0,0,0,0,0,0
0229000920100902,150,9,1003878,1,4,0,0,0,0,0,0
0229000920100902,153,229,1008901,1,38,1,1,0,0,0,0
0229000920100902,158,9,1015271,1,7,0,0,0,0,0,0
0229000920100902,161,9,1015271,1,50,0,1,0,0,0,0
0229000920100902,162,9,1003878,1,2,0,0,0,0,0,0
0229000920100902,163,9,1015271,1,-4,0,0,0,0,0,0
0229000920100902,164,9,1015271,1,-2,0,0,0,0,0,0
0654004720100902,2,47,1023165,1,3,0,0,0,0,0,0
0654004720100902,3,47,1023165,1,6,0,0,0,0,0,0
0654004720100902,4,47,1000282,1,4,0,1,0,0,0,0
0654004720100902,6,47,1023165,1,8,0,0,0,0,0,0
0654004720100902,7,47,1015525,1,-2,0,0,0,0,0,0
