"Game Code","Play Number","Team Code","Player Code","Reception","Yards","Touchdown","1st Down","Fumble","Fumble Lost","Safety"
0229000920100902,14,229,1008901,1,11,0,1,0,0,0
0229000920100902,17,229,1008921,1,12,0,0,0,0,0
0229000920100902,25,229,1000992,1,3,0,0,0,0,0
0229000920100902,30,229,1008921,1,9,0,0,0,0,0
0229000920100902,35,9,1003878,1,6,0,0,0,0,0
0229000920100902,36,9,1030887,1,5,0,1,0,0,0
0229000920100902,43,229,1008921,1,6,0,0,0,0,0
0229000920100902,47,229,1008921,1,9,0,1,0,0,0
0229000920100902,50,229,1008921,1,25,1,1,0,0,0
0229000920100902,54,9,1000084,1,1,0,0,0,0,0
0229000920100902,56,9,1030882,1,4,0,0,0,0,0
0229000920100902,65,9,1000089,1,10,0,0,0,0,0
0229000920100902,70,229,1008921,1,77,1,1,0,0,0
0229000920100902,75,9,1030887,1,9,0,0,0,0,0
0229000920100902,78,9,1003878,1,13,0,1,0,0,0
0229000920100902,80,9,1022924,1,15,1,1,0,0,0
0229000920100902,97,229,1008921,1,19,0,1,0,0,0
0229000920100902,116,229,1001023,1,26,0,1,0,0,0
0229000920100902,118,229,1001003,1,43,1,1,0,0,0
0229000920100902,126,229,1008921,1,0,0,0,0,0,0
0229000920100902,143,229,1016195,1,7,0,0,0,0,0
0229000920100902,145,229,1008921,1,7,0,0,0,0,0
0229000920100902,160,9,1000084,1,16,0,1,0,0,0
0654004720100902,5,47,1023174,1,18,0,1,0,0,0
0654004720100902,19,654,1029360,1,3,0,0,0,0,0
0654004720100902,21,654,1021522,1,10,0,1,0,0,0
0654004720100902,22,654,1014102,1,9,0,0,0,0,0
0654004720100902,24,654,1021522,1,11,0,1,0,0,0
0654004720100902,30,47,1031129,1,9,0,0,0,0,0
0654004720100902,35,654,1014139,1,12,0,1,0,0,0
0654004720100902,45,47,1023151,1,6,0,1,0,0,0
0654004720100902,48,47,1023174,1,3,0,0,0,0,0
0654004720100902,56,654,1021522,1,7,0,0,0,0,0
0654004720100902,65,47,1015529,1,12,0,1,0,0,0
0654004720100902,70,47,1023165,1,6,0,0,0,0,0
0654004720100902,90,47,1008200,1,14,0,1,0,0,0
0654004720100902,103,47,1023147,1,8,0,1,0,0,0
0654004720100902,119,47,1023174,1,3,0,0,0,0,0
0654004720100902,122,654,1021522,1,17,0,1,0,0,0
0654004720100902,126,654,1014139,1,6,0,0,0,0,0
0654004720100902,128,654,1021522,1,10,0,1,0,0,0
0654004720100902,140,47,1023174,1,6,0,0,0,0,0
0654004720100902,147,654,1021522,1,11,0,1,0,0,0
0654004720100902,149,654,1021522,1,9,0,0,0,0,0
0654004720100902,151,654,1021522,1,7,0,0,0,0,0
0572008620100902,2,86,1008411,1,16,0,1,0,0,0
0572008620100902,14,86,1008411,1,16,0,1,0,0,0
0572008620100902,17,86,1008433,1,8,0,1,0,0,0
