"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0229000920100902,1,9,1022953,1,67,0,0,0,0,0,0
0229000920100902,29,9,1022953,1,65,0,0,0,0,0,0
0229000920100902,42,9,1022953,1,67,0,0,0,0,0,0
0229000920100902,52,229,1000241,1,68,0,0,0,0,0,0
0229000920100902,72,229,1000241,1,67,0,0,0,0,0,0
0229000920100902,82,9,1022953,1,52,0,0,0,0,0,0
0229000920100902,84,229,1000241,1,65,0,0,0,0,0,0
0229000920100902,96,9,1022953,1,62,0,0,0,0,0,0
0229000920100902,109,229,1000241,1,67,0,0,0,0,0,0
0229000920100902,120,229,1000241,1,67,0,0,0,0,0,0
0229000920100902,142,9,1022953,1,65,0,0,0,0,0,0
0229000920100902,155,229,1000241,1,70,0,1,0,0,0,0
0654004720100902,1,654,1029340,1,67,0,0,0,0,0,0
0654004720100902,14,47,1015501,1,48,0,0,0,0,0,0
0654004720100902,27,654,1029340,1,59,0,0,0,0,0,0
0654004720100902,80,47,1015501,1,65,0,0,0,0,0,0
0654004720100902,97,47,1015501,1,68,0,0,0,0,0,0
0654004720100902,109,47,1015501,1,70,0,0,0,0,0,0
0654004720100902,121,47,1015501,1,70,0,1,0,0,0,0
0654004720100902,135,654,1029340,1,62,0,0,0,0,0,0
0654004720100902,146,47,1015501,1,63,0,0,0,0,0,0
0572008620100902,1,572,1021278,1,63,0,0,0,0,0,0
0572008620100902,23,86,1023398,1,56,0,0,0,0,0,0
0572008620100902,58,86,1023398,1,68,0,0,0,0,0,0
0572008620100902,87,86,1023398,1,69,0,0,0,0,0,0
0572008620100902,101,86,1023398,1,45,0,0,0,0,0,0
0572008620100902,105,86,1023398,1,58,0,0,0,0,0,0
0572008620100902,126,86,1023398,1,66,0,0,0,0,0,0
0270012920100902,1,129,1000710,1,67,0,0,0,0,0,0
0270012920100902,21,270,1035443,1,65,0,0,0,0,0,0
0270012920100902,24,129,1000710,1,67,0,0,0,0,0,0
0270012920100902,28,129,1000710,1,70,0,0,0,0,0,0
0270012920100902,70,129,1000710,1,64,0,0,0,0,0,0
0270012920100902,104,270,1035443,1,59,0,0,0,1,0,0
0270012920100902,147,129,1000710,1,65,0,0,0,0,0,0
0270012920100902,157,129,1000710,1,70,0,1,0,0,0,0
0657027720100902,1,657,1026018,1,70,0,1,0,0,0,0
0657027720100902,16,657,1026018,1,70,0,1,0,0,0,0
0657027720100902,28,277,1024053,1,64,0,0,0,0,0,0
0657027720100902,41,657,1026018,1,69,0,0,0,0,0,0
0657027720100902,56,657,1026018,1,70,0,1,0,0,0,0
0657027720100902,71,277,1024053,1,49,0,0,0,0,0,0
0657027720100902,86,277,1024053,1,56,0,0,0,0,0,0
0657027720100902,97,657,1026018,1,70,0,1,0,0,0,0
0657027720100902,110,277,1024053,1,50,0,0,0,0,0,0
0657027720100902,111,277,1024053,1,66,0,0,0,0,0,0
0657027720100902,129,657,1026018,1,69,0,0,0,0,0,0
0657027720100902,143,277,1024053,1,69,0,0,0,0,0,0
0657027720100902,149,657,1026018,1,66,0,0,0,0,0,0
0657027720100902,173,277,1024053,1,19,0,0,1,0,0,0
0657027720100902,176,657,1026018,1,67,0,0,0,0,0,0
0657027720100902,185,277,1024053,1,35,0,0,0,0,0,0
0494029520100902,1,494,1028122,1,70,0,0,0,0,0,0
0494029520100902,28,295,1024136,1,70,0,0,0,0,0,0
0494029520100902,34,295,1024136,1,69,0,0,0,1,0,0
0494029520100902,76,295,1024136,1,70,0,1,0,0,0,0
0494029520100902,102,295,1024136,0,10,0,0,0,0,1,1
0494029520100902,111,295,1024136,1,70,0,0,0,0,0,0
0494029520100902,125,295,1024136,1,70,0,1,0,0,0,0
0494029520100902,159,295,1024136,1,69,0,0,0,0,0,0
0494029520100902,192,295,1024136,1,62,0,0,0,0,0,0
0711030620100902,1,711,1036410,1,67,0,0,0,0,0,0
0711030620100902,15,306,1024235,1,69,0,0,0,0,0,0
0711030620100902,21,306,1024235,1,65,0,0,0,0,0,0
0711030620100902,37,306,1024235,1,67,0,0,0,0,0,0
0711030620100902,51,711,1036410,1,13,0,0,0,0,0,0
0711030620100902,56,306,1024235,1,61,0,0,0,0,0,0
0711030620100902,61,711,1036410,1,64,0,0,0,0,0,0
0711030620100902,88,306,1024235,1,68,0,0,0,0,0,0
0711030620100902,96,306,1024235,1,55,0,0,0,0,0,0
0711030620100902,98,306,1024235,1,68,0,0,0,0,0,0
0711030620100902,110,306,1024235,1,70,0,1,0,0,0,0
0711030620100902,119,306,1024235,1,69,0,0,0,0,0,0
0711030620100902,150,711,1036410,1,68,0,0,0,0,0,0
0711030620100902,158,306,1024235,1,64,0,0,0,0,0,0
0503031120100902,1,503,1001389,1,70,0,1,0,0,0,0
0503031120100902,39,311,1016587,1,68,0,0,0,0,0,0
0503031120100902,47,311,1016587,1,69,0,0,0,0,0,0
0503031120100902,61,311,1016587,1,64,0,0,0,0,0,0
0503031120100902,89,311,1016587,1,64,0,0,0,0,0,0
0503031120100902,104,503,1001389,1,70,0,1,0,0,0,0
0503031120100902,147,503,1001389,1,50,0,0,0,0,0,0
0503031120100902,160,311,1016587,1,70,0,1,0,0,0,0
0503031120100902,169,311,1016587,1,70,0,0,0,0,0,0
0454033120100902,1,331,1024402,1,66,0,0,0,0,0,0
0454033120100902,13,331,1024402,1,70,0,0,0,0,0,0
0454033120100902,26,331,1024402,1,67,0,0,0,0,0,0
0454033120100902,38,454,1020896,1,64,0,0,0,0,0,0
0454033120100902,47,331,1024402,1,69,0,0,0,0,0,0
0454033120100902,66,454,1020896,1,61,0,0,0,0,0,0
0454033120100902,94,331,1024402,1,42,0,0,0,0,0,0
0454033120100902,99,454,1020896,1,62,0,0,0,0,0,0
0454033120100902,101,331,1024402,1,66,0,0,0,0,0,0
0454033120100902,125,331,1024402,1,62,0,0,0,0,0,0
0454033120100902,169,331,1024402,1,64,0,0,0,0,0,0
0228041520100902,1,228,1030361,1,67,0,0,0,0,0,0
0228041520100902,10,415,1001967,1,70,0,0,0,0,0,0
0228041520100902,26,415,1001967,1,66,0,0,0,0,0,0
0228041520100902,53,415,1001967,1,66,0,0,0,0,0,0
0228041520100902,59,415,1001967,1,70,0,0,0,0,0,0
0228041520100902,72,415,1001967,1,70,0,1,0,0,0,0
0228041520100902,85,415,1001967,1,66,0,0,0,0,0,0
0228041520100902,105,415,1001967,1,69,0,0,0,0,0,0
0228041520100902,126,415,1001967,1,69,0,0,0,0,0,0
0428041920100902,1,419,1017128,1,67,0,0,0,0,0,0
0428041920100902,15,428,1002113,1,65,0,0,0,0,0,0
0428041920100902,47,428,1002113,1,70,0,0,0,0,0,0
0428041920100902,72,419,1017128,1,55,0,0,0,0,0,0
0428041920100902,87,419,1017128,1,38,0,0,0,0,0,0
0428041920100902,90,428,1002113,1,65,0,0,0,0,0,0
0428041920100902,97,419,1017128,1,55,0,0,0,0,0,0
0428041920100902,131,428,1002113,1,68,0,0,0,0,0,0
0428041920100902,154,428,1002113,1,63,0,0,0,0,0,0
0207046620100902,1,207,1028973,1,60,0,0,0,0,0,0
0207046620100902,7,466,1010171,1,68,0,0,0,0,0,0
0207046620100902,22,466,1010171,1,70,0,0,0,0,0,0
0207046620100902,26,207,1028973,1,70,0,1,0,0,0,0
0207046620100902,39,466,1010171,1,60,0,0,0,0,0,0
0207046620100902,52,207,1028973,1,68,0,0,0,0,0,0
0207046620100902,91,466,1010171,1,57,0,0,0,0,0,0
0207046620100902,93,466,1010171,1,70,0,0,0,0,0,0
0207046620100902,103,466,1010171,1,70,0,1,0,0,0,0
0207046620100902,110,207,1028973,1,69,0,0,0,0,0,0
0207046620100902,142,207,1028973,1,55,0,1,0,0,0,0
0207046620100902,166,466,1010171,1,70,0,0,0,0,0,0
0207046620100902,183,466,1010171,1,68,0,0,0,0,0,0
0388051820100902,1,518,1033336,1,62,0,0,0,0,0,0
0388051820100902,7,518,1033336,1,70,0,1,0,0,0,0
0388051820100902,17,518,1033336,1,62,0,0,0,0,0,0
0388051820100902,42,388,67001,1,60,0,0,0,0,0,0
0388051820100902,47,518,1033336,1,65,0,0,0,0,0,0
0388051820100902,78,518,1033336,1,65,0,0,0,0,0,0
0388051820100902,83,518,1033336,1,67,0,0,0,0,0,0
0388051820100902,94,388,1016907,1,64,0,0,0,0,0,0
0388051820100902,105,518,1033336,1,65,0,0,0,0,0,0
0388051820100902,143,518,1033336,1,65,0,0,0,0,0,0
0485058720100902,1,587,1010831,1,66,0,0,0,0,0,0
0485058720100902,17,587,1010831,1,65,0,0,0,0,0,0
0485058720100902,91,485,1035621,1,40,0,0,0,0,0,0
0485058720100902,111,587,1010831,1,61,0,0,0,0,0,0
0485058720100902,117,587,1010831,1,56,0,0,0,0,0,0
0485058720100902,147,587,1010831,1,70,0,1,0,0,0,0
0485058720100902,157,587,1010831,1,62,0,0,0,0,0,0
0664064820100902,1,664,1026080,1,70,0,0,0,0,0,0
0664064820100902,31,648,1033787,1,64,0,0,0,0,0,0
0664064820100902,41,664,1026080,1,68,0,0,0,0,0,0
0664064820100902,55,648,1033787,1,70,0,1,0,0,0,0
0664064820100902,65,648,1033787,1,63,0,0,0,0,0,0
0664064820100902,80,648,1033787,1,61,0,0,0,0,0,0
0664064820100902,95,664,1026080,1,62,0,0,0,0,0,0
0664064820100902,104,648,1033787,1,70,0,1,0,0,0,0
0664064820100902,119,648,1033787,1,63,0,0,0,0,0,0
0664064820100902,131,648,1033787,1,68,0,0,0,0,0,0
0664064820100902,154,648,1033787,1,60,0,0,0,0,0,0
0664064820100902,185,664,1026080,0,13,0,0,0,0,1,1
0655071820100902,1,655,1036151,1,59,0,0,0,0,0,0
0655071820100902,19,718,1026549,1,51,0,0,0,0,0,0
0655071820100902,29,655,1036151,1,54,0,0,0,0,0,0
0655071820100902,43,718,1034440,1,62,0,0,0,0,0,0
0655071820100902,57,718,1034440,1,62,0,0,0,0,0,0
0655071820100902,79,718,1034440,1,65,0,0,0,0,0,0
0655071820100902,103,655,1036151,1,61,0,0,0,0,0,0
0655071820100902,129,718,1034440,1,67,0,0,0,0,0,0
0655071820100902,135,718,1034440,1,63,0,0,0,0,0,0
0655071820100902,143,655,1036151,1,52,0,0,0,0,0,0
0545073220100902,1,732,1026796,1,61,0,0,0,0,0,0
0545073220100902,45,545,1018000,1,70,0,1,0,0,0,0
0545073220100902,58,732,1026796,1,56,0,0,0,0,0,0
0545073220100902,64,732,1026796,1,64,0,0,0,0,0,0
0545073220100902,81,545,1018000,1,62,0,0,0,0,0,0
0545073220100902,92,732,1026796,1,70,0,1,0,0,0,0
0545073220100902,113,545,1018000,1,64,0,0,0,0,0,0
0545073220100902,137,545,1018000,1,65,0,0,0,0,0,0
0545073220100902,143,732,1026796,1,65,0,0,0,0,0,0
0545073220100902,148,545,1018000,1,70,0,1,0,0,0,0
1320074920100902,1,1320,1036648,1,57,0,0,0,0,0,0
1320074920100902,6,749,1026965,1,65,0,0,0,0,0,0
